Group,EdgeType,NodeA,NodeB,AxisDistance,ExactDistance
3,PIECE_PIECE,A134-4,A208-3,20.5379092753283,0
3,PIECE_PIECE,A134-4,A237-3,20.5379092753271,0
3,PIECE_PIECE,A135-2,A505-2,3.50174297594349,0
3,PIECE_PIECE,A136-1,A231-2,11.2236678179823,0
3,PIECE_PIECE,A136-1,A235-2,11.2236678179846,0
3,PIECE_PIECE,A137-1,A180-1,7.53658641222595,0
3,PIECE_PIECE,A137-1,A186-1,52.097267385145,0
3,PIECE_PIECE,A138-1,A187-1,5.6338223329659e-11,0
3,PIECE_PIECE,A138-1,A491-2,23.0869297094133,0
3,PIECE_PIECE,A138-2,A187-2,2.27373675443232e-13,0
3,PIECE_PIECE,A139-1,A510-1,3.31061068631267e-12,0
3,PIECE_PIECE,A139-2,A510-2,4.57015431544318e-12,0
3,PIECE_PIECE,A139-3,A510-3,6.1684931853281e-12,0
3,PIECE_PIECE,A142-1,A471-1,8.32634824455479e-12,0
3,PIECE_PIECE,A142-2,A471-2,1.08973444788005e-11,0
3,PIECE_PIECE,A142-3,A471-3,1.32424427452507e-11,0
3,PIECE_PIECE,A143-2,A456-2,60.6514112062547,0.651411206271526
3,PIECE_PIECE,A144-1,A336-1,53.8285791666457,0
3,PIECE_PIECE,A145-1,A173-1,3.77741519647228e-12,0
3,PIECE_PIECE,A145-2,A167-1,18.2483834819246,0
3,PIECE_PIECE,A145-2,A173-2,4.54747350886464e-13,0
3,PIECE_PIECE,A145-2,A179-1,18.2483834819263,0
3,PIECE_PIECE,A146-1,A508-1,3.08424659266405e-12,0
3,PIECE_PIECE,A146-2,A508-2,7.56850430529686e-12,0
3,PIECE_PIECE,A146-3,A160-1,31.5701422800903,0
3,PIECE_PIECE,A146-3,A508-3,1.21085822281151e-11,0
3,PIECE_PIECE,A147-1,A349-1,2.15465802111469e-11,0
3,PIECE_PIECE,A147-2,A349-2,8.5265128291212e-14,0
3,PIECE_PIECE,A148-1,A528-3,54.4160424816522,0
3,PIECE_PIECE,A150-1,A227-1,6.57420618827062e-12,0
3,PIECE_PIECE,A150-2,A227-2,0,0
3,PIECE_PIECE,A150-2,A281-1,12.7696251985423,0
3,PIECE_PIECE,A150-2,A310-1,12.7696251985409,0
3,PIECE_PIECE,A152-1,A189-1,1.44449406200407e-11,0
3,PIECE_PIECE,A152-2,A189-2,4.54747350886464e-13,0
3,PIECE_PIECE,A153-1,A162-1,6.35935351553917e-12,0
3,PIECE_PIECE,A153-2,A162-2,0,0
3,PIECE_PIECE,A153-2,A176-1,59.2145835836096,0
3,PIECE_PIECE,A154-1,A249-1,32.9887207968254,0
3,PIECE_PIECE,A155-1,A502-2,34.2879407896595,0
3,PIECE_PIECE,A156-1,A290-1,1.65920477221862e-11,0
3,PIECE_PIECE,A156-1,A504-2,57.7531825989878,0
3,PIECE_PIECE,A156-2,A290-2,2.54211497292521e-13,0
3,PIECE_PIECE,A157-1,A159-2,34.7116024618233,0
3,PIECE_PIECE,A157-1,A161-2,15.5351113918957,0
3,PIECE_PIECE,A157-1,A185-2,19.958185620238,0
3,PIECE_PIECE,A157-1,A195-2,19.9581856202441,0
3,PIECE_PIECE,A158-2,A207-1,3.98828098974875,0
3,PIECE_PIECE,A159-1,A208-3,58.7907034037696,0
3,PIECE_PIECE,A159-1,A237-3,58.7907034037705,0
3,PIECE_PIECE,A160-1,A190-1,14.2839426819517,0
3,PIECE_PIECE,A160-1,A508-3,31.5701422800769,0
3,PIECE_PIECE,A161-2,A526-3,38.9206120522768,0
3,PIECE_PIECE,A162-2,A176-1,59.2145835836166,0
3,PIECE_PIECE,A163-1,A272-1,5.53691082217752e-12,0
3,PIECE_PIECE,A163-2,A249-1,13.4521797025604,0
3,PIECE_PIECE,A163-2,A272-2,0,0
3,PIECE_PIECE,A165-1,A209-3,6.62456547988515,0
3,PIECE_PIECE,A165-1,A239-1,6.33389767116756e-12,0
3,PIECE_PIECE,A165-1,A519-3,6.6245654799003,0
3,PIECE_PIECE,A165-2,A239-2,0,0
3,PIECE_PIECE,A166-1,A361-1,2.16960242286682e-11,0
3,PIECE_PIECE,A166-2,A361-2,2.34371420084339e-13,0
3,PIECE_PIECE,A167-1,A173-2,18.2483834819251,0
3,PIECE_PIECE,A167-1,A179-1,5.62491408202413e-12,0
3,PIECE_PIECE,A167-2,A179-2,4.54747350886464e-13,0
3,PIECE_PIECE,A169-1,A481-1,9.67407522671456e-12,0
3,PIECE_PIECE,A169-2,A481-2,7.81385109687089e-12,0
3,PIECE_PIECE,A169-3,A481-3,6.39987226579141e-12,0
3,PIECE_PIECE,A169-3,A528-3,26.8453359492,0
3,PIECE_PIECE,A170-1,A193-1,9.13840450970887,0
3,PIECE_PIECE,A170-1,A277-2,25.1528675746994,0
3,PIECE_PIECE,A170-1,A355-2,25.1528675746994,0
3,PIECE_PIECE,A172-1,A316-1,60.6787506389012,0.678750639256177
3,PIECE_PIECE,A173-2,A179-1,18.2483834819258,0
3,PIECE_PIECE,A174-1,A209-3,41.4831763720654,0
3,PIECE_PIECE,A174-1,A218-1,9.38587956650294e-12,0
3,PIECE_PIECE,A174-1,A519-3,41.4831763720838,0
3,PIECE_PIECE,A174-2,A218-2,0,0
3,PIECE_PIECE,A176-1,A196-2,12.860161418005,0
3,PIECE_PIECE,A177-1,A181-1,58.4712208256913,0
3,PIECE_PIECE,A177-1,A243-1,1.61419296539851e-11,0
3,PIECE_PIECE,A177-2,A243-2,0,0
3,PIECE_PIECE,A178-1,A503-2,54.1869683237134,0
3,PIECE_PIECE,A178-4,A197-2,14.7510941977752,0
3,PIECE_PIECE,A178-4,A200-2,14.7510941977764,0
3,PIECE_PIECE,A180-1,A223-1,14.2373594382039,0
3,PIECE_PIECE,A180-1,A277-1,38.3627715540602,0
3,PIECE_PIECE,A180-1,A355-1,38.362771554058,0
3,PIECE_PIECE,A181-1,A243-1,58.4712208257037,0
3,PIECE_PIECE,A181-1,A501-2,7.16867298120278,0
3,PIECE_PIECE,A182-1,A246-1,1.36897080878865e-12,0
3,PIECE_PIECE,A182-2,A204-2,4.82755300198274,0
3,PIECE_PIECE,A182-2,A242-1,38.2306165778446,0
3,PIECE_PIECE,A182-2,A246-2,9.9475983006414e-14,0
3,PIECE_PIECE,A182-2,A252-2,4.82755300198395,0
3,PIECE_PIECE,A183-1,A489-2,15.2232950846662,0
3,PIECE_PIECE,A185-1,A195-1,7.513659348596e-12,0
3,PIECE_PIECE,A185-2,A188-1,13.3835254227309,0
3,PIECE_PIECE,A185-2,A195-2,0,0
3,PIECE_PIECE,A185-2,A366-1,13.3835254227285,0
3,PIECE_PIECE,A186-1,A223-1,23.9439425831167,0
3,PIECE_PIECE,A186-1,A284-1,8.20111445725882,0
3,PIECE_PIECE,A187-1,A491-2,23.0869297094395,0
3,PIECE_PIECE,A188-1,A195-2,13.3835254227427,0
3,PIECE_PIECE,A188-1,A366-1,1.20400748481859e-11,0
3,PIECE_PIECE,A188-2,A366-2,0,0
3,PIECE_PIECE,A195-2,A366-1,13.38352542274,0
3,PIECE_PIECE,A197-1,A200-1,1.44949603513935e-11,0
3,PIECE_PIECE,A197-2,A200-2,3.40301756912044e-12,0
3,PIECE_PIECE,A197-3,A200-3,2.22779794310843e-12,0
3,PIECE_PIECE,A198-1,A356-1,1.21687408692955e-11,0
3,PIECE_PIECE,A198-2,A352-1,39.7069139348652,0
3,PIECE_PIECE,A198-2,A356-2,1.13686837721616e-13,0
3,PIECE_PIECE,A198-2,A418-1,39.7069139348681,0
3,PIECE_PIECE,A201-1,A283-1,3.6943849430081e-12,0
3,PIECE_PIECE,A201-2,A283-2,4.38542463643578e-12,0
3,PIECE_PIECE,A201-3,A283-3,1.50221573304943e-11,0
3,PIECE_PIECE,A201-3,A292-1,25.6328402470684,0
3,PIECE_PIECE,A201-3,A308-1,25.6328402470674,0
3,PIECE_PIECE,A203-1,A216-1,41.6568040288338,0
3,PIECE_PIECE,A203-1,A285-1,34.2780557531296,0
3,PIECE_PIECE,A204-1,A252-1,9.90055062042176e-12,0
3,PIECE_PIECE,A204-2,A242-1,37.4756749512618,0
3,PIECE_PIECE,A204-2,A246-2,4.82755300198249,0
3,PIECE_PIECE,A204-2,A252-2,1.13686837721616e-13,0
3,PIECE_PIECE,A205-1,A523-2,31.4649037375579,0
3,PIECE_PIECE,A206-1,A303-1,61.7786710871069,1.77867108710721
3,PIECE_PIECE,A207-1,A509-2,11.2080670232301,0
3,PIECE_PIECE,A208-1,A237-1,6.39886242400748e-12,0
3,PIECE_PIECE,A208-2,A237-2,1.57529103268542e-12,0
3,PIECE_PIECE,A208-3,A237-3,0,0
3,PIECE_PIECE,A209-1,A473-2,48.4784430504751,0
3,PIECE_PIECE,A209-1,A493-2,48.4784430504721,0
3,PIECE_PIECE,A209-1,A519-1,1.86501862612294e-11,0
3,PIECE_PIECE,A209-2,A519-2,1.01684598917008e-11,0
3,PIECE_PIECE,A209-3,A218-1,41.4831763720647,0
3,PIECE_PIECE,A209-3,A239-1,6.62456547988393,0
3,PIECE_PIECE,A209-3,A519-3,1.70696915839685e-11,0
3,PIECE_PIECE,A210-1,A263-1,6.52685234599963e-12,0
3,PIECE_PIECE,A210-2,A263-2,0,0
3,PIECE_PIECE,A210-2,A276-1,3.96434762161836,0
3,PIECE_PIECE,A211-1,A285-1,0.225686257350192,0
3,PIECE_PIECE,A211-1,A342-2,23.7029149549996,0
3,PIECE_PIECE,A211-1,A362-2,23.7029149549852,0
3,PIECE_PIECE,A212-1,A371-1,6.58991518602736e-12,0
3,PIECE_PIECE,A212-2,A371-2,3.21554935538437e-13,0
3,PIECE_PIECE,A213-1,A304-1,7.29015461814988e-12,0
3,PIECE_PIECE,A213-2,A304-2,1.13686837721616e-13,0
3,PIECE_PIECE,A215-1,A258-1,6.31648127031223,0
3,PIECE_PIECE,A215-1,A297-1,8.6879359398803e-12,0
3,PIECE_PIECE,A215-2,A297-2,8.3974488518922e-12,0
3,PIECE_PIECE,A215-2,A526-3,28.845241844546,0
3,PIECE_PIECE,A215-3,A297-3,1.69454417124353e-11,0
3,PIECE_PIECE,A216-1,A264-1,54.9135831971758,0
3,PIECE_PIECE,A216-1,A285-1,44.757989538027,0
3,PIECE_PIECE,A216-1,A351-1,36.0279076579219,0
3,PIECE_PIECE,A217-1,A241-1,3.18558552739949e-11,0
3,PIECE_PIECE,A217-2,A241-2,0,0
3,PIECE_PIECE,A218-1,A519-3,41.4831763720833,0
3,PIECE_PIECE,A221-1,A299-1,47.2335760789479,0
3,PIECE_PIECE,A223-1,A317-1,29.2597627611843,0
3,PIECE_PIECE,A223-1,A345-1,29.2597627611846,0
3,PIECE_PIECE,A224-1,A238-1,56.3070499459327,0
3,PIECE_PIECE,A224-1,A315-1,1.35911651649426e-11,0
3,PIECE_PIECE,A224-2,A267-2,29.3224705777909,0
3,PIECE_PIECE,A224-2,A315-2,2.27373675443232e-13,0
3,PIECE_PIECE,A225-1,A271-1,12.8336530359692,0
3,PIECE_PIECE,A225-1,A295-2,20.0768414600129,0
3,PIECE_PIECE,A225-1,A300-1,12.8336530359686,0
3,PIECE_PIECE,A226-1,A256-1,4.89777886026286e-12,0
3,PIECE_PIECE,A226-2,A256-2,4.98150764092467e-12,0
3,PIECE_PIECE,A226-3,A256-3,7.4584111038606e-12,0
3,PIECE_PIECE,A227-2,A281-1,12.7696251985403,0
3,PIECE_PIECE,A227-2,A310-1,12.7696251985391,0
3,PIECE_PIECE,A230-1,A359-1,1.21512032054737e-11,0
3,PIECE_PIECE,A230-2,A359-2,2.27373675443232e-13,0
3,PIECE_PIECE,A231-1,A235-1,6.12222357532858e-12,0
3,PIECE_PIECE,A231-2,A235-2,0,0
3,PIECE_PIECE,A233-1,A321-1,56.1458681276714,0
3,PIECE_PIECE,A233-1,A342-2,16.190259555084,0
3,PIECE_PIECE,A233-1,A362-2,16.1902595550804,0
3,PIECE_PIECE,A233-1,A414-1,56.1458681276695,0
3,PIECE_PIECE,A238-1,A314-1,43.4188798625669,0
3,PIECE_PIECE,A238-1,A315-1,56.3070499459403,0
3,PIECE_PIECE,A238-1,A387-1,14.3571554951467,0
3,PIECE_PIECE,A239-1,A519-3,6.62456547989899,0
3,PIECE_PIECE,A242-1,A246-2,38.2306165778446,0
3,PIECE_PIECE,A242-1,A252-2,37.4756749512628,0
3,PIECE_PIECE,A246-2,A252-2,4.82755300198375,0
3,PIECE_PIECE,A249-1,A264-1,2.79432741462244,0
3,PIECE_PIECE,A249-1,A272-2,13.4521797025601,0
3,PIECE_PIECE,A251-1,A433-1,8.42510749573599e-12,0
3,PIECE_PIECE,A251-2,A433-2,0,0
3,PIECE_PIECE,A254-1,A273-1,8.02277953170112e-12,0
3,PIECE_PIECE,A254-2,A273-2,0,0
3,PIECE_PIECE,A254-2,A294-1,35.6288745258658,0
3,PIECE_PIECE,A255-1,A289-1,14.3497488749474,0
3,PIECE_PIECE,A255-1,A313-1,23.783920388354,0
3,PIECE_PIECE,A257-1,A328-1,42.7556704026431,0
3,PIECE_PIECE,A258-1,A297-1,6.31648127030726,0
3,PIECE_PIECE,A260-1,A421-2,36.3908597288281,0
3,PIECE_PIECE,A263-2,A276-1,3.9643476216163,0
3,PIECE_PIECE,A265-1,A401-3,52.0981484594364,0
3,PIECE_PIECE,A265-1,A412-3,52.0981484594335,0
3,PIECE_PIECE,A267-2,A315-2,29.3224705777891,0
3,PIECE_PIECE,A271-1,A300-1,8.57111300546001e-12,0
3,PIECE_PIECE,A271-2,A276-1,40.7346370553564,0
3,PIECE_PIECE,A271-2,A300-2,0,0
3,PIECE_PIECE,A273-2,A294-1,35.628874525863,0
3,PIECE_PIECE,A276-1,A300-2,40.7346370553548,0
3,PIECE_PIECE,A277-1,A317-1,4.7681121477755,0
3,PIECE_PIECE,A277-1,A345-1,4.76811214777471,0
3,PIECE_PIECE,A277-1,A355-1,3.6165997063533e-12,0
3,PIECE_PIECE,A277-2,A355-2,2.8421709430404e-13,0
3,PIECE_PIECE,A278-1,A306-1,52.8427557790863,0
3,PIECE_PIECE,A279-1,A369-1,2.05493479874258e-11,0
3,PIECE_PIECE,A279-2,A369-2,3.69482222595252e-13,0
3,PIECE_PIECE,A281-1,A310-1,6.57813695465367e-12,0
3,PIECE_PIECE,A281-2,A310-2,1.13686837721616e-13,0
3,PIECE_PIECE,A283-3,A292-1,25.6328402470529,0
3,PIECE_PIECE,A283-3,A308-1,25.6328402470515,0
3,PIECE_PIECE,A290-1,A504-2,57.7531825989925,0
3,PIECE_PIECE,A292-1,A308-1,3.19134161318702e-12,0
3,PIECE_PIECE,A292-2,A308-2,0,0
3,PIECE_PIECE,A292-2,A317-1,14.4742497077522,0
3,PIECE_PIECE,A292-2,A345-1,14.4742497077516,0
3,PIECE_PIECE,A293-1,A449-3,61.4529593482502,1.4529593482527
3,PIECE_PIECE,A293-1,A476-1,29.4113930495143,0
3,PIECE_PIECE,A295-2,A436-1,1.47313520786347,0
3,PIECE_PIECE,A297-2,A526-3,28.8452418445429,0
3,PIECE_PIECE,A301-1,A376-1,8.1379449366856e-12,0
3,PIECE_PIECE,A301-2,A376-2,2.27373675443232e-13,0
3,PIECE_PIECE,A302-1,A307-1,4.2960990930831e-12,0
3,PIECE_PIECE,A302-2,A307-2,0,0
3,PIECE_PIECE,A303-1,A328-1,19.2277501249868,0
3,PIECE_PIECE,A305-1,A479-1,28.9465780159926,0
3,PIECE_PIECE,A308-2,A317-1,14.474249707756,0
3,PIECE_PIECE,A308-2,A345-1,14.4742497077555,0
3,PIECE_PIECE,A309-1,A396-1,7.72052057564008,0
3,PIECE_PIECE,A311-1,A378-1,10.2436980956247,0
3,PIECE_PIECE,A311-1,A408-1,2.00285751614289e-11,0
3,PIECE_PIECE,A311-2,A408-2,0,0
3,PIECE_PIECE,A316-1,A321-1,16.8786268938651,0
3,PIECE_PIECE,A316-1,A414-1,16.8786268938666,0
3,PIECE_PIECE,A317-1,A345-1,1.44252425575923e-12,0
3,PIECE_PIECE,A317-1,A355-1,4.76811214777398,0
3,PIECE_PIECE,A317-2,A345-2,2.59037658648505e-13,0
3,PIECE_PIECE,A318-1,A339-1,23.4997252460221,0
3,PIECE_PIECE,A318-1,A484-1,56.2399236620715,1.20650185260693
3,PIECE_PIECE,A320-1,A324-1,39.1033609439143,0
3,PIECE_PIECE,A320-1,A328-1,14.8930291346296,0
3,PIECE_PIECE,A321-1,A414-1,1.878414837149e-12,0
3,PIECE_PIECE,A321-2,A414-2,0,0
3,PIECE_PIECE,A323-1,A373-1,39.2887208843668,0
3,PIECE_PIECE,A324-1,A328-1,18.33523445013,0
3,PIECE_PIECE,A332-1,A335-1,1.94351298401657e-12,0
3,PIECE_PIECE,A332-2,A335-2,1.59674620578046e-13,0
3,PIECE_PIECE,A334-1,A465-1,2.11399444329649e-11,0
3,PIECE_PIECE,A334-2,A465-2,0,0
3,PIECE_PIECE,A338-1,A398-1,14.4864597071769,0
3,PIECE_PIECE,A340-1,A341-1,5.91773250368904,0
3,PIECE_PIECE,A342-1,A362-1,9.29334487426481e-12,0
3,PIECE_PIECE,A342-2,A362-2,3.63975473046187e-13,0
3,PIECE_PIECE,A343-1,A353-1,40.1938999976992,0
3,PIECE_PIECE,A343-1,A384-1,0.943321075035646,0
3,PIECE_PIECE,A345-1,A355-1,4.76811214777349,0
3,PIECE_PIECE,A346-1,A354-1,3.0249515891469e-12,0
3,PIECE_PIECE,A346-2,A354-2,1.2710574864626e-13,0
3,PIECE_PIECE,A347-1,A365-2,16.5371624342561,0
3,PIECE_PIECE,A347-1,A367-1,52.7599146661225,0
3,PIECE_PIECE,A347-1,A395-2,16.5371624342575,0
3,PIECE_PIECE,A350-1,A390-1,19.6071035548389,0
3,PIECE_PIECE,A350-1,A391-1,1.01775121470029e-11,0
3,PIECE_PIECE,A350-2,A390-2,21.7309844229828,0
3,PIECE_PIECE,A350-2,A391-2,0,0
3,PIECE_PIECE,A351-1,A451-1,8.25467915677045,0
3,PIECE_PIECE,A351-1,A475-1,8.25467915676536,0
3,PIECE_PIECE,A352-1,A356-2,39.7069139348631,0
3,PIECE_PIECE,A352-1,A418-1,1.27775420639582e-11,0
3,PIECE_PIECE,A352-2,A418-2,2.27373675443232e-13,0
3,PIECE_PIECE,A356-2,A418-1,39.7069139348661,0
3,PIECE_PIECE,A357-1,A358-1,4.34320685143078,0
3,PIECE_PIECE,A360-1,A368-1,1.35860527765512e-12,0
3,PIECE_PIECE,A360-2,A368-2,2.0495186137532e-13,0
3,PIECE_PIECE,A365-1,A395-1,2.31946225575293e-12,0
3,PIECE_PIECE,A365-2,A394-1,49.9990251356842,0
3,PIECE_PIECE,A365-2,A395-2,0,0
3,PIECE_PIECE,A367-1,A428-1,35.6227525607524,0
3,PIECE_PIECE,A377-1,A500-1,15.6777169719661,0
3,PIECE_PIECE,A378-1,A408-1,10.2436980956281,0
3,PIECE_PIECE,A379-1,A388-1,28.7476065262159,0
3,PIECE_PIECE,A380-1,A479-1,1.59413842749224,0
3,PIECE_PIECE,A382-2,A393-1,48.4982523348577,0
3,PIECE_PIECE,A383-1,A392-1,4.50176909753812e-12,0
3,PIECE_PIECE,A383-2,A392-2,0,0
3,PIECE_PIECE,A389-1,A472-1,20.832902694173,0
3,PIECE_PIECE,A389-1,A487-1,27.8588340662445,0
3,PIECE_PIECE,A390-1,A391-1,19.6071035548383,0
3,PIECE_PIECE,A390-2,A391-2,21.7309844229829,0
3,PIECE_PIECE,A394-1,A395-2,49.9990251356865,0
3,PIECE_PIECE,A399-1,A434-1,5.00222085975111e-12,0
3,PIECE_PIECE,A399-2,A434-2,0,0
3,PIECE_PIECE,A400-1,A425-1,1.08783512713723e-11,0
3,PIECE_PIECE,A400-2,A425-2,2.27373675443232e-13,0
3,PIECE_PIECE,A401-1,A412-1,1.33125296709336e-11,0
3,PIECE_PIECE,A401-2,A412-2,7.3466682903943e-12,0
3,PIECE_PIECE,A401-3,A412-3,1.11783706900331e-11,0
3,PIECE_PIECE,A406-1,A421-2,15.9751121152152,0
3,PIECE_PIECE,A406-1,A448-1,6.94513998919377e-12,0
3,PIECE_PIECE,A406-2,A428-1,25.2989207648069,0
3,PIECE_PIECE,A406-2,A437-1,27.6933624264312,0
3,PIECE_PIECE,A406-2,A448-2,0,0
3,PIECE_PIECE,A411-1,A446-1,2.41327469723226,0
3,PIECE_PIECE,A417-1,A439-1,8.64019966684282e-12,0
3,PIECE_PIECE,A417-2,A439-2,0,0
3,PIECE_PIECE,A421-2,A448-1,15.9751121152117,0
3,PIECE_PIECE,A423-1,A432-1,5.79245315878188e-12,0
3,PIECE_PIECE,A423-2,A432-2,0,0
3,PIECE_PIECE,A427-1,A436-1,7.44892212469342,0
3,PIECE_PIECE,A427-1,A458-1,1.16560892074415e-11,0
3,PIECE_PIECE,A427-2,A458-2,2.27373675443232e-13,0
3,PIECE_PIECE,A428-1,A448-2,25.2989207647995,0
3,PIECE_PIECE,A429-1,A499-1,36.7791838301886,0
3,PIECE_PIECE,A431-1,A513-1,1.33764534258105e-11,0
3,PIECE_PIECE,A431-2,A513-2,0,0
3,PIECE_PIECE,A436-1,A458-1,7.44892212468943,0
3,PIECE_PIECE,A437-1,A448-2,27.6933624264308,0
3,PIECE_PIECE,A442-1,A457-1,5.14487896861499e-12,0
3,PIECE_PIECE,A442-2,A457-2,4.54747350886464e-13,0
3,PIECE_PIECE,A446-1,A492-2,47.5413815619988,0
3,PIECE_PIECE,A446-1,A494-2,47.5413815619819,0
3,PIECE_PIECE,A451-1,A475-1,8.25150314614077e-12,0
3,PIECE_PIECE,A451-2,A475-2,1.70530256582424e-13,0
3,PIECE_PIECE,A453-1,A487-1,37.6828374530386,0
3,PIECE_PIECE,A460-1,A509-1,41.2593338469237,0
3,PIECE_PIECE,A464-1,A524-1,27.4840681665256,0
3,PIECE_PIECE,A467-1,A495-1,2.72414634653446e-11,0
3,PIECE_PIECE,A467-2,A495-2,0,0
3,PIECE_PIECE,A472-1,A483-1,12.8643192195413,0
3,PIECE_PIECE,A472-1,A487-1,32.7451259003485,0
3,PIECE_PIECE,A473-1,A493-1,5.4758832351546e-12,0
3,PIECE_PIECE,A473-2,A493-2,0,0
3,PIECE_PIECE,A473-2,A519-1,48.4784430504652,0
3,PIECE_PIECE,A477-2,A530-2,32.6067186648401,0
3,PIECE_PIECE,A481-3,A528-3,26.8453359492028,0
3,PIECE_PIECE,A482-1,A529-1,58.524443773668,0
3,PIECE_PIECE,A483-1,A487-1,33.5549405121124,0
3,PIECE_PIECE,A492-1,A494-1,6.46417400995665e-12,0
3,PIECE_PIECE,A492-2,A494-2,1.13686837721616e-13,0
3,PIECE_PIECE,A493-2,A519-1,48.4784430504628,0
3,PIECE_PIECE,A505-2,A524-2,28.3609817785022,0
3,PIECE_PIECE,A509-2,A529-2,21.6690882153094,0
3,ELECTRODE,LEFT,A1-2,NaN,0
3,ELECTRODE,LEFT,A2-2,NaN,0
3,ELECTRODE,LEFT,A4-3,NaN,0
3,ELECTRODE,LEFT,A5-2,NaN,0
3,ELECTRODE,LEFT,A6-2,NaN,0
3,ELECTRODE,LEFT,A7-2,NaN,0
3,ELECTRODE,LEFT,A8-2,NaN,0
3,ELECTRODE,LEFT,A9-3,NaN,0
3,ELECTRODE,LEFT,A10-2,NaN,0
3,ELECTRODE,LEFT,A12-3,NaN,0
3,ELECTRODE,LEFT,A13-2,NaN,0
3,ELECTRODE,LEFT,A14-2,NaN,0
3,ELECTRODE,LEFT,A15-2,NaN,0
3,ELECTRODE,LEFT,A16-2,NaN,0
3,ELECTRODE,LEFT,A17-2,NaN,0
3,ELECTRODE,LEFT,A18-2,NaN,0
3,ELECTRODE,LEFT,A19-3,NaN,0
3,ELECTRODE,LEFT,A20-2,NaN,0
3,ELECTRODE,LEFT,A21-2,NaN,0
3,ELECTRODE,LEFT,A22-2,NaN,0
3,ELECTRODE,LEFT,A23-2,NaN,0
3,ELECTRODE,LEFT,A24-2,NaN,0
3,ELECTRODE,LEFT,A25-2,NaN,0
3,ELECTRODE,LEFT,A26-2,NaN,0
3,ELECTRODE,LEFT,A27-2,NaN,0
3,ELECTRODE,LEFT,A28-2,NaN,0
3,ELECTRODE,LEFT,A29-2,NaN,0
3,ELECTRODE,LEFT,A30-2,NaN,0
3,ELECTRODE,LEFT,A31-2,NaN,0
3,ELECTRODE,LEFT,A32-2,NaN,0
3,ELECTRODE,LEFT,A33-2,NaN,0
3,ELECTRODE,LEFT,A34-2,NaN,0
3,ELECTRODE,LEFT,A35-2,NaN,0
3,ELECTRODE,LEFT,A36-2,NaN,0
3,ELECTRODE,LEFT,A38-2,NaN,0
3,ELECTRODE,LEFT,A40-2,NaN,0
3,ELECTRODE,LEFT,A41-2,NaN,0
3,ELECTRODE,LEFT,A42-2,NaN,0
3,ELECTRODE,LEFT,A43-2,NaN,0
3,ELECTRODE,LEFT,A44-3,NaN,0
3,ELECTRODE,LEFT,A45-2,NaN,0
3,ELECTRODE,LEFT,A46-2,NaN,0
3,ELECTRODE,LEFT,A47-2,NaN,0
3,ELECTRODE,LEFT,A49-2,NaN,0
3,ELECTRODE,LEFT,A50-2,NaN,0
3,ELECTRODE,LEFT,A51-2,NaN,0
3,ELECTRODE,LEFT,A52-2,NaN,0
3,ELECTRODE,LEFT,A53-2,NaN,0
3,ELECTRODE,LEFT,A54-2,NaN,0
3,ELECTRODE,LEFT,A55-2,NaN,0
3,ELECTRODE,LEFT,A57-2,NaN,0
3,ELECTRODE,LEFT,A58-2,NaN,0
3,ELECTRODE,LEFT,A59-2,NaN,0
3,ELECTRODE,LEFT,A60-2,NaN,0
3,ELECTRODE,LEFT,A61-2,NaN,0
3,ELECTRODE,LEFT,A62-2,NaN,0
3,ELECTRODE,LEFT,A63-2,NaN,0
3,ELECTRODE,LEFT,A64-3,NaN,0
3,ELECTRODE,LEFT,A65-2,NaN,0
3,ELECTRODE,LEFT,A66-2,NaN,0
3,ELECTRODE,LEFT,A67-2,NaN,0
3,ELECTRODE,LEFT,A68-2,NaN,0
3,ELECTRODE,LEFT,A69-2,NaN,0
3,ELECTRODE,LEFT,A70-2,NaN,0
3,ELECTRODE,LEFT,A71-2,NaN,0
3,ELECTRODE,LEFT,A72-2,NaN,0
3,ELECTRODE,LEFT,A74-2,NaN,0
3,ELECTRODE,LEFT,A75-2,NaN,0
3,ELECTRODE,LEFT,A77-2,NaN,0
3,ELECTRODE,LEFT,A78-2,NaN,0
3,ELECTRODE,LEFT,A79-2,NaN,0
3,ELECTRODE,LEFT,A80-3,NaN,0
3,ELECTRODE,LEFT,A82-2,NaN,0
3,ELECTRODE,LEFT,A83-2,NaN,0
3,ELECTRODE,LEFT,A84-2,NaN,0
3,ELECTRODE,LEFT,A86-3,NaN,0
3,ELECTRODE,LEFT,A87-3,NaN,0
3,ELECTRODE,LEFT,A89-3,NaN,0
3,ELECTRODE,LEFT,A90-2,NaN,0
3,ELECTRODE,LEFT,A92-1,NaN,0
3,ELECTRODE,LEFT,A99-2,NaN,0
3,ELECTRODE,LEFT,A102-2,NaN,0
3,ELECTRODE,LEFT,A110-2,NaN,0
3,ELECTRODE,LEFT,A124-2,NaN,0
3,ELECTRODE,LEFT,A133-2,NaN,0
3,ELECTRODE,LEFT,A134-3,NaN,0
3,ELECTRODE,LEFT,A139-2,NaN,0
3,ELECTRODE,LEFT,A140-1,NaN,0
3,ELECTRODE,LEFT,A142-2,NaN,0
3,ELECTRODE,LEFT,A146-2,NaN,0
3,ELECTRODE,LEFT,A169-2,NaN,0
3,ELECTRODE,LEFT,A178-2,NaN,0
3,ELECTRODE,LEFT,A209-2,NaN,0
3,ELECTRODE,LEFT,A351-2,NaN,0
3,ELECTRODE,LEFT,A363-2,NaN,0
