Group,MediumID,ReconstructionStatus,PieceCount,OriginalStartX,OriginalStartY,OriginalStartZ,OriginalEndX,OriginalEndY,OriginalEndZ,TotalPieceLength,CrossedAxisSequence,TouchesLEFT,TouchesRIGHT,DirectElectrodePieceCount,ChargedPieceCount
3,A121,UNIQUE,2,-4833.38316603981,1700.44016001606,5971.1603053076,-3365.18508309814,-1875.98677250877,2800.42462008289,5000,Z,0,0,0,2
3,A122,UNIQUE,1,-4367.72812969583,2076.92333379447,1425.12626491372,423.899947702362,3460.13217657474,1068.7084410836,5000,NONE,0,0,0,1
3,A123,UNIQUE,3,-4366.88748213927,-3819.61253713339,-2675.94087134222,-4232.39723628018,-6630.90055085406,-6808.56377667477,5000,Y>Z,0,0,0,3
3,A124,UNIQUE,3,-5592.2669376111,-5158.91737396406,2760.95781151036,-785.813656439914,-4536.86953991139,3990.21097830275,5000,X>Y,1,1,2,3
3,A125,UNIQUE,1,-4326.70685705914,-3313.35506887951,-3148.29031733543,611.160511270979,-2743.99181004891,-3689.85410145916,5000,NONE,0,0,0,0
3,A126,UNIQUE,1,-4325.93534522974,-1636.01576929022,687.287707327499,283.385320464921,194.607517827582,52.4795619306548,5000,NONE,0,0,0,0
3,A127,UNIQUE,2,-4314.49442587369,3019.10780590509,406.19185737708,-3722.00288186128,7496.12412024161,2552.18316477757,5000,Y,0,0,0,2
3,A128,UNIQUE,1,-4313.76832575146,-563.93752595661,-133.083517332063,-2857.92470190704,-2445.58479963247,4264.63439999503,5000,NONE,0,0,0,1
3,A129,AMBIGUOUS,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NOT_RECONSTRUCTED,0,0,0,0
3,A130,UNIQUE,3,-4366.88748213927,6180.3874628666,7324.05912865779,-4232.39723628016,3369.09944914594,3191.43622332523,5000,Y>Z,0,0,0,3
3,A131,UNIQUE,1,-4283.65344231607,782.214621001764,4731.05726019267,-441.016747520069,-925.388000762852,2025.83332899032,5000,NONE,0,0,0,1
3,A132,UNIQUE,2,-4531.87720662466,656.54656836509,5538.63739894801,-2710.87881632285,-2007.92723570653,1719.66578214666,5000,Z,0,0,0,2
3,A133,UNIQUE,3,-5553.81438519865,-1294.29525485803,-5441.43571591975,-1005.2872507959,82.0158712142527,-3886.8719212006,5000,X>Z,1,1,2,3
3,A134,UNIQUE,4,-6378.35628420904,5002.24208849422,5753.44763757134,-1847.3691289889,3625.09710343992,4149.19482415013,5000,Y>X>Z,1,1,2,4
3,A135,UNIQUE,2,-4668.25542612175,-7435.58609306118,1131.01493516208,-4123.31609818374,-4317.22024717717,-2739.23513170577,5000,Y,0,0,0,2
3,A136,UNIQUE,1,-4224.87904616298,1018.43605070981,1905.69831751946,751.900062945494,1373.51986922207,2230.63705170217,5000,NONE,0,0,0,0
3,A137,UNIQUE,1,-4223.07600315043,-1771.37115843877,1892.94507460088,433.368702860982,-644.452482854297,3323.88078191874,5000,NONE,0,0,0,0
3,A138,UNIQUE,2,-4210.6959543032,-1730.15353464306,-1888.43185450096,-2867.5144942155,1445.95168125994,-5508.95933303091,5000,Z,0,0,0,2
3,A139,UNIQUE,3,-5950.53052292286,-8180.63972373862,-2766.319343881,-3677.69359568689,-4165.76205010203,-4693.74497614987,5000,X>Y,1,1,2,3
3,A140,UNIQUE,2,-4995.91838936806,1956.76737973369,-8230.82569047744,-3869.57462378038,-422.734885853251,-3980.0235673731,5000,Z,1,0,1,2
3,A141,UNIQUE,1,-4102.31621428781,4431.47429291086,-2415.60705080457,894.504935331985,4605.85934665772,-2378.61716378044,5000,NONE,0,0,0,0
3,A142,UNIQUE,3,-7072.42254692794,-1630.19458096303,-6798.18676243065,-2821.0453594091,-1019.01073215131,-4238.45116819516,5000,X>Z,1,1,2,3
3,A143,UNIQUE,2,-4314.49442587369,-6980.89219409491,406.191857377074,-3722.00288186128,-2503.8758797584,2552.18316477757,5000,Y,0,0,0,2
3,A144,UNIQUE,1,-4012.39270998318,-1834.8453603863,3726.07429706474,344.762915275798,-943.423431913583,1441.21942142996,5000,NONE,0,0,0,0
3,A145,UNIQUE,2,-3949.01857827991,-2074.5740788911,-4102.45285721345,-1518.95391061229,-4457.7951544819,-7765.10804379781,5000,Z,0,0,0,0
3,A146,UNIQUE,3,-5992.37565343746,-6419.73272112655,1467.64157531646,-2835.61847855312,-4228.89404980516,4666.87743018227,5000,X>Y,1,1,2,3
3,A147,UNIQUE,2,-3941.62191782659,-2541.21008300394,4386.14290663014,754.381618800537,-4105.07590102375,5094.57391047932,5000,Z,0,0,0,0
3,A148,UNIQUE,2,-4098.16451854473,-915.620954808949,5047.26635185887,19.8734899426172,1651.04826883585,3841.45871502447,5000,Z,0,0,0,2
3,A149,UNIQUE,1,-3935.66950286621,-221.024131726583,1238.27483308518,-924.248509871287,-1698.47073322929,4946.17115615808,5000,NONE,0,0,0,0
3,A150,UNIQUE,2,-3927.63123837517,3971.44880669682,3989.56636951461,-125.956377071754,6401.21487848517,1834.68700274722,5000,Y,0,0,0,2
3,A151,UNIQUE,1,-3902.89572773884,-3088.9993237149,1630.40870061951,476.949011720593,-766.260515050205,980.91313870055,5000,NONE,0,0,0,0
3,A152,UNIQUE,2,-3868.12247744941,1284.55208881491,2507.95188151583,-2780.31758623079,5910.75009836115,953.933704301926,5000,Y,0,0,0,0
3,A153,UNIQUE,2,-3831.21985516059,3507.15877538373,965.904437966886,-3040.34197400664,7606.20234788619,3717.6954852355,5000,Y,0,0,0,0
3,A154,UNIQUE,1,-3786.81574078267,4843.24926450574,1101.85560042605,-1801.77961053379,1129.35410692689,-1593.81023942112,5000,NONE,0,0,0,1
3,A155,UNIQUE,1,-3779.58706323983,2768.76779575297,-2930.32195471563,-2949.65479393071,601.473047834658,1498.4528085801,5000,NONE,0,0,0,1
3,A156,UNIQUE,2,-3767.53791624575,756.658513759222,2570.50459685003,-428.855427418373,-1323.86186994544,5656.70520144248,5000,Z,0,0,0,2
3,A157,UNIQUE,1,-3736.69743835885,-973.397803807633,2686.98807733915,-1053.83607794081,-4905.37937369601,4217.27427764092,5000,NONE,0,0,0,1
3,A158,UNIQUE,2,-3969.63994957215,-2528.71336772644,5184.11108996032,324.917711790812,-2983.52391990687,2664.20596181481,5000,Z,0,0,0,2
3,A159,UNIQUE,2,-3634.45936732771,1213.13905013493,4050.24673685265,-847.366423340802,5361.55867611411,4201.00325700726,5000,Y,0,0,0,2
3,A160,UNIQUE,1,-3628.8074308068,-4587.61306219392,4681.3589361279,346.901667158697,-3755.04279473817,1765.78627915242,5000,NONE,0,0,0,1
3,A161,UNIQUE,2,-3559.09130558383,-5002.58457833135,3337.22458473296,-3253.21910971766,-52.5884890382549,2701.62965415288,5000,Y,0,0,0,2
3,A162,UNIQUE,2,-3831.21985516059,-6492.84122461626,965.904437966884,-3040.34197400664,-2393.79765211381,3717.69548523551,5000,Y,0,0,0,0
3,A163,UNIQUE,2,-3496.54007033917,-4290.83309731229,1172.81001896321,811.858336284925,-5907.40012159195,-782.800940765374,5000,Y,0,0,0,2
3,A164,UNIQUE,1,-3496.37091092846,-696.631470477054,1531.62191440463,247.096691063384,2229.7953930502,3088.05248634269,5000,NONE,0,0,0,1
3,A165,UNIQUE,2,-3482.77574037465,2116.61032978454,4198.39286257169,623.763177438714,3750.61767381569,6536.41726709285,5000,Z,0,0,0,2
3,A166,UNIQUE,2,-3457.83167560648,-4229.12624197928,1555.86418738945,1441.91732220165,-5196.73598831367,1792.91088590469,5000,Y,0,0,0,0
3,A167,UNIQUE,2,-3453.7495830052,-2903.72992487522,4589.29175869421,-1039.80189382136,-518.714363966994,8261.42429008651,5000,Z,0,0,0,0
3,A168,UNIQUE,2,-3472.10504475694,5409.61197528972,1215.22681622013,-2896.96682537518,1031.94875525788,3561.56028795574,5000,Y,0,0,0,0
3,A169,UNIQUE,3,-6634.96627372537,-605.812954037211,-6988.72356914633,-2384.35372529927,-367.294829233286,-4366.62477861562,5000,X>Z,1,1,2,3
3,A170,UNIQUE,1,-3381.94352263597,-2014.29877013302,-4270.86180286394,1445.20194002736,-742.106703383865,-3987.67630254788,4999.99999999999,NONE,0,0,0,0
3,A171,UNIQUE,1,-3381.48967918435,2792.75267863163,3344.15385990426,1447.60182498836,1898.6392594994,2405.83811451012,4999.99999999999,NONE,0,0,0,0
3,A172,UNIQUE,1,-3365.54201309952,3426.34108505962,-2178.65524259573,1568.31768688051,4133.78797753554,-2574.315899269,5000,NONE,0,0,0,1
3,A173,UNIQUE,2,-3949.01857827991,-2074.5740788911,5897.54714278655,-1518.9539106123,-4457.79515448191,2234.89195620219,5000,Z,0,0,0,0
3,A174,UNIQUE,2,-3353.12058222035,3082.95543817606,2986.00711651426,-1340.60998055355,1795.4580035895,7378.29028522183,5000,Z,0,0,0,2
3,A175,UNIQUE,1,-3330.97683930299,-192.554020631002,767.786431203294,-964.278987507449,-3933.94320669486,-1556.16456585125,5000,NONE,0,0,0,0
3,A176,UNIQUE,1,-3286.85924593133,-2974.02552709837,3459.42089366925,-1003.25046987847,-2627.96721279353,-975.144992754681,5000,NONE,0,0,0,0
3,A177,UNIQUE,2,-3252.76362536888,386.447498381996,875.664562809716,-1827.05136089992,-76.5395901988716,5645.67373415836,5000,Z,0,0,0,2
3,A178,UNIQUE,4,-5329.70114868821,5354.85792089218,6054.23557845786,-907.288935789322,4530.30275265791,3871.94801863882,5000,X>Y>Z,1,1,2,4
3,A179,UNIQUE,2,-3453.7495830052,-2903.72992487521,-5410.70824130579,-1039.80189382133,-518.714363967028,-1738.57570991348,5000,Z,0,0,0,0
3,A180,UNIQUE,1,-3132.55886825909,-2477.77804858886,-18.8121899238568,-733.401974794709,-529.811963343794,3911.76974298091,5000,NONE,0,0,0,0
3,A181,UNIQUE,1,-3127.03672616569,2903.73641347257,467.769085676664,-3029.66894210302,-1619.45701440739,2596.44020367734,5000,NONE,0,0,0,1
3,A182,UNIQUE,2,-3118.66362985694,3167.45706181989,926.242622903726,-661.620361661811,7149.22916334794,-836.831201333331,5000,Y,0,0,0,0
3,A183,UNIQUE,1,-3115.7239937972,-814.320182024368,-801.001503680503,-1631.39949981614,3935.44525802039,-1287.32347637384,5000,NONE,0,0,0,1
3,A184,UNIQUE,1,-3093.68097161333,504.855793962775,190.215289626727,1309.4637032721,159.848374049618,2533.99148462336,4999.99999999999,NONE,0,0,0,1
3,A185,UNIQUE,2,-3089.67308499266,-3525.67520974636,-3568.40727676765,-2274.31421009608,-2192.58424977129,-8317.93971665688,5000,Z,0,0,0,2
3,A186,UNIQUE,1,-3084.82362850467,594.686233675939,1354.51266409409,288.152295570044,-2163.34240434362,3807.32970730712,5000,NONE,0,0,0,0
3,A187,UNIQUE,2,-4210.69595430325,-1730.15353464306,8111.56814549902,-2867.51449421549,1445.95168125994,4491.04066696909,5000,Z,0,0,0,2
3,A188,UNIQUE,2,-3048.36888233805,-2547.3639288818,2298.33794672485,923.460774613492,-2269.61120961485,5322.80857860409,5000,Z,0,0,0,2
3,A189,UNIQUE,2,-3868.1224774494,-8715.44791118509,2507.95188151582,-2780.31758623079,-4089.24990163884,953.933704301927,5000,Y,0,0,0,0
3,A190,UNIQUE,1,-2986.51011041048,-3997.31782735063,2302.07283132353,1942.1340348178,-4063.26347848573,3141.19026100985,5000,NONE,0,0,0,1
3,A191,UNIQUE,1,-2986.31280160509,-4387.10103169164,-366.71570439906,1962.46839744592,-4564.87028875375,-1058.06419478782,5000,NONE,0,0,0,0
3,A192,UNIQUE,2,-2969.40250126496,1406.65104185053,2094.97168441098,731.489436439067,40.0430323388269,5166.74339040995,5000,Z,0,0,0,0
3,A193,UNIQUE,1,-2968.73708555886,-835.022338979809,-4918.29134699381,166.542246581075,-3757.3536433087,-2343.41207658218,5000,NONE,0,0,0,0
3,A194,UNIQUE,1,-2895.93436936923,1368.51452280352,-2002.05617326184,2103.42009067578,1354.80752479818,-1922.89114920624,5000,NONE,0,0,0,0
3,A195,UNIQUE,2,-3089.67308499266,-3525.67520974637,6431.59272323235,-2274.31421009608,-2192.58424977127,1682.06028334313,5000,Z,0,0,0,2
3,A196,UNIQUE,2,-3010.14056035205,-5419.78260147442,391.144742045802,-1180.52502181864,-848.929626044734,1262.81558483149,5000,Y,0,0,0,0
3,A197,UNIQUE,3,-2834.85811065107,-2402.68161026534,3706.40903851621,-2758.70458362982,-7050.1734624791,5548.96707666016,5000,Y>Z,0,0,0,3
3,A198,UNIQUE,2,-2793.92468518926,-3116.18560171035,-513.773974660901,1464.97649824839,-5656.81961616368,-1151.6920840732,5000,Y,0,0,0,0
3,A199,AMBIGUOUS,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NOT_RECONSTRUCTED,0,0,0,0
3,A200,UNIQUE,3,-2834.85811065106,7597.31838973466,-6293.5909614838,-2758.70458362983,2949.8265375209,-4451.03292333984,5000,Y>Z,0,0,0,3
3,A201,UNIQUE,3,-2746.01690991268,3619.88483228078,3319.02036967736,-962.579873953304,7769.86004361041,5463.09548126232,5000,Y>Z,0,0,0,0
3,A202,UNIQUE,1,-2735.73864867041,4334.7976314327,-1158.0041120667,-2304.00169128125,318.681575067157,-4104.93726730237,5000,NONE,0,0,0,0
3,A203,UNIQUE,1,-2732.62655978701,3173.87799493308,-1253.96384006569,6.86960683836378,-247.520179918855,-3660.03850269874,5000,NONE,0,0,0,1
3,A204,UNIQUE,2,-2713.51983737423,2768.20364613302,-4216.7934866811,-1801.5631203054,5313.54354303317,-10.8952763767437,5000,Y,0,0,0,0
3,A205,UNIQUE,1,-2705.11635183855,2724.75473679113,209.559653063315,358.693964527135,3894.63999047646,3983.7396750735,5000,NONE,0,0,0,1
3,A206,UNIQUE,1,-2677.92026474569,-2636.29494613645,-4264.98243282158,272.65986457879,-1223.98345351364,-483.520658819213,5000.00000000001,NONE,0,0,0,0
3,A207,UNIQUE,2,-2639.76796077274,-2885.06730731208,2684.63195984258,1683.19389069427,-2699.01166730076,5190.10279974092,5000,Z,0,0,0,2
3,A208,UNIQUE,3,-2629.90751246813,-2843.64608887052,-2734.93360670101,-1875.78605505326,-6538.604172853,-6018.0092356013,5000,Y>Z,0,0,0,3
3,A209,UNIQUE,3,-5735.08055489299,2719.66656545628,7282.26302004279,-1704.90018548046,2529.88414160758,4329.02262657665,5000,X>Z,1,1,2,3
3,A210,UNIQUE,2,-2558.61843911067,-2372.71621498393,3461.18778183696,-1138.79801143588,1644.09630013757,6078.30970706717,5000,Z,0,0,0,0
3,A211,UNIQUE,1,-2558.22695403246,2942.37905225634,-2002.4004020602,2339.82657173754,2979.80168390297,-998.572127237908,5000,NONE,0,0,0,1
3,A212,UNIQUE,2,-2556.99566448664,4442.37920643136,-3160.32796331038,1716.83020877822,5196.550729559,-677.257743055793,5000,Y,0,0,0,0
3,A213,UNIQUE,2,-2520.59504579702,2704.46472649792,2786.33384317137,332.497919081817,6800.71238381113,2502.40486663859,5000,Y,0,0,0,0
3,A214,UNIQUE,1,-2514.9777610282,-1076.90801464736,-2360.48997091467,2219.74083863324,-2656.87033186128,-2066.96167891529,5000,NONE,0,0,0,0
3,A215,UNIQUE,3,-2470.45984035823,-3863.37174097604,-4506.98479799321,-59.3396500873428,-5736.78947975126,-8466.37937344416,5000,Z>Y,0,0,0,3
3,A216,UNIQUE,1,-2446.27314653107,1373.72966518059,-2438.82758059225,2551.99180759701,1375.05774147409,-2570.53059706634,5000,NONE,0,0,0,1
3,A217,UNIQUE,2,-2438.33403198682,1949.28385329019,-4240.40876203936,-1947.18525291026,5648.46672818343,-912.523707698062,5000,Y,0,0,0,0
3,A218,UNIQUE,2,-3353.12058222035,3082.95543817607,-7013.99288348573,-1340.60998055355,1795.45800358949,-2621.70971477817,5000,Z,0,0,0,2
3,A219,UNIQUE,2,-2429.25437488962,-1243.579648126,2720.59759159582,-1642.52178296891,3023.48675097003,5205.18934367812,5000,Z,0,0,0,0
3,A220,UNIQUE,1,-2414.47353666484,-849.026396101761,-3329.22657332843,1356.42189347572,-3862.29170084743,-2025.16374579248,5000,NONE,0,0,0,0
3,A221,UNIQUE,1,-2406.55684813261,1553.72190916102,2981.06732438274,2590.26838778432,1411.12145989842,3087.85062632555,5000,NONE,0,0,0,0
3,A222,UNIQUE,1,-2404.00490826933,117.226869004377,-4832.9411747539,676.714848596792,2426.64187272604,-1642.9931939492,5000,NONE,0,0,0,0
3,A223,UNIQUE,1,-2395.64019653782,-119.973703180315,2506.29549538455,1357.798453951,-2985.68846615203,4149.27364323153,5000.00000000001,NONE,0,0,0,0
3,A224,UNIQUE,2,-2392.33093833262,-2788.67312895647,-153.262345847898,469.851244695019,-6422.35721004225,1745.22472285258,5000,Y,0,0,0,0
3,A225,UNIQUE,1,-2357.32332415099,-3978.94082377783,-3712.33910970985,2596.33596851486,-3342.34894670237,-3475.67395759219,5000.00000000001,NONE,0,0,0,0
3,A226,UNIQUE,3,-2345.28127734759,-3451.81618422104,2481.30622919476,-1598.90617389862,-6749.8631998342,6164.48557423848,5000,Y>Z,0,0,0,0
3,A227,UNIQUE,2,-3927.63123837517,-6028.55119330319,3989.56636951461,-125.956377071757,-3598.78512151482,1834.68700274722,5000,Y,0,0,0,2
3,A228,UNIQUE,1,-2274.23620732417,1886.7944044507,3789.67674392776,2714.709817092,2185.72391823163,3644.56054478786,5000,NONE,0,0,0,0
3,A229,UNIQUE,1,-2273.23100033529,-997.119451403975,3158.27000080394,2708.44274581757,-1382.38882162524,3343.99614129194,4999.99999999999,NONE,0,0,0,0
3,A230,UNIQUE,2,-2254.24596254165,2436.54255627196,2425.05814136151,1225.57553846407,3698.52167673884,5786.34524909925,5000,Z,0,0,0,0
3,A231,UNIQUE,2,-2253.4458059737,1535.25248123995,-3228.86436047797,-2010.1093423263,1144.07517434065,-8207.59589371277,5000,Z,0,0,0,0
3,A232,AMBIGUOUS,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NOT_RECONSTRUCTED,0,0,0,0
3,A233,UNIQUE,1,-2188.50524220757,2097.4606904741,-4434.40067871513,883.230792207638,4540.63601007918,-1336.76737366629,5000.00000000001,NONE,0,0,0,1
3,A234,AMBIGUOUS,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NOT_RECONSTRUCTED,0,0,0,0
3,A235,UNIQUE,2,-2253.44580597369,1535.25248123995,6771.13563952204,-2010.10934232631,1144.07517434065,1792.40410628723,5000,Z,0,0,0,0
3,A236,AMBIGUOUS,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NOT_RECONSTRUCTED,0,0,0,0
3,A237,UNIQUE,3,-2629.90751246813,7156.35391112948,7265.06639329898,-1875.78605505326,3461.395827147,3981.9907643987,5000,Y>Z,0,0,0,3
3,A238,UNIQUE,1,-2108.23336608646,-3665.72367124177,389.165966663762,2878.66509324681,-4025.37325495226,350.488670528782,5000,NONE,0,0,0,0
3,A239,UNIQUE,2,-3482.77574037465,2116.61032978455,-5801.60713742831,623.763177438724,3750.61767381568,-3463.58273290715,5000,Z,0,0,0,2
3,A240,UNIQUE,1,-2071.1049254666,4244.89005528479,-2447.3561755707,2802.62036856449,4053.76307960668,-3547.47991292472,5000.00000000001,NONE,0,0,0,0
3,A241,UNIQUE,2,-2438.33403198685,-8050.71614670981,-4240.40876203935,-1947.18525291025,-4351.53327181657,-912.523707698063,5000,Y,0,0,0,0
3,A242,UNIQUE,1,-2033.25644272164,-4865.30820637923,2322.528469226,-1547.66880763091,-4682.87130466361,-2650.49087776426,5000,NONE,0,0,0,0
3,A243,UNIQUE,2,-3252.76362536887,386.447498381997,-9124.33543719029,-1827.05136089992,-76.5395901988716,-4354.32626584164,5000,Z,0,0,0,2
3,A244,AMBIGUOUS,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NOT_RECONSTRUCTED,0,0,0,0
3,A245,UNIQUE,1,-1993.0511691762,-583.626826635024,-4381.51774328181,2970.46485508624,-232.395679875713,-4871.56402521457,5000,NONE,0,0,0,0
3,A246,UNIQUE,2,-3118.66362985694,-6832.54293818011,926.242622903728,-661.620361661812,-2850.77083665206,-836.831201333332,5000,Y,0,0,0,0
3,A247,UNIQUE,1,-1979.2166521355,-3031.76700765613,1464.07268224517,1593.33253453891,-116.438784863866,-469.254414286326,5000,NONE,0,0,0,0
3,A248,UNIQUE,1,-1976.3601228957,-636.977474317082,-2204.53441950196,2104.54289273436,-3328.89966613609,-1155.82783984592,5000,NONE,0,0,0,0
3,A249,UNIQUE,2,-1967.20584138617,735.587853598221,-1791.44236131533,-172.246150349493,5050.79004879869,-14.6053620127613,5000,Y,0,0,0,2
3,A250,UNIQUE,1,-1959.7032688218,-3760.91767555766,4797.89980168489,3039.74010150104,-3753.46937823196,4872.13260980926,5000.00000000001,NONE,0,0,0,0
3,A251,UNIQUE,2,-1921.17214367799,4023.54136107669,-4239.69943339324,2966.29088949712,4472.16281423261,-5194.39513942475,5000,Z,0,0,0,0
3,A252,UNIQUE,2,-2713.51983737422,-7231.79635386699,-4216.79348668109,-1801.5631203054,-4686.45645696683,-10.8952763767429,5000,Y,0,0,0,0
3,A253,UNIQUE,1,-1913.65157229474,658.792262492777,-2053.58803643263,2896.3161635127,1004.33478139584,-732.67518990504,5000,NONE,0,0,0,0
3,A254,UNIQUE,2,-1903.57591142826,4616.10307835296,-3945.18109835403,69.9962521548625,7053.57928044985,-51.1186079282325,5000,Y,0,0,0,0
3,A255,UNIQUE,1,-1838.89283938742,45.9084458449079,-3327.47236662416,875.431190135028,3155.76205410684,-505.902662020478,5000,NONE,0,0,0,0
3,A256,UNIQUE,3,-2345.28127734759,6548.18381577896,-7518.69377080524,-1598.90617389863,3250.13680016581,-3835.51442576151,5000,Y>Z,0,0,0,0
3,A257,UNIQUE,1,-1827.4342002489,-1648.39626907614,-1547.27202047728,1900.74434373872,-1068.43932429652,1733.63253259223,5000,NONE,0,0,0,0
3,A258,UNIQUE,2,-4645.06298240691,-4013.03042006627,5719.82497780956,198.922395809066,-4096.39787008146,4483.35600371121,5000,Z,0,0,0,2
3,A259,UNIQUE,1,-1824.9495825332,-4478.62663682293,2381.53247841767,-1760.73036069822,-23.933804265962,111.821558694086,5000,NONE,0,0,0,0
3,A260,UNIQUE,1,-1804.43496642929,-125.481945182031,-2904.76845004073,2961.94331755027,-1166.95184877341,-3998.83357329502,5000,NONE,0,0,0,1
3,A261,UNIQUE,1,-1768.36631086668,3611.11350022682,1302.35594993159,2600.5213962355,4559.00000040452,-936.914329760507,5000,NONE,0,0,0,0
3,A262,UNIQUE,1,-1760.28009020591,-100.847387880996,-2161.86617951344,2430.10000398021,2622.9702440665,-2015.127724633,5000,NONE,0,0,0,0
3,A263,UNIQUE,2,-2558.61843911066,-2372.71621498393,-6538.81221816304,-1138.79801143588,1644.09630013757,-3921.69029293283,5000,Z,0,0,0,0
3,A264,UNIQUE,1,-1714.324078827,2687.77286668013,-322.869727028028,-62.3824690924421,322.61173875842,-4406.63046401982,5000,NONE,0,0,0,1
3,A265,UNIQUE,1,-1696.85726928882,4633.57939662882,4469.7931162593,3269.10056783173,4054.68853600402,4405.38712720526,5000,NONE,0,0,0,0
3,A266,UNIQUE,1,-1688.02675109733,3264.63107973665,-3397.74222253306,3024.24235084434,4009.94075078403,-1901.40221934895,4999.99999999999,NONE,0,0,0,0
3,A267,UNIQUE,2,-1729.88519084865,5007.85995525576,1177.87547292652,3183.78868966805,4086.64282368784,1093.21147565664,5000,Y,0,0,0,0
3,A268,UNIQUE,2,-1678.84298934076,-3136.82305666654,1160.98133744767,2838.34532808452,-5059.93634632272,214.067941162474,5000,Y,0,0,0,0
3,A269,UNIQUE,3,-1668.94292631907,-2095.64445248237,2000.7498810709,-126.126354104637,-5300.78109173443,5514.55353924882,5000,Z>Y,0,0,0,0
3,A270,UNIQUE,1,-1638.21381065445,-2001.95466930316,1739.68347518704,2612.1045022839,-4424.66491892332,707.564642355113,5000,NONE,0,0,0,0
3,A271,UNIQUE,2,-1630.79438494195,-1627.7545400243,-2431.43756672781,-763.662178220514,-5918.12008810745,-4848.22162822102,5000,Y,0,0,0,0
3,A272,UNIQUE,2,-3496.54007033917,5709.16690268772,1172.81001896321,811.85833628492,4092.59987840804,-782.800940765375,5000,Y,0,0,0,2
3,A273,UNIQUE,2,-1903.57591142827,-5383.89692164705,-3945.18109835403,69.996252154885,-2946.42071955013,-51.1186079282602,5000,Y,0,0,0,0
3,A274,UNIQUE,1,-1574.65981391307,298.460551002785,2855.46447150688,232.462995940462,202.716371570795,-1805.55904293842,5000,NONE,0,0,0,0
3,A275,UNIQUE,1,-1561.9368141303,4624.04884276696,3593.21278741863,3426.54560476326,4962.26087065698,3618.8210005628,5000.00000000001,NONE,0,0,0,0
3,A276,UNIQUE,1,-1548.58886727104,-98.2144255899202,-4227.9844913351,-768.385068247016,4808.10762137702,-4793.03847409661,5000,NONE,0,0,0,0
3,A277,UNIQUE,2,-1538.64137353927,-650.382714172144,2840.70790805912,1758.47884087487,-793.248857021624,6596.84788906741,5000,Z,0,0,0,0
3,A278,UNIQUE,1,-1489.57061795279,4386.19018971233,1992.54195980958,1540.97012933524,550.103182441659,943.609525533649,5000,NONE,0,0,0,0
3,A279,UNIQUE,2,-1465.67232088247,-2716.32934866515,2555.56071368742,993.322869022494,-5488.62398563444,-801.182514779062,5000,Y,0,0,0,0
3,A280,UNIQUE,1,-1462.5326550549,-2061.1894796973,4271.08530302224,3482.02142277178,-1913.35280985366,4998.77293552472,5000,NONE,0,0,0,0
3,A281,UNIQUE,2,-1410.4247519827,-1801.71988954496,2327.68588257511,-439.686213597374,-6706.52358066054,2303.86484749095,5000,Y,0,0,0,2
3,A282,UNIQUE,1,-1370.47673295522,544.724842807719,-2522.27527979119,3254.3599382504,1055.73116491742,-692.040785679673,5000,NONE,0,0,0,0
3,A283,UNIQUE,3,-2746.01690991268,-6380.11516771922,-6680.97963032264,-962.579873953287,-2230.1399563896,-4536.90451873769,5000,Y>Z,0,0,0,0
3,A284,UNIQUE,1,-1289.85348481225,-922.684354973808,2795.09947323115,2697.27621127285,-1616.50014374302,-141.125388364235,4999.99999999999,NONE,0,0,0,0
3,A285,UNIQUE,1,-1287.5492143397,510.037087201225,-3113.48050250706,1991.96950774375,3481.76950960515,-786.773954371387,5000,NONE,0,0,0,1
3,A286,UNIQUE,1,-1195.86508286475,1713.51827928881,-2864.80604719042,3280.3796441118,-513.312515087985,-2931.57248658817,5000,NONE,0,0,0,0
3,A287,UNIQUE,1,-1191.06447425374,4854.01252903279,3310.70161072481,3250.65348246953,2564.3602456412,3141.48573061371,5000,NONE,0,0,0,0
3,A288,UNIQUE,1,-1172.37821295477,3442.62672615013,-67.954334003678,3798.65040662973,3948.14092733008,-250.518995636845,5000,NONE,0,0,0,0
3,A289,UNIQUE,1,-1164.21722372438,4444.28286971334,3053.98346259342,726.959080512002,2620.85584286194,-1200.2574878045,4999.99999999999,NONE,0,0,0,0
3,A290,UNIQUE,2,-3767.53791624576,756.65851375922,-7429.49540314996,-428.855427418372,-1323.86186994544,-4343.29479855752,5000,Z,0,0,0,2
3,A291,UNIQUE,1,-1122.31996570061,-2622.92397988768,-1872.3566919596,2775.91924704288,-149.022610723488,-3791.61255188984,5000,NONE,0,0,0,0
3,A292,UNIQUE,2,-1115.62918680786,-2644.33441256991,-4686.32069539784,810.181279259431,1320.71336413672,-7046.33132614073,5000,Z,0,0,0,0
3,A293,UNIQUE,1,-1061.35395684506,-3390.18109115154,-2144.22934907679,3325.6147854483,-4782.55634713434,-4097.63570738216,5000,NONE,0,0,0,0
3,A294,UNIQUE,1,-1042.35387041865,-3835.56683670731,1322.40942771576,297.191363687103,-3081.76415771512,-3435.46825954447,5000,NONE,0,0,0,0
