Group,MediumID,CandidateIndex,Hypothesis,OriginalStartX,OriginalStartY,OriginalStartZ,OriginalEndX,OriginalEndY,OriginalEndZ,Valid,MatchedPieceIndex
3,A40,2,B_EXTEND_BEFORE_P1,-7460.30859986854,-1371.64340868336,2509.40607726431,-3038.77279122151,-908.420118048348,4797.51561919305,1,2
3,A41,1,A_EXTEND_AFTER_P2,-5000,-1099.7597181318,-3498.00726232382,-63.3263580142034,-342.201353822163,-3262.72301468451,0,0
3,A41,2,B_EXTEND_BEFORE_P1,-5796.26722387823,-1221.95108410428,-3535.95774239944,-859.593581892434,-464.39271979464,-3300.67349476013,1,2
3,A42,1,A_EXTEND_AFTER_P2,-5000,-1032.75823239689,-3930.21641597039,-261.227916325987,561.629260027575,-3885.85806847779,0,0
3,A42,2,B_EXTEND_BEFORE_P1,-8580.06616719511,-2237.29236449687,-3963.72843475645,-3841.2940835211,-642.904872072403,-3919.37008726385,1,2
3,A43,1,A_EXTEND_AFTER_P2,-5000,-1028.65263600888,0.015221859663427,-110.616725481593,-1809.55413260021,-695.775010524412,0,0
3,A43,2,B_EXTEND_BEFORE_P1,-8353.4218941714,-493.065215503684,477.228413794833,-3464.03861965299,-1273.96671209501,-218.561818589242,1,2
3,A44,1,A_EXTEND_AFTER_P2,-5000,-961.751027590173,3156.62516012837,-950.864020340923,-4.93600357198034,383.720035887117,0,0
3,A44,2,B_EXTEND_BEFORE_P1,-8237.87098457833,-1726.8632933773,5373.96463449328,-4188.73500491925,-770.048269359104,2601.05951025203,1,3
3,A45,1,A_EXTEND_AFTER_P2,-5000,-731.749344336892,-1448.85070583919,-86.135629553658,-790.874974184097,-2371.04434534943,0,0
3,A45,2,B_EXTEND_BEFORE_P1,-7241.11142302339,-704.783373269199,-1028.25735121264,-2327.24705257705,-763.909003116404,-1950.45099072288,1,2
3,A46,1,A_EXTEND_AFTER_P2,-5000,-730.487962622236,1855.54491806651,-331.337225530252,-2515.95912359966,1730.32258939321,0,0
3,A46,2,B_EXTEND_BEFORE_P1,-8609.92690992662,650.083027888508,1952.36995680638,-3941.26413545687,-1135.38813308892,1827.14762813308,1,2
3,A47,1,A_EXTEND_AFTER_P2,-5000,-561.292731474646,2432.06024610751,-125.518467945148,-1674.26221595537,2459.05506544188,0,0
3,A47,2,B_EXTEND_BEFORE_P1,-8391.37254664874,213.044832449732,2413.27886626428,-3516.89101459389,-899.92465203099,2440.27368559865,1,2
3,A48,1,A_EXTEND_AFTER_P2,-5000,-514.068744165381,4019.84708744789,-749.387451573915,-275.550619361459,6641.94587797862,1,1
3,A48,2,B_EXTEND_BEFORE_P1,-7661.71350140464,-663.427667352909,2377.90120946927,-3411.10095297855,-424.909542548987,5000,1,2
3,A49,1,A_EXTEND_AFTER_P2,-5000,-476.615832602555,-1280.5382244246,-664.693571898507,-2807.38241046227,-2159.54068971919,0,0
3,A49,2,B_EXTEND_BEFORE_P1,-5008.42542479918,-472.086118532311,-1278.82993245206,-673.118996697684,-2802.85269639203,-2157.83239774665,1,2
3,A50,1,A_EXTEND_AFTER_P2,-5000,-424.768298245947,2438.90343590154,-182.354700563316,-87.7377271099961,3733.77955466171,0,0
3,A50,2,B_EXTEND_BEFORE_P1,-6165.37706344597,-506.295200470953,2125.67594923217,-1347.73176400929,-169.264629335002,3420.55206799234,1,2
3,A51,1,A_EXTEND_AFTER_P2,-5000,-283.275356566054,933.891906571597,-2341.34583907638,-4517.84165043262,936.412908885938,0,0
3,A51,2,B_EXTEND_BEFORE_P1,-7038.40663166911,2963.392879765,931.959038464291,-4379.75247074549,-1271.17341410157,934.480040778632,1,2
3,A52,1,A_EXTEND_AFTER_P2,-5000,-281.724644649797,3536.49433861641,-130.661387113166,154.608800140918,4584.90007973308,0,0
3,A52,2,B_EXTEND_BEFORE_P1,-5332.97631947522,-311.562106379373,3464.80199746974,-463.63770658839,124.771338411342,4513.20773858641,1,2
3,A53,1,A_EXTEND_AFTER_P2,-5000,-164.470951784556,-3645.76776975669,-1559.73448235052,-3241.9346151075,-1723.8441060804,0,0
3,A53,2,B_EXTEND_BEFORE_P1,-6128.37508129907,844.908496831237,-4276.14084971973,-2688.10956364959,-2232.55516649171,-2354.21718604344,1,2
3,A54,1,A_EXTEND_AFTER_P2,-5000,-26.7677428770708,-3530.30197874937,-24.4206386983428,-100.271187900536,-3042.23716444837,0,0
3,A54,2,B_EXTEND_BEFORE_P1,-7636.49077427042,12.1807173140578,-3788.92078205069,-2660.91141296876,-61.3227277094073,-3300.85596774969,1,2
3,A55,1,A_EXTEND_AFTER_P2,-5000,127.505239762082,-1252.26830164535,-581.118786250414,2350.96223166593,-1980.09233527222,0,0
3,A55,2,B_EXTEND_BEFORE_P1,-6667.73402243825,-711.651708220178,-977.579563814855,-2248.85280868866,1511.80528368367,-1705.40359744172,1,2
3,A56,1,A_EXTEND_AFTER_P2,-5000,215.344816075578,-4722.96002279038,-781.725961924337,-345.956109142615,-7348.05152806139,1,1
3,A56,2,B_EXTEND_BEFORE_P1,-8773.09696861889,717.408646046635,-2374.90849472899,-4554.82293054323,156.107720828442,-5000,1,2
3,A57,1,A_EXTEND_AFTER_P2,-5000,219.832056652714,1547.39993402217,-132.336432925471,1320.164709865,1238.98552117787,0,0
3,A57,2,B_EXTEND_BEFORE_P1,-6111.25448927516,-31.3664051409532,1617.80884706798,-1243.59092220063,1068.96624807133,1309.39443422368,1,2
3,A58,1,A_EXTEND_AFTER_P2,-5000,346.991808315544,-355.331480048224,-8.34426268612606,232.178850694516,-620.267292847859,0,0
3,A58,2,B_EXTEND_BEFORE_P1,-8159.6892267564,419.667746797315,-187.62864204453,-3168.03348944253,304.854789176287,-452.564454844165,1,2
3,A59,1,A_EXTEND_AFTER_P2,-5000,365.573051258324,-447.706374220298,-56.0363813928393,564.551221696831,-1167.17244400937,0,0
3,A59,2,B_EXTEND_BEFORE_P1,-6135.71479726242,319.864290043192,-282.432451387935,-1191.75117865526,518.842460481699,-1001.89852117701,1,2
3,A60,1,A_EXTEND_AFTER_P2,-5000,598.350872167653,-242.484499556541,-3446.05202811411,5267.05936640684,-1130.40718565631,0,0
3,A60,2,B_EXTEND_BEFORE_P1,-5493.31076386729,-883.760623992503,39.3922598071502,-3939.3627919814,3784.94787024668,-848.530426292623,1,2
3,A61,1,A_EXTEND_AFTER_P2,-5000,749.662862224878,3843.64876445069,-137.892595220104,-155.78278811597,3108.74757472289,0,0
3,A61,2,B_EXTEND_BEFORE_P1,-6002.66994460483,936.385010562742,3995.20101820592,-1140.56253982493,30.9393602218937,3260.29982847812,1,2
3,A62,1,A_EXTEND_AFTER_P2,-5000,1000.775202406,1139.47708819548,-0.0381574324565008,985.625906326277,1151.80882355042,0,0
3,A62,2,B_EXTEND_BEFORE_P1,-7314.30630950978,1007.78727821895,1133.76916204769,-2314.34446694224,992.637982139226,1146.10089740263,1,2
3,A63,1,A_EXTEND_AFTER_P2,-5000,1003.09122308877,-3286.42572353727,-61.9326765499502,636.633494126679,-3980.11141746415,0,0
3,A63,2,B_EXTEND_BEFORE_P1,-5006.38243805304,1003.56486866728,-3285.52913673929,-68.3151146029868,637.107139705193,-3979.21483066616,1,2
3,A64,1,A_EXTEND_AFTER_P2,-5000,1026.01054918311,-4860.53209466251,-932.056059274787,3256.03445757811,-2995.37111954435,0,0
3,A64,2,B_EXTEND_BEFORE_P1,-5780.11990132241,598.3532223583,-5218.21873367755,-1712.1759605972,2828.3771307533,-3353.05775855939,1,3
3,A65,1,A_EXTEND_AFTER_P2,-5000,1046.11706766861,1788.56189644159,-1087.1897992085,3993.56257306073,787.322002447277,0,0
3,A65,2,B_EXTEND_BEFORE_P1,-6291.18036038046,73.4954595251478,2118.95903323431,-2378.37015958896,3020.94096491727,1117.71913924,1,2
3,A66,1,A_EXTEND_AFTER_P2,-5000,1194.16708449381,2524.20597801391,-1571.78894051311,-2205.01870443801,3825.32276905757,0,0
3,A66,2,B_EXTEND_BEFORE_P1,-7706.96101336831,3878.20935848707,1496.82686801208,-4278.74995388142,479.023569555252,2797.94365905574,1,2
3,A67,1,A_EXTEND_AFTER_P2,-5000,1267.55444478739,-4446.96716704255,-1164.3721562885,3174.42669486819,-1867.85932392764,0,0
3,A67,2,B_EXTEND_BEFORE_P1,-5157.53510171841,1189.23628512208,-4552.89507062527,-1321.90725800691,3096.10853520288,-1973.78722751036,1,2
3,A68,1,A_EXTEND_AFTER_P2,-5000,1627.86460746779,450.994674718855,-634.176234372871,-807.643256469587,362.201137878852,0,0
3,A68,2,B_EXTEND_BEFORE_P1,-5792.4054780267,2069.91400679435,467.110873810386,-1426.58171239957,-365.593857143029,378.317336970383,1,2
3,A69,1,A_EXTEND_AFTER_P2,-5000,1846.30617244491,-923.970593359659,-47.5590533514505,1853.51720582329,-236.019526090749,0,0
3,A69,2,B_EXTEND_BEFORE_P1,-9255.47616518555,1840.10995910312,-1515.10522800037,-4303.035218537,1847.3209924815,-827.154160731464,1,2
3,A70,1,A_EXTEND_AFTER_P2,-5000,2079.61755137113,2353.86167246439,-1919.08995225241,5290.82887029168,4633.36055224574,0,0
3,A70,2,B_EXTEND_BEFORE_P1,-5700.20103219462,1349.80283907628,1835.79803419742,-2619.29098444703,4561.01415799683,4115.29691397877,1,2
3,A71,1,A_EXTEND_AFTER_P2,-5000,2103.41205632157,-2260.48027008985,-879.785508515678,4225.05831063963,-383.661228279813,0,0
3,A71,2,B_EXTEND_BEFORE_P1,-6745.80600475513,1204.43391370057,-3055.72089647053,-2625.59151327081,3326.08016801863,-1178.90185466049,1,2
3,A72,1,A_EXTEND_AFTER_P2,-5000,2297.16565005442,-2351.88553803245,-548.272927211332,1419.71797452008,-251.359021632379,0,0
3,A72,2,B_EXTEND_BEFORE_P1,-6490.39101327038,2590.92582646437,-3055.11953957642,-2038.66394048171,1713.47815093003,-954.593023176349,1,2
3,A73,1,A_EXTEND_AFTER_P2,-5000,2315.81765375918,4091.04323119117,-610.616363737617,135.355242437497,5080.4344412417,1,1
3,A73,2,B_EXTEND_BEFORE_P1,-5356.84329574769,2493.08249492775,4010.60878994947,-967.459659485311,312.620083606072,5000,1,2
3,A74,1,A_EXTEND_AFTER_P2,-5000,2352.95881316785,-4333.08370987709,-373.887935902347,1234.8787158768,-5865.72328474516,0,0
3,A74,2,B_EXTEND_BEFORE_P1,-8987.05074681052,3316.58486137682,-3012.16634408452,-4360.93868271287,2198.50476408577,-4544.80591895259,1,2
3,A75,1,A_EXTEND_AFTER_P2,-5000,2627.09113694637,1730.26194557632,-1835.8584093464,4349.27674859055,5197.57859009292,0,0
3,A75,2,B_EXTEND_BEFORE_P1,-5806.35548357729,2188.20628558915,846.644790812001,-2642.21389292369,3910.39189723333,4313.9614353286,1,2
3,A76,1,A_EXTEND_AFTER_P2,-5000,2685.05139773563,-3256.3901885425,-969.819630587469,2495.26897388695,-6209.63058200863,1,1
3,A76,2,B_EXTEND_BEFORE_P1,-6650.73911241291,2762.78520644385,-2046.75960653387,-2620.55874300038,2573.00278259517,-5000,1,2
3,A77,1,A_EXTEND_AFTER_P2,-5000,2818.62465634076,378.700572215921,-7.19589373990971,2609.28700054325,211.115064556121,0,0
3,A77,2,B_EXTEND_BEFORE_P1,-5678.35745007737,2847.06674126332,401.469916902103,-685.553343817277,2637.72908546581,233.884409242303,1,2
3,A78,1,A_EXTEND_AFTER_P2,-5000,3028.59273721468,3838.84536454666,-141.279363164499,2058.29045000256,4510.66918417481,0,0
3,A78,2,B_EXTEND_BEFORE_P1,-8965.2921707139,3820.47445882235,3290.55746507902,-4106.5715338784,2850.17217161023,3962.38128470717,1,2
3,A79,1,A_EXTEND_AFTER_P2,-5000,3254.23450499493,1899.31110932199,-1475.82120441713,-2.53935562335687,494.466691759115,0,0
3,A79,2,B_EXTEND_BEFORE_P1,-6127.83749999956,4296.49481642619,2348.90129974546,-2603.65870441669,1039.7209558079,944.056882182582,1,2
3,A80,1,A_EXTEND_AFTER_P2,-5000,3411.9230946411,3287.08706342088,-1645.52641331108,6470.1025240847,1190.65067432284,0,0
3,A80,2,B_EXTEND_BEFORE_P1,-7837.01188118525,825.498980122529,5060.12679389344,-4482.53829449633,3883.67840956613,2963.6904047954,1,3
3,A81,1,A_EXTEND_AFTER_P2,-5000,3498.43532509654,-3572.39428580983,-2727.16307276404,7513.31299873312,-5499.81991807871,1,1
3,A81,2,B_EXTEND_BEFORE_P1,-6422.79567587639,985.122326363416,-2365.82604402203,-4149.95874864043,5000,-4293.25167629091,1,2
3,A82,1,A_EXTEND_AFTER_P2,-5000,3565.49103718811,-2132.46832683517,-2206.56705137232,7621.70068141803,-1269.97445231927,0,0
3,A82,2,B_EXTEND_BEFORE_P1,-7339.79774002756,167.983263353901,-2854.89884709209,-4546.36479139988,4224.19290758382,-1992.40497257619,1,2
3,A83,1,A_EXTEND_AFTER_P2,-5000,3661.40876230168,200.799658762158,-316.744365217136,2861.71379991076,-1357.27756217432,0,0
3,A83,2,B_EXTEND_BEFORE_P1,-7270.65280103613,4049.13681900675,956.225516721767,-2587.39716625327,3249.44185661583,-601.851704214715,1,2
3,A84,1,A_EXTEND_AFTER_P2,-5000,3806.1067662756,-3937.37836358058,-160.092336058304,3863.81754456461,-5191.15795768303,0,0
3,A84,2,B_EXTEND_BEFORE_P1,-5882.11384255241,3795.58849197618,-3708.8664967722,-1042.20617861071,3853.29927026519,-4962.64609087465,1,2
3,A85,1,A_EXTEND_AFTER_P2,-5000,4268.99144661317,2473.37106164901,-1843.24282511566,6459.83011793458,5672.60691651481,1,1
3,A85,2,B_EXTEND_BEFORE_P1,-7103.45437992598,2809.1613286786,341.61169641362,-3946.69720504164,5000,3540.84755127942,1,2
3,A86,1,A_EXTEND_AFTER_P2,-5000,4321.31901781948,-3598.00449626768,-1530.17370523927,1728.25073645837,-1100.74552443757,0,0
3,A86,2,B_EXTEND_BEFORE_P1,-5974.69020335337,5049.72385303712,-4299.49605472247,-2504.86390859264,2456.65557167601,-1802.23708289236,1,3
3,A87,1,A_EXTEND_AFTER_P2,-5000,4516.05011482006,127.577383940598,-1197.38507903192,1286.86861290165,462.997404957348,0,0
3,A87,2,B_EXTEND_BEFORE_P1,-8269.94221695632,7292.8858288737,-160.856788314693,-4467.32729598824,4063.70432695529,174.563232702057,1,3
3,A88,1,A_EXTEND_AFTER_P2,-5000,4583.30546841803,-4734.57668717026,-469.012844779854,3206.16048336372,-6338.82950059146,1,1
3,A88,2,B_EXTEND_BEFORE_P1,-8781.33622048822,5732.60208623123,-3395.7471865788,-4250.34906526807,4355.45710117692,-5000,1,3
3,A89,1,A_EXTEND_AFTER_P2,-5000,4590.6972436687,-422.156804273222,-217.962044035246,3696.39809350272,-1576.4280105869,0,0
3,A89,2,B_EXTEND_BEFORE_P1,-7805.24690143064,5115.31246903009,254.963652473301,-3023.20894546589,4221.01331886411,-899.307553840379,1,3
3,A90,1,A_EXTEND_AFTER_P2,-5000,4726.03596082898,3929.70319677292,-172.529630768563,5492.71749010511,4982.19037810071,0,0
3,A90,2,B_EXTEND_BEFORE_P1,-8287.81738886369,4203.87659559688,3212.89182525609,-3460.34701963225,4970.55812487301,4265.37900658388,1,2
3,A91,1,A_EXTEND_AFTER_P2,-5000,4917.7334003533,2912.43041845257,-193.546718828795,5539.78123440597,4141.68358524488,1,1
3,A91,2,B_EXTEND_BEFORE_P1,-9170.7938573186,4377.95216594733,1845.74751169653,-4364.3405761474,5000,3075.00067848884,1,2
3,A92,1,A_EXTEND_AFTER_P2,-4995.91838936805,1956.76737973369,1769.17430952256,-3869.57462378038,-422.734885853253,6019.9764326269,1,1
3,A92,2,B_EXTEND_BEFORE_P1,-5266.18363876448,2527.72696853444,749.197876895656,-4139.83987317681,148.224702947496,5000,0,0
3,A93,1,DIRECT,-4902.46883794863,-94.4166207700482,672.934600297983,97.3763590855169,-82.0764201731013,710.294005322419,1,1
3,A94,1,DIRECT,-4897.9224016491,-4362.03473939685,1312.21633831054,-3012.14751113252,238.568230852889,1839.76289779741,1,1
3,A95,1,DIRECT,-4845.08073283386,1462.43827903822,-85.8584979188063,-257.976588278578,-503.036407640955,222.985836701638,1,1
3,A96,1,A_EXTEND_AFTER_P2,-4833.38316603981,1700.44016001606,-4028.8396946924,-3365.18508309815,-1875.98677250877,-7199.57537991712,1,1
3,A96,2,B_EXTEND_BEFORE_P1,-5851.88886209284,4181.44816882351,-1829.26431477528,-4383.69077915118,605.021236298684,-5000,0,0
3,A97,1,DIRECT,-4801.86959698975,-3582.07213390288,-1984.64462751909,-2690.87373362849,-3968.24918667436,2531.38944551273,1,1
3,A98,1,DIRECT,-4779.75109652657,-2344.06989304822,-3220.67869193697,183.472108314943,-1901.26852208205,-3633.40422397159,1,1
3,A99,1,A_EXTEND_AFTER_P2,-4778.60000563849,5000,-1494.68012704236,-3566.79740918712,149.476161856677,-1557.55271914016,0,0
3,A99,2,B_EXTEND_BEFORE_P1,-5674.79836573578,8587.2439307249,-1448.18219569767,-4462.99576928441,3736.72009258158,-1511.05478779547,1,3
3,A100,1,DIRECT,-4745.53953435397,3309.54611875961,-4101.31881632114,-3133.25193614438,-375.504264302602,-1131.31336599743,1,1
3,A101,1,DIRECT,-4741.19356786378,-378.567447110398,1578.804023168,169.012165270613,561.698729085063,1654.82491632829,1,1
3,A102,1,A_EXTEND_AFTER_P2,-4737.93168805124,-5000,3732.66449817433,-1192.65561419578,-1474.23523241936,3732.06131080533,0,0
3,A102,2,B_EXTEND_BEFORE_P1,-7439.32554554398,-7686.52682828981,3733.12410882794,-3894.04947168852,-4160.76206070917,3732.52092145894,1,3
3,A103,1,DIRECT,-4677.06527617311,1542.78684951119,-2987.78613940108,-232.43418966324,1953.7437089671,-734.706255221154,1,1
3,A104,1,A_EXTEND_AFTER_P2,-4668.25542612177,2564.41390693882,1131.01493516207,-4123.31609818373,5682.77975282283,-2739.23513170577,1,1
3,A104,2,B_EXTEND_BEFORE_P1,-4787.57226000901,1881.63415411599,1978.42300548406,-4242.63293207097,5000,-1891.82706138378,0,0
3,A105,1,A_EXTEND_AFTER_P2,-4645.06298240691,-4013.03042006628,-4280.17502219044,198.922395809063,-4096.39787008145,-5516.64399628879,1,1
3,A105,2,B_EXTEND_BEFORE_P1,-6669.06521472406,-3978.19631307411,-3763.53102590165,-1825.07983650809,-4061.56376308928,-5000,0,0
3,A106,1,DIRECT,-4642.45937836692,-4593.49833680742,3474.40935702149,-1330.03038400753,-3673.72855897134,-156.270705047679,1,1
3,A107,1,DIRECT,-4628.93500514492,-4623.92424534162,-3379.01806989156,347.663690561501,-4719.99669224236,-3852.55318668825,1,1
3,A108,1,DIRECT,-4571.84128933919,-731.76490888297,4020.15092057908,-918.340568478979,-4145.25624114645,4017.08379880479,1,1
3,A109,1,A_EXTEND_AFTER_P2,-4565.75792650676,973.668456715803,-249.852342702499,-3561.55100321278,5155.14598159528,2300.99343157243,1,1
3,A109,2,B_EXTEND_BEFORE_P1,-4603.01716511613,818.522475120526,-344.49675229058,-3598.81024182215,5000,2206.34902198435,0,0
3,A110,1,A_EXTEND_AFTER_P2,-4554.82293054323,156.107720828442,5000,-336.54889246759,-405.193204389751,2374.90849472895,0,0
3,A110,2,B_EXTEND_BEFORE_P1,-7861.84817003047,596.154126038027,7058.00850905724,-3643.57413195483,34.8532008198337,4432.91700378619,1,3
3,A111,1,DIRECT,-4537.55944532078,2428.70864022709,-631.52951422848,-418.27972558606,-214.860659395111,-1652.84041139802,1,1
3,A112,1,A_EXTEND_AFTER_P2,-4531.87720662466,656.546568365086,-4461.362601052,-2710.87881632283,-2007.92723570655,-8280.33421785333,1,1
3,A112,2,B_EXTEND_BEFORE_P1,-6096.0373863136,2945.21625986458,-1181.02838319867,-4275.03899601177,280.742455792943,-5000,0,0
3,A113,1,DIRECT,-4518.7611476125,2882.08375528358,694.061209470425,-105.926251516752,2788.08677966835,3043.11479514591,1,1
3,A114,1,DIRECT,-4464.31365797202,-3357.94869264603,1667.83281348784,-3780.03862899474,1578.01319683164,2077.76928459312,1,1
3,A115,1,DIRECT,-4463.68735379139,-4886.22789661029,-2725.99859426592,-1902.45867861374,-608.74850625676,-3104.51905414699,1,1
3,A116,1,DIRECT,-4437.424910375,-1542.88317408878,3661.64513403437,393.788811329587,-1730.25327255817,2387.17802131123,1,1
3,A117,1,DIRECT,-4422.28950725118,715.442990850514,4148.53114128022,-528.062227498771,345.954062170818,1034.29418414043,1,1
3,A118,1,A_EXTEND_AFTER_P2,-4410.28259747553,-1045.28868406092,-5000,-1548.71281182717,2668.87520297709,-3263.21993848182,0,0
3,A118,2,B_EXTEND_BEFORE_P1,-4505.40874964374,-1168.75732035559,-5057.73516523807,-1643.83896399538,2545.40656668242,-3320.95510371989,1,2
3,A119,1,DIRECT,-4403.60727755624,-4592.70038720672,-3723.58682101653,-1184.96159580262,-871.28701203014,-2833.97878014365,1,1
3,A120,1,DIRECT,-4397.29493631101,1830.1361867125,-2506.42937971872,-327.237248089884,2386.60773512022,344.003890920108,1,1
3,A121,1,A_EXTEND_AFTER_P2,-4383.69077915118,605.021236298684,5000,-2915.49269620951,-2971.40569622615,1829.26431477529,0,0
3,A121,2,B_EXTEND_BEFORE_P1,-4833.38316603981,1700.44016001606,5971.1603053076,-3365.18508309814,-1875.98677250877,2800.42462008289,1,2
3,A122,1,DIRECT,-4367.72812969583,2076.92333379447,1425.12626491372,423.899947702362,3460.13217657474,1068.7084410836,1,1
3,A123,1,A_EXTEND_AFTER_P2,-4366.88748213927,-3819.61253713339,-2675.94087134222,-4232.39723628018,-6630.90055085406,-6808.56377667477,1,1
3,A123,2,B_EXTEND_BEFORE_P1,-4444.90873609318,-2188.71198627933,-278.499933279501,-4310.41849023409,-5000,-4411.12283861205,0,0
3,A124,1,A_EXTEND_AFTER_P2,-4364.3405761474,-5000,3075.00067848884,442.112705023787,-4377.95216594733,4304.25384528123,0,0
3,A124,2,B_EXTEND_BEFORE_P1,-5592.2669376111,-5158.91737396406,2760.95781151036,-785.813656439914,-4536.86953991139,3990.21097830275,1,3
3,A125,1,DIRECT,-4326.70685705914,-3313.35506887951,-3148.29031733543,611.160511270979,-2743.99181004891,-3689.85410145916,1,1
3,A126,1,DIRECT,-4325.93534522974,-1636.01576929022,687.287707327499,283.385320464921,194.607517827582,52.4795619306548,1,1
3,A127,1,A_EXTEND_AFTER_P2,-4314.49442587369,3019.10780590509,406.19185737708,-3722.00288186128,7496.12412024161,2552.18316477757,1,1
3,A127,2,B_EXTEND_BEFORE_P1,-4644.83327885322,522.983685663482,-790.288183823088,-4052.34173484081,5000,1355.7031235774,0,0
3,A128,1,DIRECT,-4313.76832575146,-563.93752595661,-133.083517332063,-2857.92470190704,-2445.58479963247,4264.63439999503,1,1
3,A129,1,A_EXTEND_AFTER_P2,-4310.41849023409,5000,-4411.12283861205,-4175.92824437492,2188.71198627931,-8543.74574394458,1,1
3,A129,2,B_EXTEND_BEFORE_P1,-4425.74457908447,7410.69416732168,-867.377094667468,-4291.2543332253,4599.40615360099,-5000,1,2
3,A130,1,A_EXTEND_AFTER_P2,-4291.2543332253,4599.40615360099,5000,-4156.76408736619,1788.11813988033,867.377094667444,0,0
3,A130,2,B_EXTEND_BEFORE_P1,-4366.88748213927,6180.3874628666,7324.05912865779,-4232.39723628016,3369.09944914594,3191.43622332523,1,3
3,A131,1,DIRECT,-4283.65344231607,782.214621001764,4731.05726019267,-441.016747520069,-925.388000762852,2025.83332899032,1,1
3,A132,1,A_EXTEND_AFTER_P2,-4275.03899601177,280.742455792943,5000,-2454.04060570996,-2383.73134827868,1181.02838319865,0,0
3,A132,2,B_EXTEND_BEFORE_P1,-4531.87720662466,656.54656836509,5538.63739894801,-2710.87881632285,-2007.92723570653,1719.66578214666,1,2
3,A133,1,A_EXTEND_AFTER_P2,-4262.20940972175,-903.476370917789,-5000,286.317724680995,472.834755154489,-3445.43620528085,0,0
3,A133,2,B_EXTEND_BEFORE_P1,-5553.81438519865,-1294.29525485803,-5441.43571591975,-1005.2872507959,82.0158712142527,-3886.8719212006,1,3
3,A134,1,A_EXTEND_AFTER_P2,-4250.34906526807,4355.45710117692,5000,280.638089952073,2978.31211612262,3395.74718657879,0,0
3,A134,2,B_EXTEND_BEFORE_P1,-6378.35628420904,5002.24208849422,5753.44763757134,-1847.3691289889,3625.09710343992,4149.19482415013,1,4
3,A135,1,A_EXTEND_AFTER_P2,-4242.63293207097,-5000,-1891.82706138378,-3697.69360413296,-1881.63415411599,-5762.07712825163,0,0
3,A135,2,B_EXTEND_BEFORE_P1,-4668.25542612175,-7435.58609306118,1131.01493516208,-4123.31609818374,-4317.22024717717,-2739.23513170577,1,2
3,A136,1,DIRECT,-4224.87904616298,1018.43605070981,1905.69831751946,751.900062945494,1373.51986922207,2230.63705170217,1,1
3,A137,1,DIRECT,-4223.07600315043,-1771.37115843877,1892.94507460088,433.368702860982,-644.452482854297,3323.88078191874,1,1
3,A138,1,A_EXTEND_AFTER_P2,-4210.6959543032,-1730.15353464306,-1888.43185450096,-2867.5144942155,1445.95168125994,-5508.95933303091,1,1
3,A138,2,B_EXTEND_BEFORE_P1,-4399.51505431547,-2176.63775604672,-1379.47252147005,-3056.33359422777,999.467459856282,-5000,0,0
3,A139,1,A_EXTEND_AFTER_P2,-4149.95874864043,-5000,-4293.25167629091,-1877.12182140446,-985.122326363415,-6220.67730855978,0,0
3,A139,2,B_EXTEND_BEFORE_P1,-5950.53052292286,-8180.63972373862,-2766.319343881,-3677.69359568689,-4165.76205010203,-4693.74497614987,1,3
3,A140,1,A_EXTEND_AFTER_P2,-4139.83987317681,148.224702947496,-5000,-3013.49610758913,-2231.27756263945,-749.197876895659,0,0
3,A140,2,B_EXTEND_BEFORE_P1,-4995.91838936806,1956.76737973369,-8230.82569047744,-3869.57462378038,-422.734885853251,-3980.0235673731,1,2
3,A141,1,DIRECT,-4102.31621428781,4431.47429291086,-2415.60705080457,894.504935331985,4605.85934665772,-2378.61716378044,1,1
3,A142,1,A_EXTEND_AFTER_P2,-4085.87573408055,-1200.84449151643,-5000,165.501453438289,-589.660642704714,-2440.26440576451,0,0
3,A142,2,B_EXTEND_BEFORE_P1,-7072.42254692794,-1630.19458096303,-6798.18676243065,-2821.0453594091,-1019.01073215131,-4238.45116819516,1,3
3,A143,1,A_EXTEND_AFTER_P2,-4052.34173484081,-5000,1355.7031235774,-3459.8501908284,-522.983685663487,3501.6944309779,0,0
3,A143,2,B_EXTEND_BEFORE_P1,-4314.49442587369,-6980.89219409491,406.191857377074,-3722.00288186128,-2503.8758797584,2552.18316477757,1,2
3,A144,1,DIRECT,-4012.39270998318,-1834.8453603863,3726.07429706474,344.762915275798,-943.423431913583,1441.21942142996,1,1
3,A145,1,A_EXTEND_AFTER_P2,-3949.01857827991,-2074.5740788911,-4102.45285721345,-1518.95391061229,-4457.7951544819,-7765.10804379781,1,1
3,A145,2,B_EXTEND_BEFORE_P1,-5783.58694936996,-275.37010511763,-1337.34481341564,-3353.52228170234,-2658.59118070843,-5000,0,0
3,A146,1,A_EXTEND_AFTER_P2,-3946.69720504164,-5000,3540.84755127942,-789.940030157299,-2809.16132867861,6740.08340614523,0,0
3,A146,2,B_EXTEND_BEFORE_P1,-5992.37565343746,-6419.73272112655,1467.64157531646,-2835.61847855312,-4228.89404980516,4666.87743018227,1,3
3,A147,1,A_EXTEND_AFTER_P2,-3941.62191782659,-2541.21008300394,4386.14290663014,754.381618800537,-4105.07590102375,5094.57391047932,1,1
3,A147,2,B_EXTEND_BEFORE_P1,-4568.52759483745,-2332.43759129836,4291.56899615082,127.47594178968,-3896.30340931817,5000,0,0
3,A148,1,A_EXTEND_AFTER_P2,-3936.74189396395,-815.010304383299,5000,181.296114523399,1751.6589192615,3794.1923631656,0,0
