Group,MediumID,RawLength,R1CandidateCount,R1Status,R2CandidateCount,R2Status,R3CandidateCount,R3Status,SelectedForVisualization
3,A139,1038.93321006507,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A140,1199.74583982989,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A141,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A142,1487.55370187422,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A143,2787.70943077468,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A144,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A145,1225.26841466554,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A146,1759.84192786261,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A147,4332.51149395308,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A148,4804.00542169829,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A149,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A150,2116.56423481571,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A151,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A152,4015.66027169416,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A153,1820.96286391131,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A154,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A155,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A156,3936.06202969232,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A157,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A158,4634.68646516899,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A159,4564.22118696735,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A160,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A161,4997.38931275427,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A162,3179.03713608869,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A163,2193.43489022273,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A164,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A165,1714.28308421033,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A166,3983.39186299556,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A167,559.223064247723,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A168,4532.156821229,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A169,1207.76384107211,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A170,4999.99999999999,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A171,4999.99999999999,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A172,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A173,3774.73158533446,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A174,2292.64918281482,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A175,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A176,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A177,4323.19445208131,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A178,2584.56310279916,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A179,4440.77693575228,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A180,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A181,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A182,2301.16502332824,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A183,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A184,4999.99999999999,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A185,1507.08805693065,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A186,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A187,702.880085911635,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A188,4466.33871196905,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A189,984.339728305846,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A190,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A191,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A192,4728.58759313997,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A193,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A194,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A195,3492.91194306935,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A196,4540.804961644,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A197,2794.32269310754,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A198,3707.37065546017,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A199,715.989966532897,0,NO_ENDPOINT_UNWRAP,2,AMBIGUOUS,3,AMBIGUOUS,0
3,A200,1489.68734035956,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A201,1662.79929088666,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A202,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A203,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A204,4384.08315640866,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A205,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A206,5000.00000000001,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A207,4620.62460134513,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A208,2917.96802848347,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A209,1136.00195721934,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A210,2939.89401740938,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A211,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A212,3696.90963175142,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A213,2801.99766413508,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A214,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A215,622.589126458353,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A216,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A217,4123.50004025937,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A218,2707.35081718519,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A219,4587.0763405977,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A220,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A221,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A222,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A223,5000.00000000001,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A224,3042.81663141002,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A225,5000.00000000001,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A226,2347.12211264691,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A227,2883.43576518429,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A228,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A229,4999.99999999999,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A230,3830.29145697035,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A231,1778.70169108243,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A232,531.642412043764,0,NO_ENDPOINT_UNWRAP,2,AMBIGUOUS,3,AMBIGUOUS,0
3,A233,5000.00000000001,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A234,2410.9795098861,0,NO_ENDPOINT_UNWRAP,2,AMBIGUOUS,3,AMBIGUOUS,0
3,A235,3221.29830891757,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A236,2257.25840961064,0,NO_ENDPOINT_UNWRAP,2,AMBIGUOUS,3,AMBIGUOUS,0
3,A237,1550.38955947277,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A238,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A239,3285.71691578968,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A240,5000.00000000001,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A241,876.499959740629,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A242,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A243,676.80554791869,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A244,1072.06215025698,0,NO_ENDPOINT_UNWRAP,2,AMBIGUOUS,3,AMBIGUOUS,0
3,A245,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A246,2698.83497667175,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A247,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A248,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A249,4941.14986216036,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A250,5000.00000000001,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A251,3981.90000124325,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A252,615.91684359134,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A253,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A254,787.488553358562,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A255,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A256,1580.8157370961,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A257,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A258,2089.19110431191,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A259,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A260,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A261,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A262,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A263,2060.10598259062,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A264,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A265,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A266,4999.99999999999,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A267,4957.33929067089,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A268,4844.16844643241,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A269,4267.81119649178,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A270,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A271,3930.02113943689,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A272,2806.56510977727,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A273,4212.51144664144,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A274,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A275,5000.00000000001,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A276,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A277,2874.34986829384,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A278,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A279,4118.7372743169,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A280,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A281,3260.35486012245,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A282,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A283,1079.9422995027,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A284,4999.99999999999,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A285,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A286,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A287,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A288,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A289,4999.99999999999,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A290,1063.93797030767,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A291,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A292,664.571804287634,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A293,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A294,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A295,4847.92956512635,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A296,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A297,1966.43136365555,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A298,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A299,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A300,1069.97886056311,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A301,3658.6314329986,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A302,1454.10096490555,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A303,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A304,2198.00233586492,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A305,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A306,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A307,3545.89903509446,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A308,4335.42819571237,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A309,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A310,1739.64513987756,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A311,3273.0231007313,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A312,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A313,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A314,4793.50417987968,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A315,1957.18336858997,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A316,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A317,2629.61794473875,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A318,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A319,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A320,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A321,3979.18308966163,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A322,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A323,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A324,5000.00000000001,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A325,4998.981194219,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A326,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A327,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A328,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A329,5000.00000000001,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A330,4581.83853070264,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A331,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A332,1391.5287687711,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A333,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A334,3521.79976312683,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A335,3608.47123122889,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A336,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A337,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A338,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A339,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A340,5000,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A341,4999.99999999999,1,DIRECT_5000,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
3,A342,1427.43867354528,0,NO_ENDPOINT_UNWRAP,1,UNIQUE_RECONSTRUCTION,1,UNIQUE_RECONSTRUCTION,0
