Group,MediumID,kx,ky,kz,CandidateLength,LengthError,Valid
3,A124,-1,0,1,12672.4749845145,7672.47498451455,0
3,A124,-1,1,-1,15272.3874833754,10272.3874833754,0
3,A124,-1,1,0,12310.5656018983,7310.56560189827,0
3,A124,-1,1,1,16427.2405301353,11427.2405301353,0
3,A124,0,-1,-1,13648.8512129398,8648.8512129398,0
3,A124,0,-1,0,10227.186584259,5227.18658425895,0
3,A124,0,-1,1,14929.8208772083,9929.82087720829,0
3,A124,0,0,-1,9775.15977540727,4775.15977540727,0
3,A124,0,0,0,3722.62738277933,-1277.37261722067,0
3,A124,0,0,1,11496.180262474,6496.180262474,0
3,A124,0,1,-1,14311.4065638746,9311.40656387458,0
3,A124,0,1,0,11095.9706124697,6095.97061246968,0
3,A124,0,1,1,15537.849588314,10537.849588314,0
3,A124,1,-1,-1,18917.2322982808,13917.2322982808,0
3,A124,1,-1,0,16618.2394922987,11618.2394922987,0
3,A124,1,-1,1,19861.271102819,14861.271102819,0
3,A124,1,0,-1,16343.93731721,11343.93731721,0
3,A124,1,0,0,13617.2131152144,8617.21311521444,0
3,A124,1,0,1,17427.9287071484,12427.9287071484,0
3,A124,1,1,-1,19400.6931894369,14400.6931894369,0
3,A124,1,1,0,17166.5693202498,12166.5693202498,0
3,A124,1,1,1,20322.2859989524,15322.2859989524,0
3,A125,-1,-1,-1,15022.8713347103,10022.8713347103,0
3,A125,-1,-1,0,10717.060579132,5717.06057913203,0
3,A125,-1,-1,1,14283.7009130796,9283.7009130796,0
3,A125,-1,0,-1,11707.8575459335,6707.85754593351,0
3,A125,-1,0,0,5122.75830323837,122.758303238369,0
3,A125,-1,0,1,10742.9687214905,5742.96872149049,0
3,A125,-1,1,-1,15762.6518547002,10762.6518547002,0
3,A125,-1,1,0,11731.5778056496,6731.57780564957,0
3,A125,-1,1,1,15059.8353951009,10059.8353951009,0
3,A125,0,-1,-1,14981.4555536457,9981.45555364574,0
3,A125,0,-1,0,10658.9274705942,5658.92747059422,0
3,A125,0,-1,1,14240.1355028986,9240.13550289861,0
3,A125,0,0,-1,11654.6675492043,6654.66754920425,0
3,A125,0,0,0,5000,3.63797880709171e-12,1
3,A125,0,0,1,10684.9765707523,5684.97657075229,0
3,A125,0,1,-1,15723.1848192116,10723.1848192116,0
3,A125,0,1,0,11678.4958439266,6678.49584392665,0
3,A125,0,1,1,15018.521548213,10018.521548213,0
3,A125,1,-1,-1,20571.8583961796,15571.8583961796,0
3,A125,1,-1,0,17673.9945170861,12673.9945170861,0
3,A125,1,-1,1,20038.4332348494,15038.4332348494,0
3,A125,1,0,-1,18291.7638036652,13291.7638036652,0
3,A125,1,0,0,14958.5208950151,9958.52089501507,0
3,A125,1,0,1,17689.7165518311,12689.7165518311,0
3,A125,1,1,-1,21118.141211425,16118.141211425,0
3,A125,1,1,0,18306.9553051078,13306.9553051078,0
3,A125,1,1,1,20598.8673683953,15598.8673683953,0
3,A126,-1,-1,-1,14453.279345937,9453.27934593695,0
3,A126,-1,-1,0,9808.21701145273,4808.21701145273,0
3,A126,-1,-1,1,13546.4001873492,8546.40018734918,0
3,A126,-1,0,-1,12062.7422087204,7062.74220872036,0
3,A126,-1,0,0,5728.3144716493,728.314471649303,0
3,A126,-1,0,1,10959.8094772751,5959.80947727514,0
3,A126,-1,1,-1,16796.494138254,11796.494138254,0
3,A126,-1,1,0,13016.3763171039,8016.37631710388,0
3,A126,-1,1,1,16022.7928127566,11022.7928127566,0
3,A126,0,-1,-1,14180.3983429797,9180.39834297968,0
3,A126,0,-1,0,9401.4644740936,4401.4644740936,0
3,A126,0,-1,1,13254.8621776957,8254.86217769567,0
3,A126,0,0,-1,11734.4008329329,6734.40083293292,0
3,A126,0,0,0,5000,4.54747350886464e-12,1
3,A126,0,0,1,10597.3504750982,5597.35047509816,0
3,A126,0,1,-1,16562.2652028729,11562.2652028729,0
3,A126,0,1,0,12712.6891625004,7712.68916250044,0
3,A126,0,1,1,15777.0815689854,10777.0815689854,0
3,A126,1,-1,-1,19831.0390670654,14831.0390670654,0
3,A126,1,-1,0,16750.3417150677,11750.3417150677,0
3,A126,1,-1,1,19180.1403713216,14180.1403713216,0
3,A126,1,0,-1,18162.6698539017,13162.6698539017,0
3,A126,1,0,0,14737.2457845383,9737.24578453835,0
3,A126,1,0,1,17449.6490052366,12449.6490052366,0
3,A126,1,1,-1,21598.4962894222,16598.4962894222,0
3,A126,1,1,0,18809.5422340962,13809.5422340962,0
3,A126,1,1,1,21002.445480189,16002.445480189,0
3,A127,-1,-1,-1,15525.563002227,10525.563002227,0
3,A127,-1,-1,0,12650.4281295191,7650.42812951908,0
3,A127,-1,-1,1,16703.9982394675,11703.9982394675,0
3,A127,-1,0,-1,13441.0174621574,8441.01746215737,0
3,A127,-1,0,0,9982.54355072021,4982.54355072021,0
3,A127,-1,0,1,14786.5276879338,9786.52768793377,0
3,A127,-1,1,-1,17896.3346610393,12896.3346610393,0
3,A127,-1,1,0,15468.3231031655,10468.3231031655,0
3,A127,-1,1,1,18927.737449255,13927.737449255,0
3,A127,0,-1,-1,12094.8815767985,7094.88157679845,0
3,A127,0,-1,0,8079.380278263,3079.380278263,0
3,A127,0,-1,1,13574.4838209337,8574.48382093372,0
3,A127,0,0,-1,9268.44130577935,4268.44130577935,0
3,A127,0,0,0,2212.29056922531,-2787.70943077469,0
3,A127,0,0,1,11130.3393877586,6130.33938775856,0
3,A127,0,1,-1,15017.3848629039,10017.3848629039,0
3,A127,0,1,0,12021.3174587722,7021.31745877221,0
3,A127,0,1,1,16232.7538873904,11232.7538873904,0
3,A127,1,-1,-1,15859.6725747235,10859.6725747235,0
3,A127,1,-1,0,13058.3092129664,8058.30921296638,0
3,A127,1,-1,1,17014.9835387945,12014.9835387945,0
3,A127,1,0,-1,13825.5943112524,8825.59431125239,0
3,A127,1,0,0,10494.6311694762,5494.63116947617,0
3,A127,1,0,1,15136.9583704041,10136.9583704041,0
3,A127,1,1,-1,18186.9431719911,13186.9431719911,0
3,A127,1,1,0,15803.6428479398,10803.6428479398,0
3,A127,1,1,1,19202.7433610212,14202.7433610212,0
3,A128,-1,-1,-1,15670.4088858615,10670.4088858615,0
3,A128,-1,-1,0,15281.2327054014,10281.2327054014,0
3,A128,-1,-1,1,20529.7450384356,15529.7450384356,0
3,A128,-1,0,-1,10388.8771855562,5388.87718555618,0
3,A128,-1,0,0,9791.99303120216,4791.99303120216,0
3,A128,-1,0,1,16847.4771366414,11847.4771366414,0
3,A128,-1,1,-1,13049.7442006751,8049.74420067507,0
3,A128,-1,1,0,12579.7528612288,7579.75286122881,0
3,A128,-1,1,1,18606.5725053309,13606.5725053309,0
3,A128,0,-1,-1,13216.6027074652,8216.60270746516,0
3,A128,0,-1,0,12752.7622683683,7752.76226836826,0
3,A128,0,-1,1,18723.9767095577,13723.9767095577,0
3,A128,0,0,-1,6086.51309482352,1086.51309482352,0
3,A128,0,0,0,5000,0,1
3,A128,0,0,1,14592.9557782699,9592.95577826993,0
3,A128,0,1,-1,9970.59156619811,4970.59156619811,0
3,A128,0,1,0,9347.03453114852,4347.03453114852,0
3,A128,0,1,1,16592.8120845451,11592.8120845451,0
3,A128,1,-1,-1,17429.7291890569,12429.7291890569,0
3,A128,1,-1,0,17080.6855234328,12080.6855234328,0
3,A128,1,-1,1,21902.1500382256,16902.1500382256,0
3,A128,1,0,-1,12890.4039552819,7890.40395528187,0
3,A128,1,0,0,12414.3816792013,7414.38167920128,0
3,A128,1,0,1,18495.16776954,13495.16776954,0
3,A128,1,1,-1,15117.194470431,10117.194470431,0
3,A128,1,1,0,14713.3927767654,9713.39277676536,0
3,A128,1,1,1,20110.6510424181,15110.6510424181,0
3,A129,-1,-1,-1,17886.1330650718,12886.1330650718,0
3,A129,-1,-1,0,14426.926657944,9426.926657944,0
3,A129,-1,-1,1,17215.0710008973,12215.0710008973,0
3,A129,-1,0,-1,14556.8499028284,9556.84990282836,0
3,A129,-1,0,0,10006.2148620602,5006.21486206024,0
3,A129,-1,0,1,13723.9496005325,8723.9496005325,0
3,A129,-1,1,-1,17432.4410845267,12432.4410845267,0
3,A129,-1,1,0,13860.4638788799,8860.46387887992,0
3,A129,-1,1,1,16743.205060859,11743.205060859,0
3,A129,0,-1,-1,14842.4067846704,9842.40678467041,0
3,A129,0,-1,0,10417.2691207375,5417.2691207375,0
3,A129,0,-1,1,14026.473281125,9026.47328112495,0
3,A129,0,0,-1,10596.4693286797,5596.46932867972,0
3,A129,0,0,0,712.473863303729,-4287.52613669627,0
3,A129,0,0,1,9419.66431345257,4419.66431345257,0
3,A129,0,1,-1,14292.4205544642,9292.42055446416,0
3,A129,0,1,0,9617.47066945934,4617.47066945934,0
3,A129,0,1,1,13443.1469102347,8443.14691023466,0
3,A129,1,-1,-1,17907.5493103274,12907.5493103274,0
3,A129,1,-1,0,14453.4694476464,9453.46944764637,0
3,A129,1,-1,1,17237.3210170922,12237.3210170922,0
3,A129,1,0,-1,14583.1562212652,9583.15622126519,0
3,A129,1,0,0,10044.4463334754,5044.44633347537,0
3,A129,1,0,1,13751.849290852,8751.84929085204,0
3,A129,1,1,-1,17454.4140103827,12454.4140103827,0
3,A129,1,1,0,13888.0893292809,8888.08932928092,0
3,A129,1,1,1,16766.0812949934,11766.0812949934,0
3,A130,-1,-1,-1,19088.9572623253,14088.9572623253,0
3,A130,-1,-1,0,15106.8532073819,10106.8532073819,0
3,A130,-1,-1,1,17089.3457538869,12089.3457538869,0
3,A130,-1,0,-1,15484.9008803344,10484.9008803344,0
3,A130,-1,0,0,10178.9429579051,5178.94295790507,0
3,A130,-1,0,1,12939.8456021233,7939.8456021233,0
3,A130,-1,1,-1,17753.1974918514,12753.1974918514,0
3,A130,-1,1,0,13379.2655123958,8379.26551239582,0
3,A130,-1,1,1,15583.1149042061,10583.1149042061,0
3,A130,0,-1,-1,16296.1784262994,11296.1784262994,0
3,A130,0,-1,0,11375.1551975474,6375.15519754737,0
3,A130,0,-1,1,13900.4633100769,8900.46331007688,0
3,A130,0,0,-1,11872.6280668049,6872.62806680489,0
3,A130,0,0,0,2188.15485722285,-2811.84514277715,0
3,A130,0,0,1,8283.52256867165,3283.52256867165,0
3,A130,0,1,-1,14708.9484030498,9708.94840304984,0
3,A130,0,1,0,8954.43396257334,3954.43396257334,0
3,A130,0,1,1,12000.4421608786,7000.44216087856,0
3,A130,1,-1,-1,19150.5240983292,14150.5240983292,0
3,A130,1,-1,0,15184.5743340797,10184.5743340797,0
3,A130,1,-1,1,17158.0891177805,12158.0891177805,0
3,A130,1,0,-1,15560.7338885923,10560.7338885923,0
3,A130,1,0,0,10293.9381977011,5293.93819770115,0
3,A130,1,0,1,13030.4983820495,8030.49838204953,0
3,A130,1,1,-1,17819.3800414741,12819.3800414741,0
3,A130,1,1,0,13466.9606641213,8466.96066412128,0
3,A130,1,1,1,15658.472275273,10658.472275273,0
3,A131,-1,-1,-1,18341.3139432108,13341.3139432108,0
3,A131,-1,-1,0,13501.8264890115,8501.82648901149,0
3,A131,-1,-1,1,15106.1192870745,10106.1192870745,0
3,A131,-1,0,-1,14221.5239945699,9221.52399456988,0
3,A131,-1,0,0,6938.82310655633,1938.82310655633,0
3,A131,-1,0,1,9697.56605958593,4697.56605958593,0
3,A131,-1,1,-1,16373.7500986437,11373.7500986437,0
3,A131,-1,1,0,10676.8541091835,5676.85410918346,0
3,A131,-1,1,1,12644.7908264526,7644.79082645263,0
3,A131,0,-1,-1,17699.0545244468,12699.0545244468,0
3,A131,0,-1,0,12615.5480433984,7615.54804339837,0
3,A131,0,-1,1,14319.4823164542,9319.48231645423,0
3,A131,0,0,-1,13382.9921401773,8382.99214017729,0
3,A131,0,0,0,5000,2.72848410531878e-12,1
3,A131,0,0,1,8419.94782501371,3419.94782501371,0
3,A131,0,1,-1,15650.9560790629,10650.9560790629,0
3,A131,0,1,0,9531.41896910988,4531.41896910988,0
3,A131,0,1,1,11693.7363122597,6693.73631225968,0
3,A131,1,-1,-1,22138.4115273716,17138.4115273716,0
3,A131,1,-1,0,18330.4333372458,13330.4333372458,0
3,A131,1,-1,1,19542.2697685598,14542.2697685598,0
3,A131,1,0,-1,18866.8283640883,13866.8283640883,0
3,A131,1,0,0,14207.4886554915,9207.48865549151,0
3,A131,1,0,1,15740.0208154841,10740.0208154841,0
3,A131,1,1,-1,20537.8957073181,15537.8957073181,0
3,A131,1,1,0,16361.5610948536,11361.5610948536,0
3,A131,1,1,1,17708.6476851447,12708.6476851447,0
3,A132,-1,-1,-1,19963.5185575742,14963.5185575742,0
3,A132,-1,-1,0,15262.2209668692,10262.2209668692,0
3,A132,-1,-1,1,16350.1897384855,11350.1897384855,0
3,A132,-1,0,-1,15898.7005559769,10898.7005559769,0
3,A132,-1,0,0,9336.05885861662,4336.05885861662,0
3,A132,-1,0,1,11025.2124992894,6025.21249928939,0
3,A132,-1,1,-1,17521.2809331576,12521.2809331576,0
3,A132,-1,1,0,11890.6938898268,6890.6938898268,0
3,A132,-1,1,1,13258.2772947505,8258.27729475054,0
3,A132,0,-1,-1,18161.0923898423,13161.0923898423,0
3,A132,0,-1,0,12814.7802335944,7814.7802335944,0
3,A132,0,-1,1,14092.9737131045,9092.97371310451,0
3,A132,0,0,-1,13566.572262823,8566.57226282303,0
3,A132,0,0,0,4294.78737603298,-705.21262396702,0
3,A132,0,0,1,7269.01054121298,2269.01054121298,0
3,A132,0,1,-1,15436.2718663675,10436.2718663675,0
3,A132,0,1,0,8524.77593695827,3524.77593695827,0
3,A132,0,1,1,10347.2276682344,5347.22766823442,0
3,A132,1,-1,-1,21473.4366226314,16473.4366226314,0
3,A132,1,-1,0,17190.1656777676,12190.1656777676,0
3,A132,1,-1,1,18163.0149389366,13163.0149389366,0
3,A132,1,0,-1,17757.6768344335,12757.6768344335,0
3,A132,1,0,0,12236.3557564788,7236.35575647875,0
3,A132,1,0,1,13569.1458036991,8569.14580369906,0
3,A132,1,1,-1,19223.9874304523,14223.9874304523,0
3,A132,1,1,0,14281.2817481177,9281.28174811775,0
3,A132,1,1,1,15438.5337390587,10438.5337390587,0
3,A133,-1,-1,-1,14342.4872818933,9342.48728189328,0
3,A133,-1,-1,0,11312.3606292965,6312.36062929654,0
3,A133,-1,-1,1,15818.7251250929,10818.7251250929,0
3,A133,-1,0,-1,11198.9636249928,6198.96362499278,0
3,A133,-1,0,0,6905.0233779401,1905.0233779401,0
3,A133,-1,0,1,13036.1769482424,8036.17694824243,0
3,A133,-1,1,-1,15656.5204025847,10656.5204025847,0
3,A133,-1,1,0,12937.8975375654,7937.89753756537,0
3,A133,-1,1,1,17019.1584477179,12019.1584477179,0
3,A133,0,-1,-1,13070.783626462,8070.78362646201,0
3,A133,0,-1,0,9649.2458868958,4649.2458868958,0
3,A133,0,-1,1,14675.5070700049,9675.50707000489,0
3,A133,0,0,-1,9516.05114805655,4516.05114805655,0
3,A133,0,0,0,3580.19427244057,-1419.80572755943,0
3,A133,0,0,1,11622.4073497879,6622.40734978792,0
3,A133,0,1,-1,14500.5197939615,9500.5197939615,0
3,A133,0,1,0,11512.0647961631,6512.06479616307,0
3,A133,0,1,1,15962.1488981605,10962.1488981605,0
3,A133,1,-1,-1,18329.8616412755,13329.8616412755,0
3,A133,1,-1,0,16070.0463398303,11070.0463398303,0
3,A133,1,-1,1,19506.6386376608,14506.6386376608,0
3,A133,1,0,-1,15990.424404341,10990.424404341,0
3,A133,1,0,0,13340.0237708534,8340.02377085338,0
3,A133,1,0,1,17326.8230147053,12326.8230147053,0
3,A133,1,1,-1,19375.3327061392,14375.3327061392,0
3,A133,1,1,0,17253.0020300693,12253.0020300693,0
3,A133,1,1,1,20492.1604674949,15492.1604674949,0
3,A134,-1,-1,-1,17046.8563815696,12046.8563815696,0
3,A134,-1,-1,0,13174.946260872,8174.94626087196,0
3,A134,-1,-1,1,16017.5873794984,11017.5873794984,0
3,A134,-1,0,-1,13266.051128317,8266.05112831703,0
3,A134,-1,0,0,7679.32347424721,2679.32347424721,0
3,A134,-1,0,1,11914.5249802553,6914.52498025527,0
3,A134,-1,1,-1,16167.2790717666,11167.2790717666,0
3,A134,-1,1,0,12015.1907628379,7015.19076283786,0
3,A134,-1,1,1,15078.0869327109,10078.0869327109,0
3,A134,0,-1,-1,15448.459833247,10448.459833247,0
3,A134,0,-1,0,11028.9984904545,6028.99849045449,0
3,A134,0,-1,1,14304.6392539431,9304.63925394311,0
3,A134,0,0,-1,11137.6708186544,6137.67081865436,0
3,A134,0,0,0,2651.71788614618,-2348.28211385382,0
3,A134,0,0,1,9487.65009002283,4487.65009002283,0
3,A134,0,1,-1,14472.0596775291,9472.05967752915,0
3,A134,0,1,0,9613.76137591149,4613.76137591149,0
3,A134,0,1,1,13244.1800152358,8244.18001523575,0
3,A134,1,-1,-1,19665.0580966604,14665.0580966604,0
3,A134,1,-1,0,16422.4969608166,11422.4969608166,0
3,A134,1,-1,1,18779.8376699862,13779.8376699862,0
3,A134,1,0,-1,16495.675493604,11495.675493604,0
3,A134,1,0,0,12453.5619994157,7453.56199941571,0
3,A134,1,0,1,15429.6825293424,10429.6825293424,0
3,A134,1,1,-1,18907.6733110012,13907.6733110012,0
3,A134,1,1,0,15507.5467601601,10507.5467601601,0
3,A134,1,1,1,17985.213454434,12985.213454434,0
3,A135,-1,-1,-1,17381.1609165671,12381.1609165671,0
3,A135,-1,-1,0,13607.2257790175,8607.22577901753,0
3,A135,-1,-1,1,16377.0703117108,11377.0703117108,0
3,A135,-1,0,-1,14688.783130813,9688.78313081297,0
3,A135,-1,0,0,9940.43200558285,4940.43200558285,0
3,A135,-1,0,1,13485.6971288538,8485.69712885382,0
3,A135,-1,1,-1,18149.8194183995,13149.8194183995,0
3,A135,-1,1,0,14576.2746788771,9576.27467887706,0
3,A135,-1,1,1,17190.6841663627,12190.6841663627,0
3,A135,0,-1,-1,14300.0381637723,9300.03816377228,0
3,A135,0,-1,0,9356.43789478154,4356.43789478154,0
3,A135,0,-1,1,13061.1932331033,8061.19323310333,0
3,A135,0,0,-1,10869.530189562,5869.53018956203,0
3,A135,0,0,0,1094.77172751241,-3905.22827248758,0
3,A135,0,0,1,9178.79968889836,4178.79968889836,0
3,A135,0,1,-1,15225.0544037864,10225.0544037864,0
3,A135,0,1,0,10717.0014552494,5717.00145524937,0
3,A135,0,1,1,14067.9052735429,9067.90527354294,0
3,A135,1,-1,-1,17517.9173466222,12517.9173466222,0
3,A135,1,-1,0,13781.4827488427,8781.48274884269,0
3,A135,1,-1,1,16522.1398538509,11522.1398538509,0
3,A135,1,0,-1,14850.3543129295,9850.35431292954,0
3,A135,1,0,0,10177.6648506966,5177.66485069661,0
3,A135,1,0,1,13661.504324439,8661.50432443899,0
3,A135,1,1,-1,18280.8265205926,13280.8265205926,0
3,A135,1,1,0,14739.0792409011,9739.0792409011,0
3,A135,1,1,1,17328.9438646192,12328.9438646192,0
3,A136,-1,-1,-1,14555.547628445,9555.54762844501,0
3,A136,-1,-1,0,10879.4642077441,5879.46420774412,0
3,A136,-1,-1,1,14995.3831605344,9995.38316053443,0
3,A136,-1,0,-1,10907.1372565938,5907.13725659379,0
3,A136,-1,0,0,5046.22807826109,46.228078261086,0
3,A136,-1,0,1,11487.5233406285,6487.52334062851,0
3,A136,-1,1,-1,15035.5352250734,10035.5352250734,0
3,A136,-1,1,0,11513.7350233569,6513.73502335692,0
3,A136,-1,1,1,15461.7227006479,10461.7227006479,0
3,A136,0,-1,-1,14539.5855837125,9539.58558371251,0
3,A136,0,-1,0,10858.0994483268,5858.09944832681,0
3,A136,0,-1,1,14979.8897964374,9979.88979643739,0
3,A136,0,0,-1,10885.8268090369,5885.82680903687,0
3,A136,0,0,0,5000,4.54747350886464e-12,1
3,A136,0,0,1,11467.2915147237,6467.2915147237,0
3,A136,0,1,-1,15020.0832782841,10020.0832782841,0
3,A136,0,1,0,11493.5493373564,6493.54933735638,0
3,A136,0,1,1,15446.6970920614,10446.6970920614,0
3,A136,1,-1,-1,20271.534996844,15271.534996844,0
3,A136,1,-1,0,17816.6749370337,12816.6749370337,0
3,A136,1,-1,1,20589.6255550114,15589.6255550114,0
3,A136,1,0,-1,17833.5865012766,12833.5865012766,0
3,A136,1,0,0,14984.5114095245,9984.51140952448,0
3,A136,1,0,1,18194.3495862266,13194.3495862266,0
3,A136,1,1,-1,20618.886581694,15618.886581694,0
3,A136,1,1,0,18210.9104262366,13210.9104262366,0
3,A136,1,1,1,20931.6992438758,15931.6992438758,0
3,A137,-1,-1,-1,13442.9914164119,8442.99141641194,0
3,A137,-1,-1,0,10456.2293570906,5456.22935709055,0
3,A137,-1,-1,1,15425.6749127693,10425.6749127693,0
3,A137,-1,0,-1,10161.3184052767,5161.31840527668,0
3,A137,-1,0,0,5645.45001570041,645.450015700413,0
3,A137,-1,0,1,12668.4576814279,7668.45768142788,0
3,A137,-1,1,-1,15026.3357224942,10026.3357224942,0
3,A137,-1,1,0,12426.161088263,7426.16108826299,0
3,A137,-1,1,1,16823.4417863236,11823.4417863236,0
3,A137,0,-1,-1,13184.9502214439,8184.95022144389,0
3,A137,0,-1,0,10122.333055591,5122.33305559102,0
3,A137,0,-1,1,15201.3269366417,10201.3269366417,0
3,A137,0,0,-1,9817.39710175985,4817.39710175985,0
3,A137,0,0,0,5000,3.63797880709171e-12,1
3,A137,0,0,1,12394.3016804642,7394.30168046418,0
3,A137,0,1,-1,14795.9338794593,9795.93387945932,0
3,A137,0,1,0,12146.5375112288,7146.53751122885,0
3,A137,0,1,1,16617.9748362442,11617.9748362442,0
3,A137,1,-1,-1,19156.508201188,14156.508201188,0
3,A137,1,-1,0,17192.7461625111,12192.7461625111,0
3,A137,1,-1,1,20596.3403243124,15596.3403243124,0
3,A137,1,0,-1,17014.9986768695,12014.9986768695,0
3,A137,1,0,0,14769.1873209134,9769.18732091337,0
3,A137,1,0,1,18621.1602287985,13621.1602287985,0
3,A137,1,1,-1,20298.979124221,15298.979124221,0
3,A137,1,1,0,18457.1738798744,13457.1738798744,0
3,A137,1,1,1,21663.0095272627,16663.0095272627,0
3,A138,-1,-1,-1,17407.3816346555,12407.3816346555,0
3,A138,-1,-1,0,11865.309623628,6865.30962362801,0
3,A138,-1,-1,1,13362.4178034732,8362.41780347324,0
3,A138,-1,0,-1,16050.2135582218,11050.2135582218,0
3,A138,-1,0,0,9766.16569358447,4766.16569358447,0
3,A138,-1,0,1,11538.9180361317,6538.9180361317,0
3,A138,-1,1,-1,20302.7528959625,15302.7528959625,0
3,A138,-1,1,0,15810.4526261753,10810.4526261753,0
3,A138,-1,1,1,16962.8726734169,11962.8726734169,0
3,A138,0,-1,-1,15036.7610400661,10036.7610400661,0
3,A138,0,-1,0,7992.04727626583,2992.04727626583,0
3,A138,0,-1,1,10081.7387764258,5081.73877642578,0
3,A138,0,0,-1,13442.3436374033,8442.34363740325,0
3,A138,0,0,0,4297.11991408837,-702.880085911632,0
3,A138,0,0,1,7498.92503270129,2498.92503270129,0
3,A138,0,1,-1,18310.8990045826,13310.8990045826,0
3,A138,0,1,0,13155.138138615,8155.13813861495,0
3,A138,0,1,1,14519.8586954578,9519.85869545778,0
3,A138,1,-1,-1,18686.6644904209,13686.6644904209,0
3,A138,1,-1,0,13673.3341532918,8673.33415329182,0
3,A138,1,-1,1,14990.9540709588,9990.95407095878,0
3,A138,1,0,-1,17429.3961360554,12429.3961360554,0
3,A138,1,0,0,11897.5832317981,6897.5832317981,0
3,A138,1,0,1,13391.0837443271,8391.08374432714,0
3,A138,1,1,-1,21409.7237151144,16409.7237151144,0
3,A138,1,1,0,17208.8612827099,12208.8612827099,0
3,A138,1,1,1,18273.3013913077,13273.3013913077,0
3,A139,-1,-1,-1,16821.3907318963,11821.3907318963,0
3,A139,-1,-1,0,13226.8408986404,8226.84089864038,0
3,A139,-1,-1,1,16338.2818607333,11338.2818607333,0
3,A139,-1,0,-1,14129.541576183,9129.54157618302,0
3,A139,-1,0,0,9572.56909904051,4572.56909904051,0
3,A139,-1,0,1,13550.8011998821,8550.8011998821,0
3,A139,-1,1,-1,17785.6319581578,12785.6319581578,0
3,A139,-1,1,0,14433.2545932601,9433.25459326013,0
3,A139,-1,1,1,17329.4250382604,12329.4250382604,0
3,A139,0,-1,-1,13870.9945286629,8870.9945286629,0
3,A139,0,-1,0,9186.65462597875,4186.65462597875,0
3,A139,0,-1,1,13280.9923281296,8280.99232812961,0
3,A139,0,0,-1,10444.5798485222,5444.57984852217,0
3,A139,0,0,0,1038.93321006507,-3961.06678993493,0
3,A139,0,0,1,9647.25433570593,4647.25433570593,0
3,A139,0,1,-1,15025.7780900063,10025.7780900063,0
3,A139,0,1,0,10851.9187802405,5851.91878024046,0
3,A139,0,1,1,14482.8959540472,9482.89595404718,0
3,A139,1,-1,-1,17373.8249177683,12373.8249177683,0
3,A139,1,-1,0,13922.6407795392,8922.64077953919,0
3,A139,1,-1,1,16906.5094055192,11906.5094055192,0
3,A139,1,0,-1,14782.914167079,9782.91416707904,0
3,A139,1,0,0,10513.0721139944,5513.07211399441,0
3,A139,1,0,1,14230.7701575448,9230.7701575448,0
3,A139,1,1,-1,18308.9953375161,13308.9953375161,0
3,A139,1,1,0,15073.4682230735,10073.4682230735,0
3,A139,1,1,1,17866.1573449589,12866.1573449589,0
3,A140,-1,-1,-1,16942.660600264,11942.660600264,0
3,A140,-1,-1,0,14403.2384160048,9403.23841600477,0
3,A140,-1,-1,1,18106.7060925176,13106.7060925176,0
3,A140,-1,0,-1,13252.7188319877,8252.71883198774,0
3,A140,-1,0,0,9799.69821434622,4799.69821434622,0
3,A140,-1,0,1,14711.682899818,9711.68289981804,0
3,A140,-1,1,-1,16254.7028475979,11254.7028475979,0
3,A140,-1,1,0,13587.3063304043,8587.30633040433,0
3,A140,-1,1,1,17464.6620914572,12464.6620914572,0
3,A140,0,-1,-1,13872.9612269215,8872.96122692146,0
3,A140,0,-1,0,10623.4919803332,5623.49198033321,0
3,A140,0,-1,1,15272.7898731287,10272.7898731287,0
3,A140,0,0,-1,9002.21425137455,4002.21425137455,0
3,A140,0,0,0,1199.74583982989,-3800.25416017011,0
3,A140,0,0,1,11038.0668023312,6038.06680233125,0
3,A140,0,1,-1,13023.8500318315,8023.85003183145,0
3,A140,0,1,0,9487.89746488516,4487.89746488516,0
3,A140,0,1,1,14505.8514729992,9505.85147299917,0
3,A140,1,-1,-1,17258.7472949689,12258.7472949689,0
3,A140,1,-1,0,14773.7566936826,9773.75669368264,0
3,A140,1,-1,1,18402.8099891476,13402.8099891476,0
3,A140,1,0,-1,13654.4925359963,8654.49253599634,0
3,A140,1,0,0,10336.5707595952,5336.57075959516,0
3,A140,1,0,1,15074.6218433716,10074.6218433716,0
3,A140,1,1,-1,16583.9070981348,11583.9070981348,0
3,A140,1,1,0,13979.4672034417,8979.46720344172,0
3,A140,1,1,1,17771.4667921542,12771.4667921542,0
3,A141,-1,-1,-1,14860.5544375768,9860.55443757683,0
3,A141,-1,-1,0,11026.1451075463,6026.14510754629,0
3,A141,-1,-1,1,14910.2539774864,9910.25397748642,0
3,A141,-1,0,-1,11150.0573660911,6150.05736609106,0
3,A141,-1,0,0,5006.35366385598,6.35366385597536,0
3,A141,-1,0,1,11216.2103559129,6216.21035591286,0
3,A141,-1,1,-1,15093.4250699455,10093.4250699455,0
3,A141,-1,1,0,11338.0456024194,6338.04560241938,0
3,A141,-1,1,1,15142.3603121516,10142.3603121516,0
3,A141,0,-1,-1,14858.4151639595,9858.41516395945,0
3,A141,0,-1,0,11023.261718977,6023.26171897696,0
3,A141,0,-1,1,14908.1218356152,9908.12183561515,0
3,A141,0,0,-1,11147.2060292935,6147.2060292935,0
3,A141,0,0,0,5000,4.54747350886464e-12,1
