Scope,Group,MediumID,PieceIndex,LeftContact,RightContact,DirectElectrodeCharged,ActivatedByGeometry,InheritedFromSameMedium,PieceCharged,ChargeSource
UNIQUE_ONLY_LOWER_BOUND,3,A100,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A101,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A102,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A102,2,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A102,3,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A103,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A104,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A104,2,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A105,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A105,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A106,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A107,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A108,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A109,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A109,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A110,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A110,2,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A110,3,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A111,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A112,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A112,2,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A113,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A114,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A115,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A116,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A117,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A118,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A118,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A119,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A120,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A121,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A121,2,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A122,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A123,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A123,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A123,3,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A124,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A124,2,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A124,3,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A125,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A126,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A127,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A127,2,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A128,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A130,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A130,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A130,3,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A131,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A132,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A132,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A133,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A133,2,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A133,3,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A134,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A134,2,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A134,3,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A134,4,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A135,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A135,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A136,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A137,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A138,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A138,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A139,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A139,2,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A139,3,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A140,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A140,2,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A141,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A142,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A142,2,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A142,3,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A143,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A143,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A144,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A145,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A145,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A146,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A146,2,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A146,3,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A147,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A147,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A148,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A148,2,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A149,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A150,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A150,2,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A151,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A152,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A152,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A153,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A153,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A154,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A155,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A156,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A156,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A157,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A158,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A158,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A159,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A159,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A160,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A161,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A161,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A162,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A162,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A163,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A163,2,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A164,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A165,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A165,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A166,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A166,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A167,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A167,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A168,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A168,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A169,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A169,2,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A169,3,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A170,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A171,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A172,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A173,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A173,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A174,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A174,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A175,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A176,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A177,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A177,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A178,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A178,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A178,3,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A178,4,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A179,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A179,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A180,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A181,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A182,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A182,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A183,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A184,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A185,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A185,2,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A186,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A187,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A187,2,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A188,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A188,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A189,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A189,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A190,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A191,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A192,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A192,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A193,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A194,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A195,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A195,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A196,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A196,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A197,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A197,2,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A197,3,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A198,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A198,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A200,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A200,2,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A200,3,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A201,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A201,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A201,3,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A202,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A203,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A204,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A204,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A205,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A206,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A207,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A207,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A208,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A208,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A208,3,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A209,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A209,2,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A209,3,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A210,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A210,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A211,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A212,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A212,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A213,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A213,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A214,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A215,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A215,2,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A215,3,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A216,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A217,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A217,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A218,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A218,2,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A219,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A219,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A220,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A221,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A222,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A223,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A224,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A224,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A225,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A226,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A226,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A226,3,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A227,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A227,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A228,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A229,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A230,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A230,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A231,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A231,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A233,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A235,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A235,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A237,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A237,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A237,3,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A238,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A239,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A239,2,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A240,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A241,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A241,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A242,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A243,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A243,2,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A245,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A246,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A246,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A247,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A248,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A249,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A249,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A250,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A251,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A251,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A252,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A252,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A253,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A254,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A254,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A255,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A256,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A256,2,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A256,3,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A257,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A258,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A258,2,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A259,1,0,0,0,0,0,0,UNCHARGED
