Scope,Group,EdgeType,NodeA,NodeB,AxisDistance,ExactDistance
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A50-1,A498-2,1.86869659560443e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A50-2,A498-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A51-1,A472-2,5.31417567459368e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A51-2,A389-1,20.8329026941698,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A51-2,A472-1,5.6843418860808e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A51-2,A483-1,12.8643192195553,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A51-2,A487-1,32.74512590036,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A53-1,A500-2,3.08424659266405e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A53-2,A377-1,15.6777169719673,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A53-2,A500-1,4.68742840168677e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A54-1,A447-2,1.46654987891644e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A54-2,A447-1,7.105427357601e-15,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A55-1,A479-2,6.55057205717091e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A55-2,A305-1,28.9465780159887,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A55-2,A380-1,1.59413842748961,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A55-2,A479-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A57-1,A155-1,34.2879407896581,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A57-1,A502-2,1.98402261579517e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A57-2,A502-1,2.8421709430404e-14,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A58-1,A429-2,1.0247593068766e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A58-2,A59-2,36.7791838301883,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A58-2,A429-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A58-2,A499-1,36.7791838301883,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A59-1,A499-2,3.20951453738715e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A59-2,A429-1,36.7791838301885,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A59-2,A499-1,5.6843418860808e-14,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A60-1,A531-2,1.87497136067471e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A60-2,A531-1,2.0495186137532e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A61-1,A507-2,6.95258351500832e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A61-2,A507-1,1.13686837721616e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A62-1,A461-2,1.12710623950116e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A62-2,A461-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A63-1,A264-1,56.7649958244215,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A64-1,A518-3,2.83525035761692e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A64-2,A518-2,4.07373428678714e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A64-3,A518-1,3.37441226285042e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A65-1,A122-1,13.950579506539,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A65-1,A497-2,1.46174926707731e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A65-2,A497-1,2.27373675443232e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A66-1,A444-2,6.85994329685199e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A66-2,A444-1,1.01684598917008e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A67-1,A96-1,22.7309740671359,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A67-1,A121-2,22.7309740671379,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A68-1,A517-2,9.0309506527922e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A68-2,A517-1,2.27373675443232e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A69-1,A374-2,2.34371420084339e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A69-2,A374-1,1.13686837721616e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A70-1,A522-2,5.4758832351546e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A70-2,A522-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A71-1,A478-2,2.17709552154444e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A71-2,A478-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A72-1,A183-1,15.2232950846471,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A72-1,A489-2,2.22829102089926e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A72-2,A489-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A74-1,A386-2,6.62122137262533e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A74-2,A386-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A75-1,A515-2,1.64276497054638e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A75-2,A515-1,2.27373675443232e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A77-1,A205-1,31.4649037375362,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A77-1,A523-2,4.02479605465845e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A77-2,A523-1,5.6843418860808e-14,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A78-1,A388-2,5.77009702303691e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A78-2,A379-1,28.7476065262067,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A78-2,A388-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A79-1,A122-1,60.7906647820023,0.790664782046076
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A79-1,A181-1,7.16867298121415,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A79-1,A501-2,1.4795021784264e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A79-2,A501-1,5.08422994585042e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A82-1,A459-2,8.1633166114517e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A82-2,A459-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A83-1,A463-2,1.47792889038101e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A83-2,A463-1,1.13686837721616e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A84-1,A514-2,4.19065166679165e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A84-2,A514-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A87-1,A424-3,2.95161881338292e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A87-2,A424-2,5.6843418860808e-14,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A87-3,A424-1,3.30682650221512e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A89-1,A438-3,6.53081161378626e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A89-2,A438-2,4.65977371548415e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A89-3,A438-1,2.79665143762428e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A90-1,A422-2,6.76030538093915e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A90-2,A422-1,4.54747350886464e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A92-1,A96-2,42.9687490304344,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A92-1,A112-2,49.0382103498345,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A92-1,A117-1,55.1530698039645,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A92-1,A121-1,42.9687490304333,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A92-1,A132-1,49.0382103498348,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A92-1,A140-2,7.6127748992727e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A92-2,A140-1,1.70530256582424e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A94-1,A128-1,55.5243012508299,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A94-1,A181-1,22.7884022180745,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A94-1,A525-2,41.4321392304705,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A95-1,A109-1,13.5722455829446,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A95-1,A126-1,23.1958774985909,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A96-1,A121-2,4.63753123184941e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A96-2,A121-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A96-2,A128-1,45.7108805479045,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A96-2,A140-2,42.9687490304342,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A96-2,A161-1,56.4579456145748,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A97-1,A190-1,48.2581123327412,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A97-1,A525-2,35.5663310110342,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A99-1,A524-3,6.35427050496315e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A99-2,A505-2,28.360981778501,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A99-2,A524-2,1.13686837721616e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A99-3,A464-1,27.4840681665253,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A99-3,A524-1,5.60650187523513e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A100-1,A209-2,42.938365603714,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A100-1,A519-2,42.9383656037192,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A101-1,A274-1,44.0259653595712,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A102-1,A455-3,4.31411216618705e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A102-2,A455-2,1.01684598917008e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A102-3,A455-1,2.03369197834017e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A103-1,A249-1,38.5714471837552,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A104-1,A135-2,1.97173752791776e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A104-2,A115-1,36.9974063222651,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A104-2,A135-1,2.27373675443232e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A104-2,A505-2,3.50174297594384,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A105-1,A215-1,6.31648127031268,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A105-1,A258-2,7.55483039294456e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A105-1,A297-3,6.31648127030785,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A105-2,A258-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A106-1,A485-2,50.5851739741869,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A106-1,A490-2,6.47117067564082,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A107-1,A505-2,39.5970938475645,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A108-1,A128-1,60.6696381011174,0.669638101117926
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A109-1,A113-1,2.32680964221322,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A110-1,A112-2,3.42359142128044,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A110-1,A132-1,3.42359142128216,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A110-1,A435-3,1.18268552382511e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A110-2,A435-2,3.28710309413531e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A110-3,A435-1,4.89810871033969e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A112-1,A132-2,3.92672428442223e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A112-2,A132-1,9.25343817704044e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A112-2,A140-2,49.0382103498345,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A112-2,A181-1,53.9177421384,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A112-2,A435-3,3.42359142127944,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A114-1,A402-2,26.1902684564578,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A115-1,A135-1,36.9974063222664,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A117-1,A140-2,55.153069803965,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A117-1,A164-1,21.9846553771493,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A117-1,A184-1,48.4200721197756,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A118-1,A138-1,12.0332470979632,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A118-1,A187-2,12.0332470979715,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A119-1,A123-1,4.84064581963682,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A119-1,A130-3,4.84064581964749,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A119-1,A520-2,17.7595591183732,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A121-1,A128-1,45.7108805478988,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A121-1,A140-2,42.9687490304326,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A121-1,A161-1,56.4579456145655,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A122-1,A497-2,13.9505795065353,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A122-1,A501-2,60.7906647819984,0.790664782042497
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A123-1,A130-3,1.04888045777177e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A123-2,A130-2,1.07996512152003e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A123-3,A130-1,1.15759776793837e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A124-1,A161-1,38.9206120522944,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A124-1,A215-2,28.8452418445681,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A124-1,A297-2,28.8452418445643,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A124-1,A526-3,3.62723374357633e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A124-2,A526-2,1.35892631055721e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A124-3,A526-1,9.931832058938e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A127-1,A143-2,4.04228255719341e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A127-2,A143-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A127-2,A456-2,60.6514112062575,0.6514112062749
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A131-1,A156-1,5.72609773096749,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A131-1,A290-2,5.72609773096357,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A131-1,A498-2,41.2301921852822,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A132-1,A140-2,49.0382103498344,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A132-1,A181-1,53.9177421384113,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A132-1,A435-3,3.42359142128111,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A133-1,A148-2,54.4160424816577,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A133-1,A169-1,26.8453359492081,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A133-1,A481-3,26.8453359492109,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A133-1,A528-3,5.06025549499527e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A133-2,A528-2,1.30239673049979e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A133-3,A528-1,5.06895430808253e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A134-1,A159-1,55.2039734156119,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A134-1,A208-3,20.5379092753283,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A134-1,A237-1,20.5379092753271,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A135-1,A505-2,3.50174297594275,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A136-1,A231-2,11.2236678179823,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A136-1,A235-1,11.2236678179846,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A137-1,A180-1,7.53658641222595,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A137-1,A186-1,52.097267385145,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A138-1,A187-2,5.6260168982453e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A138-1,A491-2,23.0869297094133,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A138-2,A187-1,2.27373675443232e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A139-1,A510-3,7.00074648118091e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A139-2,A510-2,6.3664629124105e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A139-3,A510-1,4.21715344395839e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A142-1,A471-3,1.64154503208477e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A142-2,A471-2,1.30219823979827e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A142-3,A471-1,1.06841436031307e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A143-1,A456-2,60.6514112062547,0.651411206271526
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A144-1,A336-1,53.8285791666457,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A145-1,A173-2,3.77741519647228e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A145-2,A167-1,18.2483834819246,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A145-2,A173-1,4.54747350886464e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A145-2,A179-2,18.2483834819263,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A146-1,A160-1,31.5701422800904,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A146-1,A508-3,1.63961489100256e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A146-2,A508-2,1.13686837721616e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A146-3,A508-1,7.33258070640527e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A147-1,A349-2,2.12031286116594e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A147-2,A349-1,2.8421709430404e-14,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A148-2,A528-3,54.4160424816521,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A150-1,A227-2,6.57420618827062e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A150-2,A227-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A150-2,A281-1,12.7696251985423,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A150-2,A310-2,12.7696251985409,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A152-1,A189-2,1.4897748088407e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A152-2,A189-1,4.54747350886464e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A153-1,A162-2,6.35935351553917e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A153-2,A162-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A153-2,A176-1,59.2145835836096,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A154-1,A249-1,32.9887207968254,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A155-1,A502-2,34.2879407896595,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A156-1,A290-2,1.69728775703669e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A156-1,A504-2,57.7531825989878,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A156-2,A290-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A157-1,A159-2,34.7116024618233,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A157-1,A161-1,15.5351113918957,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A157-1,A185-2,19.958185620238,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A157-1,A195-1,19.9581856202438,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A158-1,A207-1,3.98828098974878,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A159-1,A208-3,58.7907034037696,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A159-1,A237-1,58.7907034037699,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A160-1,A190-1,14.2839426819517,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A160-1,A508-3,31.5701422800769,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A161-1,A526-3,38.9206120522771,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A162-1,A176-1,59.2145835836163,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A163-1,A272-2,5.32753552482062e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A163-2,A249-1,13.4521797025604,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A163-2,A272-1,2.54211497292521e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A165-1,A209-1,6.62456547988498,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A165-1,A239-2,5.91171556152403e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A165-1,A519-3,6.6245654799003,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A165-2,A239-1,4.54747350886464e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A166-1,A361-2,2.16817222994748e-11,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A166-2,A361-1,2.27373675443232e-13,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A167-1,A173-1,18.248383481925,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A167-1,A179-2,5.62491408202413e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A167-2,A179-1,0,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A169-1,A481-3,5.39054266193979e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A169-1,A528-3,26.8453359491995,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A169-2,A481-2,6.39987226579141e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A169-3,A481-1,7.81385109687089e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A170-1,A193-1,9.13840450970887,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A170-1,A277-2,25.1528675746994,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A170-1,A355-1,25.1528675746991,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A172-1,A316-1,60.6787506389012,0.678750639256177
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A173-1,A179-2,18.2483834819258,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A174-1,A209-1,41.4831763720655,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A174-1,A218-2,9.53886090583321e-12,0
UNIQUE_ONLY_LOWER_BOUND,3,PIECE_PIECE,A174-1,A519-3,41.4831763720838,0
