Group,MediumID,ExcelRow,RawLength,BoundaryEndpointCount,P1BoundaryAxes,P2BoundaryAxes,HasAbs500Coordinate,Classification,Status,InteriorPointXYZ,BoundaryPointXYZ,ObservedDirectionXYZ,MissingLength,OriginalStartXYZ,OriginalEndXYZ,ForwardPieceCount,BoundaryEventSequence,ObservedPieceMatched,MatchedPieceIndex,MatchedPieceTranslationXYZ,ReplayError,PhysicalCandidateCount,IsUniquelyReconstructed,Reason
3,A88,90,827.249017764548,2,"X-5000","Z-5000",0,"AMBIGUOUS_TWO_BOUNDARY_RETAINED","AMBIGUOUS_TWO_BOUNDARY_RETAINED","NaN;NaN;NaN","NaN;NaN;NaN","0.906197431044029;-0.275428997010861;-0.32085056268424",4172.75098223545,"NaN;NaN;NaN","NaN;NaN;NaN",0,"NONE",0,0,"NaN;NaN;NaN",Inf,0,0,"Missing length may lie on both sides; no unique a/b split is selected."
3,A89,91,2066.89184897457,1,"X-5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-3023.20894546589;4221.01331886411;-899.307553840379","-5000;4590.6972436687;-422.156804273222","-0.956407591192951;0.178859830033196;0.230854241262736",2933.10815102543,"-3023.20894546589;4221.01331886411;-899.307553840379","-7805.24690143064;5115.31246903009;254.963652473301",3,"X>Y",1,1,"-0;-0;-0",5.6843418860808e-14,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A90,92,1594.67885104065,1,"X-5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-3460.34701963225;4970.55812487301;4265.37900658388","-5000;4726.03596082898;3929.70319677292","-0.965494073846287;-0.153336305855226;-0.210497436265557",3405.32114895935,"-3460.34701963225;4970.55812487301;4265.37900658388","-8287.81738886369;4203.87659559688;3212.89182525609",2,"X",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A91,93,661.256218116935,2,"X-5000","Y+5000",0,"AMBIGUOUS_TWO_BOUNDARY_RETAINED","AMBIGUOUS_TWO_BOUNDARY_RETAINED","NaN;NaN;NaN","NaN;NaN;NaN","0.961290656234241;0.124409566810535;0.245850633358463",4338.74378188307,"NaN;NaN;NaN","NaN;NaN;NaN",0,"NONE",0,0,"NaN;NaN;NaN",Inf,0,0,"Missing length may lie on both sides; no unique a/b split is selected."
3,A92,94,3800.25416017011,1,"NONE","Z+5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-4995.91838936805;1956.76737973369;1769.17430952256","-4139.83987317681;148.224702947496;5000","0.225268753117534;-0.475900453117389;0.850160424620869",1199.7458398299,"-4995.91838936805;1956.76737973369;1769.17430952256","-3869.57462378038;-422.734885853253;6019.9764326269",2,"Z",1,1,"-0;-0;-0",1.4210854715202e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A93,95,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.99996903940683;0.00246804011938938;0.0074718810048872",0,"-4902.46883794863;-94.4166207700482;672.934600297983","97.3763590855169;-82.0764201731013;710.294005322419",1,"NONE",1,1,"-0;-0;-0",2.8421709430404e-14,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A94,96,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.377154978103316;0.920120594049948;0.105509311897374",0,"-4897.9224016491;-4362.03473939685;1312.21633831054","-3012.14751113252;238.568230852889;1839.76289779741",1,"NONE",1,1,"-0;-0;-0",4.2632564145606e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A95,97,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.917420828911057;-0.393094937335835;0.0617688669240889",0,"-4845.08073283386;1462.43827903822;-85.8584979188063","-257.976588278578;-503.036407640955;222.985836701638",1,"NONE",1,1,"-0;-0;-0",2.34371420084339e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A96,98,1531.44317552721,1,"NONE","Z-5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-4833.38316603981;1700.44016001606;-4028.8396946924","-4383.69077915118;605.021236298684;-5000","0.293639616588333;-0.715285386504966;-0.634147137044944",3468.55682447279,"-4833.38316603981;1700.44016001606;-4028.8396946924","-3365.18508309815;-1875.98677250877;-7199.57537991712",2,"Z",1,1,"-0;-0;-0",2.27373675443232e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A97,99,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.422199172672252;-0.077235410554296;0.903206814606364",0,"-4801.86959698975;-3582.07213390288;-1984.64462751909","-2690.87373362849;-3968.24918667436;2531.38944551273",1,"NONE",1,1,"-0;-0;-0",0,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A98,100,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.992644640968302;0.0885602741932339;-0.0825451064069239",0,"-4779.75109652657;-2344.06989304822;-3220.67869193697","183.472108314943;-1901.26852208205;-3633.40422397159",1,"NONE",1,1,"-0;-0;-0",3.97903932025656e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A99,101,1302.20977112235,1,"Y+5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-4462.99576928441;3736.72009258158;-1511.05478779547","-4778.60000563849;5000;-1494.68012704236","-0.242360519290274;0.970104767628664;0.0125745184195608",3697.79022887765,"-4462.99576928441;3736.72009258158;-1511.05478779547","-5674.79836573578;8587.2439307249;-1448.18219569767",3,"Y>X",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A100,102,4999.99999999999,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.322457519641918;-0.737010076612443;0.594001090064743",0,"-4745.53953435397;3309.54611875961;-4101.31881632114","-3133.25193614438;-375.504264302602;-1131.31336599743",1,"NONE",1,1,"-0;-0;-0",2.27373675443232e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A101,103,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.982041146626879;0.188053235239092;0.015204178632058",0,"-4741.19356786378;-378.567447110398;1578.804023168","169.012165270613;561.698729085063;1654.82491632829",1,"NONE",1,1,"-0;-0;-0",2.8421709430404e-14,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A102,104,1190.15021507902,1,"Y-5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-3894.04947168852;-4160.76206070917;3732.52092145894","-4737.93168805124;-5000;3732.66449817433","-0.709055214771093;-0.705152953516129;0.000120637473800522",3809.84978492098,"-3894.04947168852;-4160.76206070917;3732.52092145894","-7439.32554554398;-7686.52682828981;3733.12410882794",3,"Y>X",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A103,105,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.888926217301974;0.082191371891182;0.450615976835985",0,"-4677.06527617311;1542.78684951119;-2987.78613940108","-232.43418966324;1953.7437089671;-734.706255221154",1,"NONE",1,1,"-0;-0;-0",4.41223582363933e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A104,106,3905.22827248758,1,"NONE","Y+5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-4668.25542612177;2564.41390693882;1131.01493516207","-4242.63293207097;5000;-1891.82706138378","0.108987865587607;0.623673169176802;-0.774050013373568",1094.77172751242,"-4668.25542612177;2564.41390693882;1131.01493516207","-4123.31609818373;5682.77975282283;-2739.23513170577",2,"Y",1,1,"-0;-0;-0",2.27373675443232e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A105,107,2910.80889568809,1,"NONE","Z-5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-4645.06298240691;-4013.03042006628;-4280.17502219044","-1825.07983650809;-4061.56376308928;-5000","0.968797075643195;-0.0166734900030348;-0.247293794819669",2089.19110431191,"-4645.06298240691;-4013.03042006628;-4280.17502219044","198.922395809063;-4096.39787008145;-5516.64399628879",2,"Z",1,1,"-0;-0;-0",4.54747350886464e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A106,108,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.662485798871878;0.183953955567216;-0.726136012413834",0,"-4642.45937836692;-4593.49833680742;3474.40935702149","-1330.03038400753;-3673.72855897134;-156.270705047679",1,"NONE",1,1,"-0;-0;-0",3.0212691549237e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A107,109,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.995319739141284;-0.019214489380148;-0.094707023359338",0,"-4628.93500514492;-4623.92424534162;-3379.01806989156","347.663690561501;-4719.99669224236;-3852.55318668825",1,"NONE",1,1,"-0;-0;-0",3.97903932025656e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A108,110,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.730700144172043;-0.682698266452697;-0.000613424354857944",0,"-4571.84128933919;-731.76490888297;4020.15092057908","-918.340568478979;-4145.25624114645;4017.08379880479",1,"NONE",1,1,"-0;-0;-0",1.13686837721616e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A109,111,4814.48425745186,1,"NONE","Y+5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-4565.75792650676;973.668456715803;-249.852342702499","-3598.81024182215;5000;2206.34902198435","0.200841384658797;0.836295504975895;0.510169154854986",185.515742548142,"-4565.75792650676;973.668456715803;-249.852342702499","-3561.55100321278;5155.14598159528;2300.99343157243",2,"Y",1,1,"-0;-0;-0",4.54747350886464e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A110,112,1080.12043594506,1,"Z+5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-3643.57413195483;34.8532008198337;4432.91700378619","-4554.82293054323;156.107720828442;5000","-0.843654807615128;0.112260185043639;0.52501830105421",3919.87956405494,"-3643.57413195483;34.8532008198337;4432.91700378619","-7861.84817003047;596.154126038027;7058.00850905724",3,"Z>X",1,1,"-0;-0;-0",2.8421709430404e-14,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A111,113,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.823855943946944;-0.52871385992444;-0.204262179433908",0,"-4537.55944532078;2428.70864022709;-631.52951422848","-418.27972558606;-214.860659395111;-1652.84041139802",1,"NONE",1,1,"-0;-0;-0",4.44870120261911e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A112,114,705.212623967009,1,"NONE","Z-5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-4531.87720662466;656.546568365086;-4461.362601052","-4275.03899601177;280.742455792943;-5000","0.364199678060365;-0.532894760814327;-0.763794323360267",4294.78737603299,"-4531.87720662466;656.546568365086;-4461.362601052","-2710.87881632283;-2007.92723570655;-8280.33421785333",2,"Z",1,1,"-0;-0;-0",5.6843418860808e-14,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A113,115,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.882566979219149;-0.018799395123046;0.469810717135097",0,"-4518.7611476125;2882.08375528358;694.061209470425","-105.926251516752;2788.08677966835;3043.11479514591",1,"NONE",1,1,"-0;-0;-0",4.54969341307734e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A114,116,5000.00000000001,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.136855005795456;0.987192377895532;0.0819872942210559",0,"-4464.31365797202;-3357.94869264603;1667.83281348784","-3780.03862899474;1578.01319683164;2077.76928459312",1,"NONE",1,1,"-0;-0;-0",4.54747350886464e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A115,117,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.51224573503553;0.855495878070705;-0.075704091976214",0,"-4463.68735379139;-4886.22789661029;-2725.99859426592","-1902.45867861374;-608.74850625676;-3104.51905414699",1,"NONE",1,1,"-0;-0;-0",3.21554935538437e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A116,118,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.966242744340918;-0.037474019693878;-0.254893422544628",0,"-4437.424910375;-1542.88317408878;3661.64513403437","393.788811329587;-1730.25327255817;2387.17802131123",1,"NONE",1,1,"-0;-0;-0",3.41060513164848e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A117,119,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.778845455950482;-0.0738977857359392;-0.622847391427958",0,"-4422.28950725118;715.442990850514;4148.53114128022","-528.062227498771;345.954062170818;1034.29418414043",1,"NONE",1,1,"-0;-0;-0",1.13686837721616e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A118,120,4833.7867686378,1,"Z-5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-1643.83896399538;2545.40656668242;-3320.95510371989","-4410.28259747553;-1045.28868406092;-5000","-0.572313957129671;-0.742832777407602;-0.347356012303637",166.213231362195,"-1643.83896399538;2545.40656668242;-3320.95510371989","-4505.40874964374;-1168.75732035559;-5057.73516523807",2,"Z",1,1,"-0;-0;-0",2.27373675443232e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A119,121,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.643729136350723;0.744282675035315;0.177921608174576",0,"-4403.60727755624;-4592.70038720672;-3723.58682101653","-1184.96159580262;-871.28701203014;-2833.97878014365",1,"NONE",1,1,"-0;-0;-0",2.27373675443232e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A120,122,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.814011537644226;0.111294309681544;0.570086654127766",0,"-4397.29493631101;1830.1361867125;-2506.42937971872","-327.237248089884;2386.60773512022;344.003890920108",1,"NONE",1,1,"-0;-0;-0",1.13686837721616e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A121,123,3468.55682447278,1,"Z+5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-3365.18508309814;-1875.98677250877;2800.42462008289","-4383.69077915118;605.021236298684;5000","-0.293639616588335;0.715285386504967;0.634147137044942",1531.44317552722,"-3365.18508309814;-1875.98677250877;2800.42462008289","-4833.38316603981;1700.44016001606;5971.1603053076",2,"Z",1,1,"-0;-0;-0",2.27373675443232e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A122,124,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.958325615479638;0.276641768556054;-0.071283564766024",0,"-4367.72812969583;2076.92333379447;1425.12626491372","423.899947702362;3460.13217657474;1068.7084410836",1,"NONE",1,1,"-0;-0;-0",2.8421709430404e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A123,125,2099.37127947342,1,"NONE","Y-5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-4366.88748213927;-3819.61253713339;-2675.94087134222","-4310.41849023409;-5000;-4411.12283861205","0.0268980491718186;-0.562257602744134;-0.82652458106651",2900.62872052658,"-4366.88748213927;-3819.61253713339;-2675.94087134222","-4232.39723628018;-6630.90055085406;-6808.56377667477",3,"Y>Z",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A124,126,3722.62738277933,1,"Y-5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-785.813656439914;-4536.86953991139;3990.21097830275","-4364.3405761474;-5000;3075.00067848884","-0.961290656234237;-0.124409566810534;-0.245850633358477",1277.37261722067,"-785.813656439914;-4536.86953991139;3990.21097830275","-5592.2669376111;-5158.91737396406;2760.95781151036",3,"Y>X",1,1,"-0;-0;-0",1.01684598917008e-12,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A125,127,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.987573473666023;0.11387265176612;-0.108312756824746",0,"-4326.70685705914;-3313.35506887951;-3148.29031733543","611.160511270979;-2743.99181004891;-3689.85410145916",1,"NONE",1,1,"-0;-0;-0",4.54747350886464e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A126,128,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.921864133138931;0.36612465742356;-0.126961629079369",0,"-4325.93534522974;-1636.01576929022;687.287707327499","283.385320464921;194.607517827582;52.4795619306548",1,"NONE",1,1,"-0;-0;-0",3.08165915075185e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A127,129,2212.29056922531,1,"NONE","Y+5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-4314.49442587369;3019.10780590509;406.19185737708","-4052.34173484081;5000;1355.7031235774","0.118498308802482;0.895403262867304;0.429198261480098",2787.70943077469,"-4314.49442587369;3019.10780590509;406.19185737708","-3722.00288186128;7496.12412024161;2552.18316477757",2,"Y",1,1,"-0;-0;-0",2.27373675443232e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A128,130,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.291168724768884;-0.376329454735172;0.879543583465419",0,"-4313.76832575146;-563.93752595661;-133.083517332063","-2857.92470190704;-2445.58479963247;4264.63439999503",1,"NONE",1,1,"-0;-0;-0",0,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A129,131,712.473863303729,2,"Y+5000","Z-5000",0,"AMBIGUOUS_TWO_BOUNDARY_RETAINED","AMBIGUOUS_TWO_BOUNDARY_RETAINED","NaN;NaN;NaN","NaN;NaN;NaN","0.0268980491718343;-0.562257602744139;-0.826524581066506",4287.52613669627,"NaN;NaN;NaN","NaN;NaN;NaN",0,"NONE",0,0,"NaN;NaN;NaN",Inf,0,0,"Missing length may lie on both sides; no unique a/b split is selected."
3,A130,132,2188.15485722285,1,"Z+5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-4232.39723628016;3369.09944914594;3191.43622332523","-4291.2543332253;4599.40615360099;5000","-0.0268980491718215;0.562257602744132;0.826524581066511",2811.84514277715,"-4232.39723628016;3369.09944914594;3191.43622332523","-4366.88748213927;6180.3874628666;7324.05912865779",3,"Z>Y",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A131,133,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.7685273389592;-0.341520524352923;-0.54104478624047",0,"-4283.65344231607;782.214621001764;4731.05726019267","-441.016747520069;-925.388000762852;2025.83332899032",1,"NONE",1,1,"-0;-0;-0",3.21554935538437e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A132,134,4294.78737603298,1,"Z+5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-2710.87881632285;-2007.92723570653;1719.66578214666","-4275.03899601177;280.742455792943;5000","-0.364199678060362;0.532894760814324;0.76379432336027",705.21262396702,"-2710.87881632285;-2007.92723570653;1719.66578214666","-4531.87720662466;656.54656836509;5538.63739894801",2,"Z",1,1,"-0;-0;-0",2.27373675443232e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A133,135,3580.19427244057,1,"Z-5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-1005.2872507959;82.0158712142527;-3886.8719212006","-4262.20940972175;-903.476370917789;-5000","-0.909705426880549;-0.275262225214456;-0.310912758943831",1419.80572755943,"-1005.2872507959;82.0158712142527;-3886.8719212006","-5553.81438519865;-1294.29525485803;-5441.43571591975",3,"Z>X",1,1,"-0;-0;-0",9.71340767286794e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A134,136,2651.71788614618,1,"Z+5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-1847.3691289889;3625.09710343992;4149.19482415013","-4250.34906526807;4355.45710117692;5000","-0.906197431044029;0.27542899701086;0.320850562684242",2348.28211385382,"-1847.3691289889;3625.09710343992;4149.19482415013","-6378.35628420904;5002.24208849422;5753.44763757134",4,"Z>X>Y",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A135,137,1094.77172751241,1,"Y-5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-4123.31609818374;-4317.22024717717;-2739.23513170577","-4242.63293207097;-5000;-1891.82706138378","-0.108987865587602;-0.623673169176802;0.774050013373569",3905.22827248758,"-4123.31609818374;-4317.22024717717;-2739.23513170577","-4668.25542612175;-7435.58609306118;1131.01493516208",2,"Y",1,1,"-0;-0;-0",2.27373675443232e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A136,138,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.995355821821694;0.0710167637024519;0.0649877468365419",0,"-4224.87904616298;1018.43605070981;1905.69831751946","751.900062945494;1373.51986922207;2230.63705170217",1,"NONE",1,1,"-0;-0;-0",0,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A137,139,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.931288941202282;0.225383735116894;0.286187141463572",0,"-4223.07600315043;-1771.37115843877;1892.94507460088","433.368702860982;-644.452482854297;3323.88078191874",1,"NONE",1,1,"-0;-0;-0",1.13686837721616e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A138,140,4297.11991408837,1,"NONE","Z-5000",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-4210.6959543032;-1730.15353464306;-1888.43185450096","-3056.33359422777;999.467459856282;-5000","0.26863629201754;0.6352210431806;-0.72410549570599",702.880085911632,"-4210.6959543032;-1730.15353464306;-1888.43185450096","-2867.5144942155;1445.95168125994;-5508.95933303091",2,"Z",1,1,"-0;-0;-0",4.54747350886464e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A139,141,1038.93321006507,1,"Y-5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-3677.69359568689;-4165.76205010203;-4693.74497614987","-4149.95874864043;-5000;-4293.25167629091","-0.454567385447193;-0.802975534727317;0.385485126453774",3961.06678993493,"-3677.69359568689;-4165.76205010203;-4693.74497614987","-5950.53052292286;-8180.63972373862;-2766.319343881",3,"Y>X",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A140,142,1199.74583982989,1,"Z-5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-3869.57462378038;-422.734885853251;-3980.0235673731","-4139.83987317681;148.224702947496;-5000","-0.225268753117536;0.475900453117389;-0.850160424620868",3800.25416017011,"-3869.57462378038;-422.734885853251;-3980.0235673731","-4995.91838936806;1956.76737973369;-8230.82569047744",2,"Z",1,1,"-0;-0;-0",1.4210854715202e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A141,143,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.999364229923958;0.0348770107493721;0.00739797740482599",0,"-4102.31621428781;4431.47429291086;-2415.60705080457","894.504935331985;4605.85934665772;-2378.61716378044",1,"NONE",1,1,"-0;-0;-0",4.54747350886464e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
3,A142,144,1487.55370187422,1,"Z-5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-2821.0453594091;-1019.01073215131;-4238.45116819516","-4085.87573408055;-1200.84449151643;-5000","-0.850275437503768;-0.122236769762343;-0.511947118847098",3512.44629812578,"-2821.0453594091;-1019.01073215131;-4238.45116819516","-7072.42254692794;-1630.19458096303;-6798.18676243065",3,"Z>X",1,1,"-0;-0;-0",0,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A143,145,2787.70943077468,1,"Y-5000","NONE",0,"RETAINED_SINGLE_BOUNDARY_UNIQUE","RETAINED_SINGLE_BOUNDARY_UNIQUE","-3722.00288186128;-2503.8758797584;2552.18316477757","-4052.34173484081;-5000;1355.7031235774","-0.118498308802482;-0.895403262867303;-0.429198261480099",2212.29056922532,"-3722.00288186128;-2503.8758797584;2552.18316477757","-4314.49442587369;-6980.89219409491;406.191857377074",2,"Y",1,1,"-0;-0;-0",2.27373675443232e-13,1,1,"Unique retained part replayed as a zero-translation GeometryPiece."
3,A144,146,5000,0,"NONE","NONE",0,"DIRECT_FULL","DIRECT_FULL","NaN;NaN;NaN","NaN;NaN;NaN","0.871431125051796;0.178284385694543;-0.456970975126956",0,"-4012.39270998318;-1834.8453603863;3726.07429706474","344.762915275798;-943.423431913583;1441.21942142996",1,"NONE",1,1,"-0;-0;-0",2.8421709430404e-13,1,1,"Observed segment is already a complete 5000 nm Medium."
