Group,MediumID,ExcelRow,EndpointStatus,PieceCount,TotalPieceLength,BoundaryEventSequence
3,A405,407,UNIQUE,1,4999.99999999999,NONE
3,A406,408,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A407,409,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A408,410,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A409,411,UNIQUE,1,5000,NONE
3,A410,412,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A411,413,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A412,414,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A413,415,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A414,416,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A415,417,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A416,418,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A417,419,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A418,420,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A419,421,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A420,422,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A421,423,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A422,424,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A423,425,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A424,426,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A425,427,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A426,428,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A427,429,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A428,430,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A429,431,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A430,432,UNIQUE,1,5000,NONE
3,A431,433,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A432,434,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A433,435,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A434,436,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A435,437,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A436,438,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A437,439,UNIQUE,1,5000,NONE
3,A438,440,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A439,441,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A440,442,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A441,443,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A442,444,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A443,445,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A444,446,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A445,447,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A446,448,UNIQUE,1,5000,NONE
3,A447,449,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A448,450,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A449,451,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A450,452,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A451,453,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A452,454,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A453,455,UNIQUE,1,5000,NONE
3,A454,456,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A455,457,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A456,458,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A457,459,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A458,460,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A459,461,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A460,462,UNIQUE,1,5000,NONE
3,A461,463,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A462,464,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A463,465,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A464,466,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A465,467,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A466,468,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A467,469,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A468,470,UNIQUE,1,5000,NONE
3,A469,471,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A470,472,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A471,473,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A472,474,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A473,475,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A474,476,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A475,477,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A476,478,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A477,479,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A478,480,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A479,481,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A480,482,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A481,483,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A482,484,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A483,485,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A484,486,UNIQUE,1,5000,NONE
3,A485,487,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A486,488,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A487,489,UNIQUE,1,5000,NONE
3,A488,490,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A489,491,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A490,492,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A491,493,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A492,494,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A493,495,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A494,496,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A495,497,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A496,498,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A497,499,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A498,500,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A499,501,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A500,502,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A501,503,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A502,504,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A503,505,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A504,506,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A505,507,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A506,508,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A507,509,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A508,510,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A509,511,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A510,512,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A511,513,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A512,514,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A513,515,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A514,516,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A515,517,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A516,518,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A517,519,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A518,520,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A519,521,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A520,522,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A521,523,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A522,524,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A523,525,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A524,526,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A525,527,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A526,528,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A527,529,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A528,530,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A529,531,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A530,532,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A531,533,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A532,534,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A533,535,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A534,536,UNRESOLVED,0,NaN,NOT_UNIQUE
3,A535,537,UNRESOLVED,0,NaN,NOT_UNIQUE
