Group,MediumID,ExcelRow,RawLength,Explicit729ValidCount,Relative27ValidCount,PhysicalCandidateCount,Status,SelectedKx,SelectedKy,SelectedKz,UnwrappedLength,PieceCount,BoundaryEventSequence,MaxConsistencyError,NearestKx,NearestKy,NearestKz,NearestLengthError
3,A121,123,3468.55682447278,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1531.44317552722
3,A122,124,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.8421709430404e-13,0,0,0,1.81898940354586e-12
3,A123,125,2099.37127947342,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2900.62872052658
3,A124,126,3722.62738277933,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1277.37261722067
3,A125,127,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,2.72848410531878e-12
3,A126,128,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.8421709430404e-13,0,0,0,4.54747350886464e-12
3,A127,129,2212.29056922531,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2787.70943077469
3,A128,130,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,0
3,A129,131,712.473863303729,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4287.52613669627
3,A130,132,2188.15485722285,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2811.84514277715
3,A131,133,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.27373675443232e-13,0,0,0,1.81898940354586e-12
3,A132,134,4294.78737603298,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-705.21262396702
3,A133,135,3580.19427244057,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1419.80572755943
3,A134,136,2651.71788614618,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2348.28211385382
3,A135,137,1094.77172751241,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3905.22827248758
3,A136,138,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,4.54747350886464e-12
3,A137,139,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.13686837721616e-13,0,0,0,2.72848410531878e-12
3,A138,140,4297.11991408837,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-702.880085911632
3,A139,141,1038.93321006507,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3961.06678993493
3,A140,142,1199.74583982989,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3800.25416017011
3,A141,143,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,3.63797880709171e-12
3,A142,144,1487.55370187422,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3512.44629812578
3,A143,145,2787.70943077468,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2212.29056922532
3,A144,146,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.27373675443232e-13,0,0,0,0
3,A145,147,1225.26841466554,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3774.73158533446
3,A146,148,1759.84192786261,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3240.15807213739
3,A147,149,4332.51149395308,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-667.488506046919
3,A148,150,4804.00542169829,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-195.994578301714
3,A149,151,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.13686837721616e-13,0,0,0,-4.54747350886464e-12
3,A150,152,2116.56423481571,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2883.43576518429
3,A151,153,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.8421709430404e-13,0,0,0,-1.81898940354586e-12
3,A152,154,4015.66027169416,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-984.33972830584
3,A153,155,1820.96286391131,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3179.03713608869
3,A154,156,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,2.72848410531878e-12
3,A155,157,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.27373675443232e-13,0,0,0,3.63797880709171e-12
3,A156,158,3936.06202969232,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1063.93797030768
3,A157,159,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,2.72848410531878e-12
3,A158,160,4634.68646516899,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-365.313534831005
3,A159,161,4564.22118696735,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-435.778813032651
3,A160,162,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.27373675443232e-13,0,0,0,1.81898940354586e-12
3,A161,163,4997.38931275427,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2.61068724573033
3,A162,164,3179.03713608869,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1820.96286391131
3,A163,165,2193.43489022273,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2806.56510977727
3,A164,166,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.98951966012828e-13,0,0,0,-3.63797880709171e-12
3,A165,167,1714.28308421033,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3285.71691578967
3,A166,168,3983.39186299556,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1016.60813700444
3,A167,169,559.223064247723,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4440.77693575228
3,A168,170,4532.156821229,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-467.843178771
3,A169,171,1207.76384107211,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3792.23615892789
3,A170,172,4999.99999999999,27,1,1,UNIQUE,0,0,0,4999.99999999999,1,NONE,2.27373675443232e-13,0,0,0,-8.18545231595635e-12
3,A171,173,4999.99999999999,27,1,1,UNIQUE,0,0,0,4999.99999999999,1,NONE,4.54747350886464e-13,0,0,0,-7.27595761418343e-12
3,A172,174,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.27373675443232e-13,0,0,0,-9.09494701772928e-13
3,A173,175,3774.73158533446,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1225.26841466554
3,A174,176,2292.64918281482,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2707.35081718518
3,A175,177,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.27373675443232e-13,0,0,0,1.81898940354586e-12
3,A176,178,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,9.09494701772928e-13
3,A177,179,4323.19445208131,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-676.805547918692
3,A178,180,2584.56310279916,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2415.43689720084
3,A179,181,4440.77693575228,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-559.223064247717
3,A180,182,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.13686837721616e-13,0,0,0,1.81898940354586e-12
3,A181,183,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,-1.81898940354586e-12
3,A182,184,2301.16502332824,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2698.83497667176
3,A183,185,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,4.54747350886464e-12
3,A184,186,4999.99999999999,27,1,1,UNIQUE,0,0,0,4999.99999999999,1,NONE,2.27373675443232e-13,0,0,0,-5.45696821063757e-12
3,A185,187,1507.08805693065,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3492.91194306935
3,A186,188,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.13686837721616e-13,0,0,0,9.09494701772928e-13
3,A187,189,702.880085911635,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4297.11991408837
3,A188,190,4466.33871196905,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-533.661288030949
3,A189,191,984.339728305846,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4015.66027169415
3,A190,192,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,9.09494701772928e-13
3,A191,193,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,-1.81898940354586e-12
3,A192,194,4728.58759313997,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-271.412406860032
3,A193,195,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.27373675443232e-13,0,0,0,-2.72848410531878e-12
3,A194,196,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,-2.72848410531878e-12
3,A195,197,3492.91194306935,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1507.08805693065
3,A196,198,4540.804961644,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-459.195038356004
3,A197,199,2794.32269310754,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2205.67730689246
3,A198,200,3707.37065546017,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1292.62934453983
3,A199,201,715.989966532897,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4284.0100334671
3,A200,202,1489.68734035956,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3510.31265964044
3,A201,203,1662.79929088666,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3337.20070911334
3,A202,204,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.70530256582424e-13,0,0,0,2.72848410531878e-12
3,A203,205,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.4210854715202e-13,0,0,0,1.81898940354586e-12
3,A204,206,4384.08315640866,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-615.916843591337
3,A205,207,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,-9.09494701772928e-13
3,A206,208,5000.00000000001,27,1,1,UNIQUE,0,0,0,5000.00000000001,1,NONE,1.70530256582424e-13,0,0,0,6.3664629124105e-12
3,A207,209,4620.62460134513,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-379.375398654874
3,A208,210,2917.96802848347,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2082.03197151653
3,A209,211,1136.00195721934,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3863.99804278066
3,A210,212,2939.89401740938,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2060.10598259062
3,A211,213,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,-1.81898940354586e-12
3,A212,214,3696.90963175142,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1303.09036824858
3,A213,215,2801.99766413508,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2198.00233586492
3,A214,216,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,4.54747350886464e-12
3,A215,217,622.589126458353,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4377.41087354165
3,A216,218,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,-9.09494701772928e-13
3,A217,219,4123.50004025937,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-876.499959740629
3,A218,220,2707.35081718519,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2292.64918281481
3,A219,221,4587.0763405977,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-412.923659402301
3,A220,222,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,2.72848410531878e-12
3,A221,223,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,-9.09494701772928e-13
3,A222,224,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.27373675443232e-13,0,0,0,-2.72848410531878e-12
3,A223,225,5000.00000000001,27,1,1,UNIQUE,0,0,0,5000.00000000001,1,NONE,2.27373675443232e-13,0,0,0,5.45696821063757e-12
3,A224,226,3042.81663141002,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1957.18336858998
3,A225,227,5000.00000000001,27,1,1,UNIQUE,0,0,0,5000.00000000001,1,NONE,4.54747350886464e-13,0,0,0,6.3664629124105e-12
3,A226,228,2347.12211264691,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2652.87788735309
3,A227,229,2883.43576518429,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2116.56423481571
3,A228,230,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,2.72848410531878e-12
3,A229,231,4999.99999999999,27,1,1,UNIQUE,0,0,0,4999.99999999999,1,NONE,0,0,0,0,-6.3664629124105e-12
3,A230,232,3830.29145697035,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1169.70854302965
3,A231,233,1778.70169108243,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3221.29830891757
3,A232,234,531.642412043764,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4468.35758795624
3,A233,235,5000.00000000001,27,1,1,UNIQUE,0,0,0,5000.00000000001,1,NONE,1.13686837721616e-13,0,0,0,5.45696821063757e-12
3,A234,236,2410.9795098861,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2589.0204901139
3,A235,237,3221.29830891757,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1778.70169108243
3,A236,238,2257.25840961064,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2742.74159038936
3,A237,239,1550.38955947277,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3449.61044052723
3,A238,240,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,-1.81898940354586e-12
3,A239,241,3285.71691578968,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1714.28308421032
3,A240,242,5000.00000000001,27,1,1,UNIQUE,0,0,0,5000.00000000001,1,NONE,0,0,0,0,7.27595761418343e-12
3,A241,243,876.499959740629,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4123.50004025937
3,A242,244,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,4.54747350886464e-12
3,A243,245,676.80554791869,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4323.19445208131
3,A244,246,1072.06215025698,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3927.93784974302
3,A245,247,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.8421709430404e-14,0,0,0,0
3,A246,248,2698.83497667175,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2301.16502332825
3,A247,249,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.98951966012828e-13,0,0,0,-9.09494701772928e-13
3,A248,250,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,4.54747350886464e-12
3,A249,251,4941.14986216036,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-58.8501378396386
3,A250,252,5000.00000000001,27,1,1,UNIQUE,0,0,0,5000.00000000001,1,NONE,4.54747350886464e-13,0,0,0,8.18545231595635e-12
3,A251,253,3981.90000124325,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1018.09999875675
3,A252,254,615.91684359134,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4384.08315640866
3,A253,255,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,3.63797880709171e-12
3,A254,256,787.488553358562,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4212.51144664144
3,A255,257,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.70530256582424e-13,0,0,0,4.54747350886464e-12
3,A256,258,1580.8157370961,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3419.1842629039
3,A257,259,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.27373675443232e-13,0,0,0,9.09494701772928e-13
3,A258,260,2089.19110431191,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2910.80889568809
3,A259,261,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.61852778244065e-14,0,0,0,-9.09494701772928e-13
3,A260,262,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,0
3,A261,263,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.13686837721616e-13,0,0,0,-9.09494701772928e-13
3,A262,264,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,4.54747350886464e-12
3,A263,265,2060.10598259062,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2939.89401740938
3,A264,266,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,5.6843418860808e-14,0,0,0,3.63797880709171e-12
3,A265,267,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,-3.63797880709171e-12
3,A266,268,4999.99999999999,27,1,1,UNIQUE,0,0,0,4999.99999999999,1,NONE,0,0,0,0,-7.27595761418343e-12
3,A267,269,4957.33929067089,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-42.6607093291077
3,A268,270,4844.16844643241,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-155.831553567589
3,A269,271,4267.81119649178,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-732.188803508216
3,A270,272,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.13686837721616e-13,0,0,0,1.81898940354586e-12
3,A271,273,3930.02113943689,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1069.97886056311
3,A272,274,2806.56510977727,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2193.43489022273
3,A273,275,4212.51144664144,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-787.488553358564
3,A274,276,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.27373675443232e-13,0,0,0,4.54747350886464e-12
3,A275,277,5000.00000000001,27,1,1,UNIQUE,0,0,0,5000.00000000001,1,NONE,4.54747350886464e-13,0,0,0,6.3664629124105e-12
3,A276,278,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,3.63797880709171e-12
3,A277,279,2874.34986829384,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2125.65013170616
3,A278,280,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.27373675443232e-13,0,0,0,-2.72848410531878e-12
3,A279,281,4118.7372743169,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-881.262725683096
3,A280,282,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,-1.81898940354586e-12
3,A281,283,3260.35486012245,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1739.64513987755
3,A282,284,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,0
3,A283,285,1079.9422995027,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3920.0577004973
3,A284,286,4999.99999999999,27,1,1,UNIQUE,0,0,0,4999.99999999999,1,NONE,1.70530256582424e-13,0,0,0,-5.45696821063757e-12
3,A285,287,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.13686837721616e-13,0,0,0,-1.81898940354586e-12
3,A286,288,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,1.81898940354586e-12
3,A287,289,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,2.72848410531878e-12
3,A288,290,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,1.81898940354586e-12
3,A289,291,4999.99999999999,27,1,1,UNIQUE,0,0,0,4999.99999999999,1,NONE,2.27373675443232e-13,0,0,0,-9.09494701772928e-12
3,A290,292,1063.93797030767,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3936.06202969233
3,A291,293,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,1.81898940354586e-12
3,A292,294,664.571804287634,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4335.42819571237
3,A293,295,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,0
3,A294,296,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,5.6843418860808e-14,0,0,0,0
3,A295,297,4847.92956512635,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-152.070434873646
3,A296,298,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,3.63797880709171e-12
3,A297,299,1966.43136365555,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3033.56863634445
3,A298,300,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,5.6843418860808e-14,0,0,0,2.72848410531878e-12
3,A299,301,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,1.81898940354586e-12
3,A300,302,1069.97886056311,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3930.02113943689
3,A301,303,3658.6314329986,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1341.3685670014
3,A302,304,1454.10096490555,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3545.89903509446
3,A303,305,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,9.09494701772928e-13
3,A304,306,2198.00233586492,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2801.99766413508
3,A305,307,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,-3.63797880709171e-12
3,A306,308,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,2.72848410531878e-12
3,A307,309,3545.89903509446,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1454.10096490554
3,A308,310,4335.42819571237,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-664.57180428763
3,A309,311,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,-2.72848410531878e-12
3,A310,312,1739.64513987756,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3260.35486012244
3,A311,313,3273.0231007313,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1726.9768992687
3,A312,314,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,-9.09494701772928e-13
3,A313,315,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,0
