Group,MediumID,PieceIndex,SourceExcelRow,WrappedInputP1X,WrappedInputP1Y,WrappedInputP1Z,WrappedInputP2X,WrappedInputP2Y,WrappedInputP2Z,UnwrappedStartX,UnwrappedStartY,UnwrappedStartZ,UnwrappedEndX,UnwrappedEndY,UnwrappedEndZ,RelativeShiftKx,RelativeShiftKy,RelativeShiftKz,PieceStartX,PieceStartY,PieceStartZ,PieceEndX,PieceEndY,PieceEndZ,PieceLength,TranslationX,TranslationY,TranslationZ,TStart,TEnd,BoundaryEventSequence
3,A225,1,227,-2357.32332415099,-3978.94082377783,-3712.33910970985,2596.33596851486,-3342.34894670237,-3475.67395759219,-2357.32332415099,-3978.94082377783,-3712.33910970985,2596.33596851486,-3342.34894670237,-3475.67395759219,0,0,0,-2357.32332415099,-3978.94082377783,-3712.33910970985,2596.33596851486,-3342.34894670237,-3475.67395759219,5000.00000000001,-0,-0,-0,0,1,NONE
3,A228,1,230,-2274.23620732417,1886.7944044507,3789.67674392776,2714.709817092,2185.72391823163,3644.56054478786,-2274.23620732417,1886.7944044507,3789.67674392776,2714.709817092,2185.72391823163,3644.56054478786,0,0,0,-2274.23620732417,1886.7944044507,3789.67674392776,2714.709817092,2185.72391823163,3644.56054478786,5000,-0,-0,-0,0,1,NONE
3,A229,1,231,-2273.23100033529,-997.119451403975,3158.27000080394,2708.44274581757,-1382.38882162524,3343.99614129194,-2273.23100033529,-997.119451403975,3158.27000080394,2708.44274581757,-1382.38882162524,3343.99614129194,0,0,0,-2273.23100033529,-997.119451403975,3158.27000080394,2708.44274581757,-1382.38882162524,3343.99614129194,4999.99999999999,-0,-0,-0,0,1,NONE
3,A233,1,235,-2188.50524220757,2097.4606904741,-4434.40067871513,883.230792207638,4540.63601007918,-1336.76737366629,-2188.50524220757,2097.4606904741,-4434.40067871513,883.230792207638,4540.63601007918,-1336.76737366629,0,0,0,-2188.50524220757,2097.4606904741,-4434.40067871513,883.230792207638,4540.63601007918,-1336.76737366629,5000.00000000001,-0,-0,-0,0,1,NONE
3,A238,1,240,-2108.23336608646,-3665.72367124177,389.165966663762,2878.66509324681,-4025.37325495226,350.488670528782,-2108.23336608646,-3665.72367124177,389.165966663762,2878.66509324681,-4025.37325495226,350.488670528782,0,0,0,-2108.23336608646,-3665.72367124177,389.165966663762,2878.66509324681,-4025.37325495226,350.488670528782,5000,-0,-0,-0,0,1,NONE
3,A240,1,242,-2071.1049254666,4244.89005528479,-2447.3561755707,2802.62036856449,4053.76307960668,-3547.47991292472,-2071.1049254666,4244.89005528479,-2447.3561755707,2802.62036856449,4053.76307960668,-3547.47991292472,0,0,0,-2071.1049254666,4244.89005528479,-2447.3561755707,2802.62036856449,4053.76307960668,-3547.47991292472,5000.00000000001,-0,-0,-0,0,1,NONE
3,A242,1,244,-2033.25644272164,-4865.30820637923,2322.528469226,-1547.66880763091,-4682.87130466361,-2650.49087776426,-2033.25644272164,-4865.30820637923,2322.528469226,-1547.66880763091,-4682.87130466361,-2650.49087776426,0,0,0,-2033.25644272164,-4865.30820637923,2322.528469226,-1547.66880763091,-4682.87130466361,-2650.49087776426,5000,-0,-0,-0,0,1,NONE
3,A245,1,247,-1993.0511691762,-583.626826635024,-4381.51774328181,2970.46485508624,-232.395679875713,-4871.56402521457,-1993.0511691762,-583.626826635024,-4381.51774328181,2970.46485508624,-232.395679875713,-4871.56402521457,0,0,0,-1993.0511691762,-583.626826635024,-4381.51774328181,2970.46485508624,-232.395679875713,-4871.56402521457,5000,-0,-0,-0,0,1,NONE
3,A247,1,249,-1979.2166521355,-3031.76700765613,1464.07268224517,1593.33253453891,-116.438784863866,-469.254414286326,-1979.2166521355,-3031.76700765613,1464.07268224517,1593.33253453891,-116.438784863866,-469.254414286326,0,0,0,-1979.2166521355,-3031.76700765613,1464.07268224517,1593.33253453891,-116.438784863866,-469.254414286326,5000,-0,-0,-0,0,1,NONE
3,A248,1,250,-1976.3601228957,-636.977474317082,-2204.53441950196,2104.54289273436,-3328.89966613609,-1155.82783984592,-1976.3601228957,-636.977474317082,-2204.53441950196,2104.54289273436,-3328.89966613609,-1155.82783984592,0,0,0,-1976.3601228957,-636.977474317082,-2204.53441950196,2104.54289273436,-3328.89966613609,-1155.82783984592,5000,-0,-0,-0,0,1,NONE
3,A250,1,252,-1959.7032688218,-3760.91767555766,4797.89980168489,3039.74010150104,-3753.46937823196,4872.13260980926,-1959.7032688218,-3760.91767555766,4797.89980168489,3039.74010150104,-3753.46937823196,4872.13260980926,0,0,0,-1959.7032688218,-3760.91767555766,4797.89980168489,3039.74010150104,-3753.46937823196,4872.13260980926,5000.00000000001,-0,-0,-0,0,1,NONE
3,A253,1,255,-1913.65157229474,658.792262492777,-2053.58803643263,2896.3161635127,1004.33478139584,-732.67518990504,-1913.65157229474,658.792262492777,-2053.58803643263,2896.3161635127,1004.33478139584,-732.67518990504,0,0,0,-1913.65157229474,658.792262492777,-2053.58803643263,2896.3161635127,1004.33478139584,-732.67518990504,5000,-0,-0,-0,0,1,NONE
3,A255,1,257,-1838.89283938742,45.9084458449079,-3327.47236662416,875.431190135028,3155.76205410684,-505.902662020478,-1838.89283938742,45.9084458449079,-3327.47236662416,875.431190135028,3155.76205410684,-505.902662020478,0,0,0,-1838.89283938742,45.9084458449079,-3327.47236662416,875.431190135028,3155.76205410684,-505.902662020478,5000,-0,-0,-0,0,1,NONE
3,A257,1,259,-1827.4342002489,-1648.39626907614,-1547.27202047728,1900.74434373872,-1068.43932429652,1733.63253259223,-1827.4342002489,-1648.39626907614,-1547.27202047728,1900.74434373872,-1068.43932429652,1733.63253259223,0,0,0,-1827.4342002489,-1648.39626907614,-1547.27202047728,1900.74434373872,-1068.43932429652,1733.63253259223,5000,-0,-0,-0,0,1,NONE
3,A259,1,261,-1824.9495825332,-4478.62663682293,2381.53247841767,-1760.73036069822,-23.933804265962,111.821558694086,-1824.9495825332,-4478.62663682293,2381.53247841767,-1760.73036069822,-23.933804265962,111.821558694086,0,0,0,-1824.9495825332,-4478.62663682293,2381.53247841767,-1760.73036069822,-23.933804265962,111.821558694086,5000,-0,-0,-0,0,1,NONE
3,A260,1,262,-1804.43496642929,-125.481945182031,-2904.76845004073,2961.94331755027,-1166.95184877341,-3998.83357329502,-1804.43496642929,-125.481945182031,-2904.76845004073,2961.94331755027,-1166.95184877341,-3998.83357329502,0,0,0,-1804.43496642929,-125.481945182031,-2904.76845004073,2961.94331755027,-1166.95184877341,-3998.83357329502,5000,-0,-0,-0,0,1,NONE
3,A261,1,263,-1768.36631086668,3611.11350022682,1302.35594993159,2600.5213962355,4559.00000040452,-936.914329760507,-1768.36631086668,3611.11350022682,1302.35594993159,2600.5213962355,4559.00000040452,-936.914329760507,0,0,0,-1768.36631086668,3611.11350022682,1302.35594993159,2600.5213962355,4559.00000040452,-936.914329760507,5000,-0,-0,-0,0,1,NONE
3,A262,1,264,-1760.28009020591,-100.847387880996,-2161.86617951344,2430.10000398021,2622.9702440665,-2015.127724633,-1760.28009020591,-100.847387880996,-2161.86617951344,2430.10000398021,2622.9702440665,-2015.127724633,0,0,0,-1760.28009020591,-100.847387880996,-2161.86617951344,2430.10000398021,2622.9702440665,-2015.127724633,5000,-0,-0,-0,0,1,NONE
3,A264,1,266,-1714.324078827,2687.77286668013,-322.869727028028,-62.3824690924421,322.61173875842,-4406.63046401982,-1714.324078827,2687.77286668013,-322.869727028028,-62.3824690924421,322.61173875842,-4406.63046401982,0,0,0,-1714.324078827,2687.77286668013,-322.869727028028,-62.3824690924421,322.61173875842,-4406.63046401982,5000,-0,-0,-0,0,1,NONE
3,A265,1,267,-1696.85726928882,4633.57939662882,4469.7931162593,3269.10056783173,4054.68853600402,4405.38712720526,-1696.85726928882,4633.57939662882,4469.7931162593,3269.10056783173,4054.68853600402,4405.38712720526,0,0,0,-1696.85726928882,4633.57939662882,4469.7931162593,3269.10056783173,4054.68853600402,4405.38712720526,5000,-0,-0,-0,0,1,NONE
3,A266,1,268,-1688.02675109733,3264.63107973665,-3397.74222253306,3024.24235084434,4009.94075078403,-1901.40221934895,-1688.02675109733,3264.63107973665,-3397.74222253306,3024.24235084434,4009.94075078403,-1901.40221934895,0,0,0,-1688.02675109733,3264.63107973665,-3397.74222253306,3024.24235084434,4009.94075078403,-1901.40221934895,4999.99999999999,-0,-0,-0,0,1,NONE
3,A270,1,272,-1638.21381065445,-2001.95466930316,1739.68347518704,2612.1045022839,-4424.66491892332,707.564642355113,-1638.21381065445,-2001.95466930316,1739.68347518704,2612.1045022839,-4424.66491892332,707.564642355113,0,0,0,-1638.21381065445,-2001.95466930316,1739.68347518704,2612.1045022839,-4424.66491892332,707.564642355113,5000,-0,-0,-0,0,1,NONE
3,A274,1,276,-1574.65981391307,298.460551002785,2855.46447150688,232.462995940462,202.716371570795,-1805.55904293842,-1574.65981391307,298.460551002785,2855.46447150688,232.462995940462,202.716371570795,-1805.55904293842,0,0,0,-1574.65981391307,298.460551002785,2855.46447150688,232.462995940462,202.716371570795,-1805.55904293842,5000,-0,-0,-0,0,1,NONE
3,A275,1,277,-1561.9368141303,4624.04884276696,3593.21278741863,3426.54560476326,4962.26087065698,3618.8210005628,-1561.9368141303,4624.04884276696,3593.21278741863,3426.54560476326,4962.26087065698,3618.8210005628,0,0,0,-1561.9368141303,4624.04884276696,3593.21278741863,3426.54560476326,4962.26087065698,3618.8210005628,5000.00000000001,-0,-0,-0,0,1,NONE
3,A276,1,278,-1548.58886727104,-98.2144255899202,-4227.9844913351,-768.385068247016,4808.10762137702,-4793.03847409661,-1548.58886727104,-98.2144255899202,-4227.9844913351,-768.385068247016,4808.10762137702,-4793.03847409661,0,0,0,-1548.58886727104,-98.2144255899202,-4227.9844913351,-768.385068247016,4808.10762137702,-4793.03847409661,5000,-0,-0,-0,0,1,NONE
3,A278,1,280,-1489.57061795279,4386.19018971233,1992.54195980958,1540.97012933524,550.103182441659,943.609525533649,-1489.57061795279,4386.19018971233,1992.54195980958,1540.97012933524,550.103182441659,943.609525533649,0,0,0,-1489.57061795279,4386.19018971233,1992.54195980958,1540.97012933524,550.103182441659,943.609525533649,5000,-0,-0,-0,0,1,NONE
3,A280,1,282,-1462.5326550549,-2061.1894796973,4271.08530302224,3482.02142277178,-1913.35280985366,4998.77293552472,-1462.5326550549,-2061.1894796973,4271.08530302224,3482.02142277178,-1913.35280985366,4998.77293552472,0,0,0,-1462.5326550549,-2061.1894796973,4271.08530302224,3482.02142277178,-1913.35280985366,4998.77293552472,5000,-0,-0,-0,0,1,NONE
3,A282,1,284,-1370.47673295522,544.724842807719,-2522.27527979119,3254.3599382504,1055.73116491742,-692.040785679673,-1370.47673295522,544.724842807719,-2522.27527979119,3254.3599382504,1055.73116491742,-692.040785679673,0,0,0,-1370.47673295522,544.724842807719,-2522.27527979119,3254.3599382504,1055.73116491742,-692.040785679673,5000,-0,-0,-0,0,1,NONE
3,A284,1,286,-1289.85348481225,-922.684354973808,2795.09947323115,2697.27621127285,-1616.50014374302,-141.125388364235,-1289.85348481225,-922.684354973808,2795.09947323115,2697.27621127285,-1616.50014374302,-141.125388364235,0,0,0,-1289.85348481225,-922.684354973808,2795.09947323115,2697.27621127285,-1616.50014374302,-141.125388364235,4999.99999999999,-0,-0,-0,0,1,NONE
3,A285,1,287,-1287.5492143397,510.037087201225,-3113.48050250706,1991.96950774375,3481.76950960515,-786.773954371387,-1287.5492143397,510.037087201225,-3113.48050250706,1991.96950774375,3481.76950960515,-786.773954371387,0,0,0,-1287.5492143397,510.037087201225,-3113.48050250706,1991.96950774375,3481.76950960515,-786.773954371387,5000,-0,-0,-0,0,1,NONE
3,A286,1,288,-1195.86508286475,1713.51827928881,-2864.80604719042,3280.3796441118,-513.312515087985,-2931.57248658817,-1195.86508286475,1713.51827928881,-2864.80604719042,3280.3796441118,-513.312515087985,-2931.57248658817,0,0,0,-1195.86508286475,1713.51827928881,-2864.80604719042,3280.3796441118,-513.312515087985,-2931.57248658817,5000,-0,-0,-0,0,1,NONE
3,A287,1,289,-1191.06447425374,4854.01252903279,3310.70161072481,3250.65348246953,2564.3602456412,3141.48573061371,-1191.06447425374,4854.01252903279,3310.70161072481,3250.65348246953,2564.3602456412,3141.48573061371,0,0,0,-1191.06447425374,4854.01252903279,3310.70161072481,3250.65348246953,2564.3602456412,3141.48573061371,5000,-0,-0,-0,0,1,NONE
3,A288,1,290,-1172.37821295477,3442.62672615013,-67.954334003678,3798.65040662973,3948.14092733008,-250.518995636845,-1172.37821295477,3442.62672615013,-67.954334003678,3798.65040662973,3948.14092733008,-250.518995636845,0,0,0,-1172.37821295477,3442.62672615013,-67.954334003678,3798.65040662973,3948.14092733008,-250.518995636845,5000,-0,-0,-0,0,1,NONE
3,A289,1,291,-1164.21722372438,4444.28286971334,3053.98346259342,726.959080512002,2620.85584286194,-1200.2574878045,-1164.21722372438,4444.28286971334,3053.98346259342,726.959080512002,2620.85584286194,-1200.2574878045,0,0,0,-1164.21722372438,4444.28286971334,3053.98346259342,726.959080512002,2620.85584286194,-1200.2574878045,4999.99999999999,-0,-0,-0,0,1,NONE
3,A291,1,293,-1122.31996570061,-2622.92397988768,-1872.3566919596,2775.91924704288,-149.022610723488,-3791.61255188984,-1122.31996570061,-2622.92397988768,-1872.3566919596,2775.91924704288,-149.022610723488,-3791.61255188984,0,0,0,-1122.31996570061,-2622.92397988768,-1872.3566919596,2775.91924704288,-149.022610723488,-3791.61255188984,5000,-0,-0,-0,0,1,NONE
3,A293,1,295,-1061.35395684506,-3390.18109115154,-2144.22934907679,3325.6147854483,-4782.55634713434,-4097.63570738216,-1061.35395684506,-3390.18109115154,-2144.22934907679,3325.6147854483,-4782.55634713434,-4097.63570738216,0,0,0,-1061.35395684506,-3390.18109115154,-2144.22934907679,3325.6147854483,-4782.55634713434,-4097.63570738216,5000,-0,-0,-0,0,1,NONE
3,A294,1,296,-1042.35387041865,-3835.56683670731,1322.40942771576,297.191363687103,-3081.76415771512,-3435.46825954447,-1042.35387041865,-3835.56683670731,1322.40942771576,297.191363687103,-3081.76415771512,-3435.46825954447,0,0,0,-1042.35387041865,-3835.56683670731,1322.40942771576,297.191363687103,-3081.76415771512,-3435.46825954447,5000,-0,-0,-0,0,1,NONE
3,A296,1,298,-1021.46911361414,4270.80141946141,-2415.39333624588,3776.25490871123,3333.24044315314,-3465.54743032255,-1021.46911361414,4270.80141946141,-2415.39333624588,3776.25490871123,3333.24044315314,-3465.54743032255,0,0,0,-1021.46911361414,4270.80141946141,-2415.39333624588,3776.25490871123,3333.24044315314,-3465.54743032255,5000,-0,-0,-0,0,1,NONE
3,A298,1,300,-1001.0229248571,-1870.25182089103,120.667151387046,3968.80440840674,-1600.3748282402,-356.80817402925,-1001.0229248571,-1870.25182089103,120.667151387046,3968.80440840674,-1600.3748282402,-356.80817402925,0,0,0,-1001.0229248571,-1870.25182089103,120.667151387046,3968.80440840674,-1600.3748282402,-356.80817402925,5000,-0,-0,-0,0,1,NONE
3,A299,1,301,-950.257296144078,1499.49936863303,2966.68000651468,2461.7418969606,-459.051505773072,-119.148890008285,-950.257296144078,1499.49936863303,2966.68000651468,2461.7418969606,-459.051505773072,-119.148890008285,0,0,0,-950.257296144078,1499.49936863303,2966.68000651468,2461.7418969606,-459.051505773072,-119.148890008285,5000,-0,-0,-0,0,1,NONE
3,A303,1,305,-924.116992474872,-1871.61122667849,-1439.10685171816,3252.41366437023,163.48285637705,408.860611616995,-924.116992474872,-1871.61122667849,-1439.10685171816,3252.41366437023,163.48285637705,408.860611616995,0,0,0,-924.116992474872,-1871.61122667849,-1439.10685171816,3252.41366437023,163.48285637705,408.860611616995,5000,-0,-0,-0,0,1,NONE
3,A305,1,307,-910.643496863629,-450.056741007482,-1105.08540016829,4080.52349906419,-697.387397598801,-940.526702218454,-910.643496863629,-450.056741007482,-1105.08540016829,4080.52349906419,-697.387397598801,-940.526702218454,0,0,0,-910.643496863629,-450.056741007482,-1105.08540016829,4080.52349906419,-697.387397598801,-940.526702218454,5000,-0,-0,-0,0,1,NONE
3,A306,1,308,-908.524734493589,3603.37968043794,1710.26256478597,3956.85337702761,3624.65202077418,2862.4966206388,-908.524734493589,3603.37968043794,1710.26256478597,3956.85337702761,3624.65202077418,2862.4966206388,0,0,0,-908.524734493589,3603.37968043794,1710.26256478597,3956.85337702761,3624.65202077418,2862.4966206388,5000,-0,-0,-0,0,1,NONE
3,A309,1,311,-816.786552340955,1153.60241984912,3248.23555409033,3846.87436003794,1929.17934483832,4875.73281300462,-816.786552340955,1153.60241984912,3248.23555409033,3846.87436003794,1929.17934483832,4875.73281300462,0,0,0,-816.786552340955,1153.60241984912,3248.23555409033,3846.87436003794,1929.17934483832,4875.73281300462,5000,-0,-0,-0,0,1,NONE
3,A312,1,314,-720.662959498911,1395.74107118604,-3368.76689505706,4131.43149099703,2501.62059165755,-3852.71929939884,-720.662959498911,1395.74107118604,-3368.76689505706,4131.43149099703,2501.62059165755,-3852.71929939884,0,0,0,-720.662959498911,1395.74107118604,-3368.76689505706,4131.43149099703,2501.62059165755,-3852.71929939884,5000,-0,-0,-0,0,1,NONE
3,A313,1,315,-704.26011590517,1397.35574361483,-2062.10024317056,4274.26865519084,1541.76761242385,-2501.86891817634,-704.26011590517,1397.35574361483,-2062.10024317056,4274.26865519084,1541.76761242385,-2501.86891817634,0,0,0,-704.26011590517,1397.35574361483,-2062.10024317056,4274.26865519084,1541.76761242385,-2501.86891817634,5000,-0,-0,-0,0,1,NONE
3,A316,1,318,-628.303131437458,3941.83493952219,-2970.13746682894,3448.15566079556,3483.4251532117,-111.406247731752,-628.303131437458,3941.83493952219,-2970.13746682894,3448.15566079556,3483.4251532117,-111.406247731752,0,0,0,-628.303131437458,3941.83493952219,-2970.13746682894,3448.15566079556,3483.4251532117,-111.406247731752,5000,-0,-0,-0,0,1,NONE
3,A318,1,320,-600.293524099337,2058.66606159803,544.869717003619,3535.89127867356,-549.669822608702,-498.470684049675,-600.293524099337,2058.66606159803,544.869717003619,3535.89127867356,-549.669822608702,-498.470684049675,0,0,0,-600.293524099337,2058.66606159803,544.869717003619,3535.89127867356,-549.669822608702,-498.470684049675,5000,-0,-0,-0,0,1,NONE
3,A319,1,321,-541.389696544848,-4477.10912074193,229.79011253271,4409.93296649692,-4134.97285589825,-376.301186470811,-541.389696544848,-4477.10912074193,229.79011253271,4409.93296649692,-4134.97285589825,-376.301186470811,0,0,0,-541.389696544848,-4477.10912074193,229.79011253271,4409.93296649692,-4134.97285589825,-376.301186470811,5000,-0,-0,-0,0,1,NONE
3,A320,1,322,-533.710007971979,-580.055111920089,-1355.23468988366,2552.91086491322,-2685.61035636179,1967.3258738493,-533.710007971979,-580.055111920089,-1355.23468988366,2552.91086491322,-2685.61035636179,1967.3258738493,0,0,0,-533.710007971979,-580.055111920089,-1355.23468988366,2552.91086491322,-2685.61035636179,1967.3258738493,5000,-0,-0,-0,0,1,NONE
3,A322,1,324,-503.316277716019,-2536.20202748796,434.485855444772,4367.71549417358,-3230.90696665853,-454.577991944181,-503.316277716019,-2536.20202748796,434.485855444772,4367.71549417358,-3230.90696665853,-454.577991944181,0,0,0,-503.316277716019,-2536.20202748796,434.485855444772,4367.71549417358,-3230.90696665853,-454.577991944181,5000,-0,-0,-0,0,1,NONE
3,A323,1,325,-465.372955518574,308.12634250627,-2814.46533546512,4220.95132692436,-730.463145720607,-1414.57369868376,-465.372955518574,308.12634250627,-2814.46533546512,4220.95132692436,-730.463145720607,-1414.57369868376,0,0,0,-465.372955518574,308.12634250627,-2814.46533546512,4220.95132692436,-730.463145720607,-1414.57369868376,5000,-0,-0,-0,0,1,NONE
3,A324,1,326,-436.455355049266,-1018.12076494026,319.488721381171,3381.58948285985,-2131.10870961898,-2710.98837813888,-436.455355049266,-1018.12076494026,319.488721381171,3381.58948285985,-2131.10870961898,-2710.98837813888,0,0,0,-436.455355049266,-1018.12076494026,319.488721381171,3381.58948285985,-2131.10870961898,-2710.98837813888,5000.00000000001,-0,-0,-0,0,1,NONE
3,A326,1,328,-418.74576243275,632.329806281322,-4816.96976636464,3867.1642306188,-1594.10859772961,-3523.15851096216,-418.74576243275,632.329806281322,-4816.96976636464,3867.1642306188,-1594.10859772961,-3523.15851096216,0,0,0,-418.74576243275,632.329806281322,-4816.96976636464,3867.1642306188,-1594.10859772961,-3523.15851096216,5000,-0,-0,-0,0,1,NONE
3,A327,1,329,-414.147359128009,-213.361934866363,-3902.442133719,4392.53058126761,734.006471408728,-4901.61192915214,-414.147359128009,-213.361934866363,-3902.442133719,4392.53058126761,734.006471408728,-4901.61192915214,0,0,0,-414.147359128009,-213.361934866363,-3902.442133719,4392.53058126761,734.006471408728,-4901.61192915214,5000,-0,-0,-0,0,1,NONE
3,A328,1,330,-403.88275820486,-1325.2405856818,-4191.238712224,631.091769525115,-1223.82665823466,699.420030958747,-403.88275820486,-1325.2405856818,-4191.238712224,631.091769525115,-1223.82665823466,699.420030958747,0,0,0,-403.88275820486,-1325.2405856818,-4191.238712224,631.091769525115,-1223.82665823466,699.420030958747,5000,-0,-0,-0,0,1,NONE
3,A329,1,331,-397.875958023511,2315.67886379874,-4449.70523441582,828.086612497854,2054.78407850822,390.640795228022,-397.875958023511,2315.67886379874,-4449.70523441582,828.086612497854,2054.78407850822,390.640795228022,0,0,0,-397.875958023511,2315.67886379874,-4449.70523441582,828.086612497854,2054.78407850822,390.640795228022,5000,-0,-0,-0,0,1,NONE
3,A331,1,333,-381.467276296109,172.279256578303,-1186.26355630822,3962.00297077972,-2303.12253986502,-1267.8243246482,-381.467276296109,172.279256578303,-1186.26355630822,3962.00297077972,-2303.12253986502,-1267.8243246482,0,0,0,-381.467276296109,172.279256578303,-1186.26355630822,3962.00297077972,-2303.12253986502,-1267.8243246482,5000,-0,-0,-0,0,1,NONE
3,A333,1,335,-368.865902150036,-3149.50771607562,-931.872482803781,3294.3013204958,-3316.50174300868,2467.14485959121,-368.865902150036,-3149.50771607562,-931.872482803781,3294.3013204958,-3316.50174300868,2467.14485959121,0,0,0,-368.865902150036,-3149.50771607562,-931.872482803781,3294.3013204958,-3316.50174300868,2467.14485959121,5000,-0,-0,-0,0,1,NONE
3,A336,1,338,-282.135790835826,-1268.68413518342,1519.21346714945,4085.23625867751,983.672379599244,595.659726728388,-282.135790835826,-1268.68413518342,1519.21346714945,4085.23625867751,983.672379599244,595.659726728388,0,0,0,-282.135790835826,-1268.68413518342,1519.21346714945,4085.23625867751,983.672379599244,595.659726728388,5000,-0,-0,-0,0,1,NONE
3,A337,1,339,-270.578233818549,261.710661713484,2529.95981221472,920.427495625266,-1402.39506345766,-2032.0855062674,-270.578233818549,261.710661713484,2529.95981221472,920.427495625266,-1402.39506345766,-2032.0855062674,0,0,0,-270.578233818549,261.710661713484,2529.95981221472,920.427495625266,-1402.39506345766,-2032.0855062674,5000,-0,-0,-0,0,1,NONE
3,A338,1,340,-203.022377696583,-4050.4016749952,4380.48543607846,4788.13732617284,-3885.56832088296,4133.19051934494,-203.022377696583,-4050.4016749952,4380.48543607846,4788.13732617284,-3885.56832088296,4133.19051934494,0,0,0,-203.022377696583,-4050.4016749952,4380.48543607846,4788.13732617284,-3885.56832088296,4133.19051934494,5000,-0,-0,-0,0,1,NONE
3,A339,1,341,-185.834471623048,-1015.99448022286,3503.63552234271,2622.38106001486,226.556192561225,-442.247566831559,-185.834471623048,-1015.99448022286,3503.63552234271,2622.38106001486,226.556192561225,-442.247566831559,0,0,0,-185.834471623048,-1015.99448022286,3503.63552234271,2622.38106001486,226.556192561225,-442.247566831559,5000,-0,-0,-0,0,1,NONE
3,A340,1,342,-155.293961348396,2767.08119774224,421.095504509658,4270.51116369474,4550.77926535305,-1072.44733007642,-155.293961348396,2767.08119774224,421.095504509658,4270.51116369474,4550.77926535305,-1072.44733007642,0,0,0,-155.293961348396,2767.08119774224,421.095504509658,4270.51116369474,4550.77926535305,-1072.44733007642,5000,-0,-0,-0,0,1,NONE
3,A341,1,343,-86.1455555047714,2126.88721944666,-4115.80358825911,878.232853230145,3262.75545695612,657.012942028117,-86.1455555047714,2126.88721944666,-4115.80358825911,878.232853230145,3262.75545695612,657.012942028117,0,0,0,-86.1455555047714,2126.88721944666,-4115.80358825911,878.232853230145,3262.75545695612,657.012942028117,4999.99999999999,-0,-0,-0,0,1,NONE
3,A343,1,345,-63.0604605725512,-2575.97595484392,2693.87582587505,4526.91315842301,-3415.55032132768,897.419018693707,-63.0604605725512,-2575.97595484392,2693.87582587505,4526.91315842301,-3415.55032132768,897.419018693707,0,0,0,-63.0604605725512,-2575.97595484392,2693.87582587505,4526.91315842301,-3415.55032132768,897.419018693707,5000,-0,-0,-0,0,1,NONE
3,A344,1,346,-38.4408876811713,-4330.4626423527,-3595.37063258734,4911.22760106878,-4967.03507292936,-3286.24704548102,-38.4408876811713,-4330.4626423527,-3595.37063258734,4911.22760106878,-4967.03507292936,-3286.24704548102,0,0,0,-38.4408876811713,-4330.4626423527,-3595.37063258734,4911.22760106878,-4967.03507292936,-3286.24704548102,5000,-0,-0,-0,0,1,NONE
3,A347,1,349,92.0145236920653,2387.73542071801,1936.39342771548,3128.88296811596,-405.599433226992,4760.34640979547,92.0145236920653,2387.73542071801,1936.39342771548,3128.88296811596,-405.599433226992,4760.34640979547,0,0,0,92.0145236920653,2387.73542071801,1936.39342771548,3128.88296811596,-405.599433226992,4760.34640979547,5000,-0,-0,-0,0,1,NONE
3,A348,1,350,106.998054848587,-132.056937913214,-3311.95882972781,1456.99076751935,1058.32567570105,1352.85723405656,106.998054848587,-132.056937913214,-3311.95882972781,1456.99076751935,1058.32567570105,1352.85723405656,0,0,0,106.998054848587,-132.056937913214,-3311.95882972781,1456.99076751935,1058.32567570105,1352.85723405656,5000,-0,-0,-0,0,1,NONE
3,A353,1,355,254.41793273461,-4059.37458782871,2455.57122246777,1528.4648257635,769.288514533416,2208.95987185719,254.41793273461,-4059.37458782871,2455.57122246777,1528.4648257635,769.288514533416,2208.95987185719,0,0,0,254.41793273461,-4059.37458782871,2455.57122246777,1528.4648257635,769.288514533416,2208.95987185719,5000,-0,-0,-0,0,1,NONE
3,A357,1,359,383.107705224529,-3933.65443276843,3435.6812403306,3773.68094695761,-310.867463698459,2819.70423655496,383.107705224529,-3933.65443276843,3435.6812403306,3773.68094695761,-310.867463698459,2819.70423655496,0,0,0,383.107705224529,-3933.65443276843,3435.6812403306,3773.68094695761,-310.867463698459,2819.70423655496,5000,-0,-0,-0,0,1,NONE
3,A358,1,360,406.992942192289,-3542.14741296542,4705.67555745157,3186.65675752132,-1440.87990592643,1119.85013816348,406.992942192289,-3542.14741296542,4705.67555745157,3186.65675752132,-1440.87990592643,1119.85013816348,0,0,0,406.992942192289,-3542.14741296542,4705.67555745157,3186.65675752132,-1440.87990592643,1119.85013816348,5000,-0,-0,-0,0,1,NONE
3,A364,1,366,494.068620001137,942.193442097078,2484.59737919321,3857.25553069977,4186.36553741314,705.743472972127,494.068620001137,942.193442097078,2484.59737919321,3857.25553069977,4186.36553741314,705.743472972127,0,0,0,494.068620001137,942.193442097078,2484.59737919321,3857.25553069977,4186.36553741314,705.743472972127,5000,-0,-0,-0,0,1,NONE
3,A370,1,372,565.209734297242,633.01202140712,3085.50967980725,3522.52757176336,970.653529289325,-931.985736538582,565.209734297242,633.01202140712,3085.50967980725,3522.52757176336,970.653529289325,-931.985736538582,0,0,0,565.209734297242,633.01202140712,3085.50967980725,3522.52757176336,970.653529289325,-931.985736538582,5000,-0,-0,-0,0,1,NONE
